Method,Simulation,Epoch,Actions,Noise,yBest
Joint,3,7,2,1.0,2.6277098655700684
Joint,3,8,2,1.0,2.6277098655700684
Joint,3,9,2,1.0,2.6277098655700684
Joint,3,10,2,1.0,2.6277098655700684
Joint,3,11,2,1.0,2.6277098655700684
Joint,3,12,2,1.0,2.6277098655700684
Joint,3,13,2,1.0,2.6277098655700684
Joint,3,14,2,1.0,2.6277098655700684
Joint,3,15,2,1.0,2.6277098655700684
Joint,3,16,2,1.0,2.6277098655700684
Joint,3,17,2,1.0,2.6277098655700684
Joint,3,18,2,1.0,2.6277098655700684
Joint,3,19,2,1.0,2.6277098655700684
Joint,3,20,2,1.0,2.6277098655700684
Joint,4,0,2,1.0,3.113999366760254
Joint,4,1,2,1.0,3.113999366760254
Joint,4,2,2,1.0,3.113999366760254
Joint,4,3,2,1.0,3.113999366760254
Joint,4,4,2,1.0,3.113999366760254
Joint,4,5,2,1.0,3.113999366760254
Joint,4,6,2,1.0,3.113999366760254
Joint,4,7,2,1.0,3.113999366760254
Joint,4,8,2,1.0,3.113999366760254
Joint,4,9,2,1.0,3.113999366760254
Joint,4,10,2,1.0,3.113999366760254
Joint,4,11,2,1.0,3.113999366760254
Joint,4,12,2,1.0,3.113999366760254
Joint,4,13,2,1.0,3.113999366760254
Joint,4,14,2,1.0,3.113999366760254
Joint,4,15,2,1.0,3.113999366760254
Joint,4,16,2,1.0,3.113999366760254
Joint,4,17,2,1.0,3.113999366760254
Joint,4,18,2,1.0,3.113999366760254
Joint,4,19,2,1.0,3.113999366760254
Joint,4,20,2,1.0,3.113999366760254
Joint,5,0,2,1.0,2.6915626525878906
Joint,5,1,2,1.0,2.6915626525878906
Joint,5,2,2,1.0,2.6915626525878906
Joint,5,3,2,1.0,2.6915626525878906
Joint,5,4,2,1.0,2.6915626525878906
Joint,5,5,2,1.0,2.6915626525878906
Joint,5,6,2,1.0,2.6915626525878906
Joint,5,7,2,1.0,2.6915626525878906
Joint,5,8,2,1.0,2.6915626525878906
Joint,5,9,2,1.0,2.6915626525878906
Joint,5,10,2,1.0,2.6915626525878906
Joint,5,11,2,1.0,2.6915626525878906
Joint,5,12,2,1.0,2.6915626525878906
Joint,5,13,2,1.0,2.6915626525878906
Joint,5,14,2,1.0,2.6915626525878906
Joint,5,15,2,1.0,2.6915626525878906
Joint,5,16,2,1.0,2.6915626525878906
Joint,5,17,2,1.0,2.6915626525878906
Joint,5,18,2,1.0,2.6915626525878906
Joint,5,19,2,1.0,2.6915626525878906
Joint,5,20,2,1.0,2.6915626525878906
Joint,1,0,5,1.0,2.7561094760894775
Joint,1,1,5,1.0,2.7561094760894775
Joint,1,2,5,1.0,2.7561094760894775
Joint,1,3,5,1.0,2.7561094760894775
Joint,1,4,5,1.0,2.7561094760894775
Joint,1,5,5,1.0,2.7561094760894775
Joint,1,6,5,1.0,2.7561094760894775
Joint,1,7,5,1.0,2.7561094760894775
Joint,1,8,5,1.0,2.7561094760894775
Joint,1,9,5,1.0,2.7561094760894775
Joint,1,10,5,1.0,2.7561094760894775
Joint,1,11,5,1.0,2.7561094760894775
Joint,1,12,5,1.0,2.7561094760894775
Joint,1,13,5,1.0,2.7561094760894775
Joint,1,14,5,1.0,2.7561094760894775
Joint,1,15,5,1.0,2.7561094760894775
Joint,1,16,5,1.0,2.7561094760894775
Joint,1,17,5,1.0,2.7561094760894775
Joint,1,18,5,1.0,2.7561094760894775
Joint,1,19,5,1.0,2.7561094760894775
Joint,1,20,5,1.0,2.7561094760894775
Joint,2,0,5,1.0,3.068532705307007
Joint,2,1,5,1.0,3.068532705307007
Joint,2,2,5,1.0,3.068532705307007
Joint,2,3,5,1.0,3.068532705307007
Joint,2,4,5,1.0,3.068532705307007
Joint,2,5,5,1.0,3.068532705307007
Joint,2,6,5,1.0,3.068532705307007
Joint,2,7,5,1.0,3.068532705307007
Joint,2,8,5,1.0,3.068532705307007
Joint,2,9,5,1.0,3.068532705307007
Joint,2,10,5,1.0,3.068532705307007
Joint,2,11,5,1.0,3.068532705307007
Joint,2,12,5,1.0,3.068532705307007
Joint,2,13,5,1.0,3.068532705307007
Joint,2,14,5,1.0,3.068532705307007
Joint,2,15,5,1.0,3.068532705307007
Joint,2,16,5,1.0,3.068532705307007
Joint,2,17,5,1.0,3.068532705307007
Joint,2,18,5,1.0,3.068532705307007
Joint,2,19,5,1.0,3.068532705307007
Joint,2,20,5,1.0,3.068532705307007
Joint,3,0,5,1.0,3.855900287628174
Joint,3,1,5,1.0,3.855900287628174
Joint,3,2,5,1.0,3.855900287628174
Joint,3,3,5,1.0,3.855900287628174
Joint,3,4,5,1.0,3.855900287628174
Joint,3,5,5,1.0,3.855900287628174
Joint,3,6,5,1.0,3.855900287628174
Joint,3,7,5,1.0,3.855900287628174
Joint,3,8,5,1.0,3.855900287628174
Joint,3,9,5,1.0,3.855900287628174
Joint,3,10,5,1.0,3.855900287628174
Joint,3,11,5,1.0,3.855900287628174
Joint,3,12,5,1.0,3.855900287628174
Joint,3,13,5,1.0,3.855900287628174
Joint,3,14,5,1.0,3.855900287628174
Joint,3,15,5,1.0,3.855900287628174
Joint,3,16,5,1.0,3.855900287628174
Joint,3,17,5,1.0,3.855900287628174
Joint,3,18,5,1.0,3.855900287628174
Joint,3,19,5,1.0,3.855900287628174
Joint,3,20,5,1.0,3.855900287628174
Joint,4,0,5,1.0,2.972681999206543
Joint,4,1,5,1.0,2.972681999206543
Joint,4,2,5,1.0,2.972681999206543
Joint,4,3,5,1.0,2.972681999206543
Joint,4,4,5,1.0,2.972681999206543
Joint,4,5,5,1.0,2.972681999206543
Joint,4,6,5,1.0,2.972681999206543
Joint,4,7,5,1.0,2.972681999206543
Joint,4,8,5,1.0,2.972681999206543
Joint,4,9,5,1.0,2.972681999206543
Joint,4,10,5,1.0,2.972681999206543
Joint,4,11,5,1.0,2.972681999206543
Joint,4,12,5,1.0,2.972681999206543
Joint,4,13,5,1.0,2.972681999206543
Joint,4,14,5,1.0,2.972681999206543
Joint,4,15,5,1.0,2.972681999206543
Joint,4,16,5,1.0,2.972681999206543
Joint,4,17,5,1.0,2.972681999206543
Joint,4,18,5,1.0,2.972681999206543
Joint,4,19,5,1.0,2.972681999206543
Joint,4,20,5,1.0,2.972681999206543
Joint,5,0,5,1.0,2.797415018081665
Joint,5,1,5,1.0,2.797415018081665
Joint,5,2,5,1.0,2.797415018081665
Joint,5,3,5,1.0,2.797415018081665
Joint,5,4,5,1.0,2.797415018081665
Joint,5,5,5,1.0,2.9862332344055176
Joint,5,6,5,1.0,2.9862332344055176
Joint,5,7,5,1.0,2.9862332344055176
Joint,5,8,5,1.0,2.9862332344055176
Joint,5,9,5,1.0,2.9862332344055176
Joint,5,10,5,1.0,2.9862332344055176
Joint,5,11,5,1.0,2.9862332344055176
Joint,5,12,5,1.0,2.9862332344055176
Joint,5,13,5,1.0,2.9862332344055176
Joint,5,14,5,1.0,2.9862332344055176
Joint,5,15,5,1.0,2.9862332344055176
Joint,5,16,5,1.0,2.9862332344055176
Joint,5,17,5,1.0,2.9862332344055176
Joint,5,18,5,1.0,2.9862332344055176
Joint,5,19,5,1.0,2.9862332344055176
Joint,5,20,5,1.0,2.9862332344055176
Joint,1,0,10,1.0,2.7130627632141113
Joint,1,1,10,1.0,2.7130627632141113
Joint,1,2,10,1.0,2.7130627632141113
Joint,1,3,10,1.0,2.7130627632141113
Joint,1,4,10,1.0,2.7130627632141113
Joint,1,5,10,1.0,2.7130627632141113
Joint,1,6,10,1.0,2.7130627632141113
Joint,1,7,10,1.0,2.7130627632141113
Joint,1,8,10,1.0,2.7130627632141113
Joint,1,9,10,1.0,2.7130627632141113
Joint,1,10,10,1.0,2.7130627632141113
Joint,1,11,10,1.0,2.7130627632141113
Joint,1,12,10,1.0,2.7130627632141113
Joint,1,13,10,1.0,2.7130627632141113
Joint,1,14,10,1.0,2.7130627632141113
Joint,1,15,10,1.0,2.7130627632141113
Joint,1,16,10,1.0,2.7130627632141113
Joint,1,17,10,1.0,2.7130627632141113
Joint,1,18,10,1.0,2.7130627632141113
Joint,1,19,10,1.0,2.7130627632141113
Joint,1,20,10,1.0,2.7130627632141113
Joint,2,0,10,1.0,2.9203603267669678
Joint,2,1,10,1.0,2.9203603267669678
Joint,2,2,10,1.0,2.9203603267669678
Joint,2,3,10,1.0,2.9203603267669678
Joint,2,4,10,1.0,4.702156066894531
Joint,2,5,10,1.0,4.702156066894531
Joint,2,6,10,1.0,4.702156066894531
Joint,2,7,10,1.0,4.702156066894531
Joint,2,8,10,1.0,4.702156066894531
Joint,2,9,10,1.0,4.702156066894531
Joint,2,10,10,1.0,4.702156066894531
Joint,2,11,10,1.0,4.702156066894531
Joint,2,12,10,1.0,4.702156066894531
Joint,2,13,10,1.0,4.702156066894531
Joint,2,14,10,1.0,4.702156066894531
Joint,2,15,10,1.0,4.702156066894531
Joint,2,16,10,1.0,4.702156066894531
Joint,2,17,10,1.0,4.702156066894531
Joint,2,18,10,1.0,4.702156066894531
Joint,2,19,10,1.0,4.702156066894531
Joint,2,20,10,1.0,4.702156066894531
Joint,3,0,10,1.0,2.8183753490448
Joint,3,1,10,1.0,2.8183753490448
Joint,3,2,10,1.0,2.8183753490448
Joint,3,3,10,1.0,2.8183753490448
Joint,3,4,10,1.0,2.8183753490448
Joint,3,5,10,1.0,2.8183753490448
Joint,3,6,10,1.0,2.8183753490448
Joint,3,7,10,1.0,2.8183753490448
Joint,3,8,10,1.0,2.8183753490448
Joint,3,9,10,1.0,2.8183753490448
Joint,3,10,10,1.0,2.8183753490448
Joint,3,11,10,1.0,2.8183753490448
Joint,3,12,10,1.0,2.8183753490448
Joint,3,13,10,1.0,2.8183753490448
Joint,3,14,10,1.0,2.8183753490448
Joint,3,15,10,1.0,2.8183753490448
Joint,3,16,10,1.0,2.8183753490448
Joint,3,17,10,1.0,2.8183753490448
Joint,3,18,10,1.0,2.8183753490448
Joint,3,19,10,1.0,2.8183753490448
Joint,3,20,10,1.0,2.8183753490448
Joint,4,0,10,1.0,4.185399055480957
Joint,4,1,10,1.0,4.185399055480957
Joint,4,2,10,1.0,4.185399055480957
Joint,4,3,10,1.0,4.185399055480957
Joint,4,4,10,1.0,4.185399055480957
Joint,4,5,10,1.0,4.185399055480957
Joint,4,6,10,1.0,4.185399055480957
Joint,4,7,10,1.0,4.185399055480957
Joint,4,8,10,1.0,4.185399055480957
Joint,4,9,10,1.0,4.185399055480957
Joint,4,10,10,1.0,4.185399055480957
Joint,4,11,10,1.0,4.185399055480957
Joint,4,12,10,1.0,4.185399055480957
Joint,4,13,10,1.0,4.185399055480957
Joint,4,14,10,1.0,4.185399055480957
Joint,4,15,10,1.0,4.185399055480957
Joint,4,16,10,1.0,4.185399055480957
Joint,4,17,10,1.0,4.185399055480957
Joint,4,18,10,1.0,4.185399055480957
Joint,4,19,10,1.0,4.185399055480957
Joint,4,20,10,1.0,4.185399055480957
Joint,5,0,10,1.0,3.332028388977051
Joint,5,1,10,1.0,3.332028388977051
Joint,5,2,10,1.0,3.332028388977051
Joint,5,3,10,1.0,3.332028388977051
Joint,5,4,10,1.0,3.332028388977051
Joint,5,5,10,1.0,3.332028388977051
Joint,5,6,10,1.0,3.332028388977051
Joint,5,7,10,1.0,3.332028388977051
Joint,5,8,10,1.0,3.332028388977051
Joint,5,9,10,1.0,3.332028388977051
Joint,5,10,10,1.0,3.332028388977051
Joint,5,11,10,1.0,3.332028388977051
Joint,5,12,10,1.0,3.332028388977051
Joint,5,13,10,1.0,3.332028388977051
Joint,5,14,10,1.0,3.332028388977051
Joint,5,15,10,1.0,3.332028388977051
Joint,5,16,10,1.0,3.332028388977051
Joint,5,17,10,1.0,3.332028388977051
Joint,5,18,10,1.0,3.332028388977051
Joint,5,19,10,1.0,3.332028388977051
Joint,5,20,10,1.0,3.332028388977051
