Method,Simulation,Epoch,N,Actions,LengthScale,OutputScale,Noise,obsBest,trueBest
Separate,6,6,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,7,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,8,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,9,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,10,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,11,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,12,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,13,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,14,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,15,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,16,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,17,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,18,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,19,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,6,20,100,10,1.0,1.0,0.10000000149011612,1.9042686223983765,2.1536154747009277
Separate,7,0,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,1,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,2,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,3,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,4,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,5,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,6,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,7,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,8,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,9,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,10,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,11,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,12,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,13,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,14,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,15,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,16,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,17,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,18,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,19,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,7,20,100,10,1.0,1.0,0.10000000149011612,2.329063892364502,2.1868648529052734
Separate,8,0,100,10,1.0,1.0,0.10000000149011612,1.337518572807312,1.3947031497955322
Separate,8,1,100,10,1.0,1.0,0.10000000149011612,1.337518572807312,1.3947031497955322
Separate,8,2,100,10,1.0,1.0,0.10000000149011612,1.337518572807312,1.3947031497955322
Separate,8,3,100,10,1.0,1.0,0.10000000149011612,1.337518572807312,1.3947031497955322
Separate,8,4,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,5,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,6,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,7,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,8,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,9,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,10,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,11,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,12,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,13,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,14,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,15,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,16,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,17,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,18,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,19,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,8,20,100,10,1.0,1.0,0.10000000149011612,2.0002260208129883,1.605087161064148
Separate,9,0,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,1,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,2,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,3,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,4,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,5,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,6,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,7,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,8,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,9,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,10,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,11,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,12,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,13,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,14,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,15,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,16,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,17,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,18,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,19,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,9,20,100,10,1.0,1.0,0.10000000149011612,2.184260368347168,1.5887280702590942
Separate,10,0,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,1,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,2,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,3,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,4,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,5,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,6,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,7,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,8,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,9,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,10,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,11,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,12,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,13,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,14,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,15,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,16,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,17,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,18,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,19,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,10,20,100,10,1.0,1.0,0.10000000149011612,2.2436752319335938,2.0309057235717773
Separate,11,0,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,1,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,2,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,3,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,4,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,5,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,6,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,7,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,8,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,9,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,10,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,11,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,12,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,13,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,14,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,15,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,16,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,17,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,18,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,19,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,11,20,100,10,1.0,1.0,0.10000000149011612,2.416840076446533,2.5544180870056152
Separate,12,0,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,1,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,2,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,3,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,4,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,5,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,6,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,7,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,8,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,9,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,10,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,11,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,12,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,13,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,14,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,15,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,16,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,17,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,18,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,19,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,12,20,100,10,1.0,1.0,0.10000000149011612,2.3615076541900635,1.963585376739502
Separate,13,0,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,1,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,2,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,3,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,4,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,5,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,6,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,7,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,8,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,9,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,10,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,11,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,12,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,13,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,14,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,15,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,16,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,17,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,18,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,19,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,13,20,100,10,1.0,1.0,0.10000000149011612,2.4267687797546387,1.7987881898880005
Separate,14,0,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.6009479761123657
Separate,14,1,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.6009479761123657
Separate,14,2,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.6009479761123657
Separate,14,3,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.6009479761123657
Separate,14,4,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.6009479761123657
Separate,14,5,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,6,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,7,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,8,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,9,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,10,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,11,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,12,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,13,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,14,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,15,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,16,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,17,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,18,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,19,100,10,1.0,1.0,0.10000000149011612,1.8744206428527832,1.7267632484436035
Separate,14,20,100,10,1.0,1.0,0.10000000149011612,2.363180160522461,1.7267632484436035
Separate,15,0,100,10,1.0,1.0,0.10000000149011612,1.3590549230575562,1.0556836128234863
Separate,15,1,100,10,1.0,1.0,0.10000000149011612,1.3590549230575562,1.0556836128234863
Separate,15,2,100,10,1.0,1.0,0.10000000149011612,1.3590549230575562,1.0556836128234863
Separate,15,3,100,10,1.0,1.0,0.10000000149011612,1.3590549230575562,1.0556836128234863
Separate,15,4,100,10,1.0,1.0,0.10000000149011612,1.3590549230575562,1.0556836128234863
Separate,15,5,100,10,1.0,1.0,0.10000000149011612,1.3590549230575562,1.0556836128234863
