Method,Simulation,Epoch,N,Actions,LengthScale,OutputScale,Noise,obsBest,trueBest
Separate,1,0,100,5,1.0,1.0,0.009999999776482582,1.603311538696289,1.4926185607910156
Separate,1,1,100,5,1.0,1.0,0.009999999776482582,1.603311538696289,1.4926185607910156
Separate,1,2,100,5,1.0,1.0,0.009999999776482582,1.603311538696289,1.4926185607910156
Separate,2,0,100,5,1.0,1.0,0.009999999776482582,2.1949281692504883,2.0252366065979004
Separate,2,1,100,5,1.0,1.0,0.009999999776482582,2.1949281692504883,2.0252366065979004
Separate,2,2,100,5,1.0,1.0,0.009999999776482582,2.1949281692504883,2.0252366065979004
