Method,Simulation,Epoch,N,Actions,LengthScale,OutputScale,Noise,obsBest,trueBest
Separate,1,0,100,10,1.0,1.0,,1.6631748676300049,1.6631748676300049
Separate,1,1,100,10,1.0,1.0,0.002687380649149418,1.6631748676300049,1.6631748676300049
Separate,1,2,100,10,1.0,1.0,0.0005008216830901802,2.187464952468872,2.187464952468872
Separate,1,3,100,10,1.0,1.0,0.001027063000947237,2.187464952468872,2.187464952468872
Separate,1,4,100,10,1.0,1.0,0.013987994752824306,2.187464952468872,2.187464952468872
Separate,1,5,100,10,1.0,1.0,0.005041077267378569,2.187464952468872,2.187464952468872
