Method,Simulation,Epoch,N,Actions,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest
Separate,3,8,100,10,0.0,"[[6.082761764526367, 3.9609968662261963, 6.2640581130981445, 5.082372665405273, 5.134034633636475, 6.004763126373291]]",4.998677730560303,0.010419027879834175,1.4547256231307983,1.4547256231307983
Separate,3,9,100,10,0.0,"[[1.9916059970855713, 5.136510848999023, 5.814131736755371, 4.525223731994629, 3.6578776836395264, 6.799861431121826]]",4.545565605163574,0.009411158040165901,1.4547256231307983,1.4547256231307983
Separate,3,10,100,10,0.0,"[[0.6048421263694763, 1.2494481801986694, 0.321017861366272, 2.7009170055389404, 3.221076250076294, 0.4343719482421875]]",3.802253246307373,3.370748519897461,1.4547256231307983,1.4547256231307983
Separate,4,0,100,10,0.0,,,,2.45412540435791,2.45412540435791
Separate,4,1,100,10,0.0,"[[3.481462240219116, 1.7723972797393799, 3.837736129760742, 3.2702858448028564, 2.456941604614258, 4.030016899108887]]",4.183601379394531,0.01997460052371025,2.45412540435791,2.45412540435791
Separate,4,2,100,10,0.0,"[[4.577523708343506, 3.0553641319274902, 3.963149309158325, 6.095415115356445, 2.5196444988250732, 4.829705715179443]]",5.067268371582031,0.010176418349146843,2.45412540435791,2.45412540435791
Separate,4,3,100,10,0.0,"[[2.8494760990142822, 2.024075984954834, 3.3713927268981934, 3.1018362045288086, 2.1070375442504883, 4.996129989624023]]",3.600409984588623,0.01451282761991024,2.45412540435791,2.45412540435791
Separate,4,4,100,10,0.0,"[[3.8454692363739014, 2.150639772415161, 4.0183210372924805, 2.950819969177246, 3.4428067207336426, 3.8785204887390137]]",3.0323798656463623,0.004166885279119015,2.45412540435791,2.45412540435791
Separate,4,5,100,10,0.0,"[[4.041384696960449, 2.7975897789001465, 1.6739985942840576, 1.8896509408950806, 4.693853855133057, 4.905445575714111]]",3.696039915084839,0.006323338020592928,2.45412540435791,2.45412540435791
Separate,4,6,100,10,0.0,"[[3.6515698432922363, 2.5734570026397705, 3.8062779903411865, 7.477785110473633, 5.777646064758301, 3.0208404064178467]]",3.7870290279388428,0.0071142567321658134,2.45412540435791,2.45412540435791
Separate,4,7,100,10,0.0,"[[2.8606302738189697, 2.4412007331848145, 3.5774221420288086, 4.708812713623047, 5.51209020614624, 4.32929801940918]]",3.8882946968078613,0.012705755420029163,2.45412540435791,2.45412540435791
Separate,4,8,100,10,0.0,"[[2.675100803375244, 1.8285834789276123, 2.6376302242279053, 5.403005123138428, 2.0582358837127686, 3.9234509468078613]]",3.887434720993042,0.005058398935943842,2.45412540435791,2.45412540435791
Separate,4,9,100,10,0.0,"[[2.9405910968780518, 2.962099313735962, 4.314609527587891, 3.537332057952881, 1.999828815460205, 3.7757153511047363]]",5.537410259246826,0.01628006249666214,2.45412540435791,2.45412540435791
Separate,4,10,100,10,0.0,"[[4.6281352043151855, 3.7887580394744873, 3.6301257610321045, 5.251198768615723, 3.548786163330078, 2.7129709720611572]]",6.3092546463012695,0.008631051518023014,2.45412540435791,2.45412540435791
Separate,5,0,100,10,0.0,,,,2.7072811126708984,2.7072811126708984
Separate,5,1,100,10,0.0,"[[4.202417850494385, 4.720699310302734, 2.7629079818725586, 4.129645824432373, 1.874715805053711, 2.2099311351776123]]",4.442486763000488,0.011780994944274426,2.7072811126708984,2.7072811126708984
Separate,5,2,100,10,0.0,"[[2.770500421524048, 3.7167649269104004, 3.147223711013794, 4.3823628425598145, 4.644752502441406, 1.9526588916778564]]",4.323181629180908,0.01003457885235548,2.7072811126708984,2.7072811126708984
Separate,5,3,100,10,0.0,"[[3.892838478088379, 5.544920444488525, 4.641479015350342, 4.995087146759033, 4.714624404907227, 4.012429714202881]]",3.1552350521087646,0.026244746521115303,2.7072811126708984,2.7072811126708984
Separate,5,4,100,10,0.0,"[[4.798417568206787, 1.7674134969711304, 2.0113108158111572, 3.57118558883667, 5.659530162811279, 2.24306058883667]]",3.727830410003662,0.002963028149679303,2.7072811126708984,2.7072811126708984
Separate,5,5,100,10,0.0,"[[2.114311456680298, 1.6965031623840332, 1.04422128200531, 2.96116304397583, 2.9266605377197266, 1.399160385131836]]",4.294426918029785,0.004619147628545761,2.7072811126708984,2.7072811126708984
Separate,5,6,100,10,0.0,"[[1.4173016548156738, 2.5506722927093506, 2.369138479232788, 1.5708643198013306, 1.756023645401001, 4.898123264312744]]",1.7344496250152588,0.014221999794244766,2.7072811126708984,2.7072811126708984
Separate,5,7,100,10,0.0,"[[4.073938846588135, 2.5960917472839355, 2.5985538959503174, 3.8864753246307373, 4.453448295593262, 4.211894512176514]]",3.3777241706848145,0.008391935378313065,2.7072811126708984,2.7072811126708984
Separate,5,8,100,10,0.0,"[[5.438937664031982, 4.984428405761719, 1.1204525232315063, 3.1770637035369873, 3.6348443031311035, 3.3266239166259766]]",4.0257954597473145,0.004718396812677383,2.7072811126708984,2.7072811126708984
Separate,5,9,100,10,0.0,"[[3.377948045730591, 2.254934310913086, 2.9046616554260254, 2.3089077472686768, 3.7556962966918945, 2.857041120529175]]",3.2188782691955566,0.0158772524446249,2.7072811126708984,2.7072811126708984
Separate,5,10,100,10,0.0,"[[3.199608087539673, 3.7938172817230225, 1.759156346321106, 2.9053854942321777, 4.244213581085205, 3.855585813522339]]",2.3287477493286133,0.007351345382630825,2.7072811126708984,2.7072811126708984
