Method,Simulation,Epoch,N,Actions,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest
Separate,1,0,200,15,0,NA,NA,NA,1.8688082695007324,1.8688082695007324
Separate,1,1,200,15,0,"[[2.6273841857910156, 3.4252374172210693, 2.023888349533081, 5.129306316375732, 2.675372838973999, 3.935124635696411]]",4.125333309173584,0.01549896411597728,1.8688082695007324,1.8688082695007324
Separate,1,2,200,15,0,"[[4.586183547973633, 4.31016206741333, 0.7515053749084473, 3.0203990936279297, 3.7561073303222656, 5.530344009399414]]",5.204024314880371,0.01747524738311767,1.8688082695007324,1.8688082695007324
Separate,1,3,200,15,0,"[[3.3316802978515625, 2.2776803970336914, 1.7037248611450195, 3.947817802429199, 4.75550651550293, 2.0543041229248047]]",4.989140510559082,0.01707756705582142,1.8688082695007324,1.8688082695007324
Separate,1,4,200,15,0,"[[5.248931407928467, 4.735884189605713, 2.441751718521118, 5.037520885467529, 4.779538631439209, 3.1349291801452637]]",2.6009650230407715,0.01652391627430916,1.8688082695007324,1.8688082695007324
Separate,1,5,200,15,0,"[[2.540283203125, 1.731695294380188, 0.9978759288787842, 2.600770950317383, 3.680288791656494, 2.0961639881134033]]",2.2210288047790527,0.00767069403082132,1.8688082695007324,1.8688082695007324
Separate,1,6,200,15,0,"[[2.2457356452941895, 4.000217914581299, 3.4553380012512207, 5.725377082824707, 5.633929252624512, 6.076286315917969]]",4.318864345550537,0.02401011995971203,1.8688082695007324,1.8688082695007324
Separate,1,7,200,15,0,"[[2.8411898612976074, 2.33518123626709, 1.974744439125061, 2.1520602703094482, 3.6650004386901855, 3.8812177181243896]]",3.344277858734131,0.01514844130724668,1.8688082695007324,1.8688082695007324
Separate,1,8,200,15,0,"[[1.5746122598648071, 3.5439627170562744, 2.8812572956085205, 2.8925793170928955, 2.5655975341796875, 2.9648220539093018]]",3.115607976913452,0.00963139254599809,1.8688082695007324,1.8688082695007324
Separate,1,9,200,15,0,"[[2.0861144065856934, 2.4629387855529785, 2.258727550506592, 3.283450126647949, 2.1604602336883545, 4.71256685256958]]",3.974043130874634,0.0204131081700325,1.8688082695007324,1.8688082695007324
Separate,1,10,200,15,0,"[[2.5018622875213623, 3.8990135192871094, 0.5367242693901062, 1.6055628061294556, 3.099858283996582, 3.178603172302246]]",2.6671266555786133,0.01677059009671211,1.8688082695007324,1.8688082695007324
Separate,1,11,200,15,0,"[[1.5127427577972412, 1.598037838935852, 2.5350396633148193, 3.0366525650024414, 2.518575429916382, 1.9400767087936401]]",3.9207024574279785,0.01010591443628072,1.8688082695007324,1.8688082695007324
Separate,1,12,200,15,0,"[[1.9837533235549927, 1.3203105926513672, 1.8193570375442505, 4.050854682922363, 3.8721108436584473, 4.009576797485352]]",2.193318128585815,0.01052752789109945,1.8688082695007324,1.8688082695007324
Separate,1,13,200,15,0,"[[2.2412972450256348, 3.093912363052368, 3.933791160583496, 3.477254629135132, 3.2602145671844482, 2.960451602935791]]",2.6303255558013916,0.02611970342695713,1.8688082695007324,1.8688082695007324
Separate,1,14,200,15,0,"[[3.252746820449829, 4.376114368438721, 1.7247506380081177, 6.515609264373779, 3.7701547145843506, 3.6832754611968994]]",5.8274126052856445,0.01616520434617996,1.8688082695007324,1.8688082695007324
Separate,1,15,200,15,0,"[[3.2294464111328125, 1.1999375820159912, 1.655722975730896, 2.740170955657959, 3.1948821544647217, 1.603982925415039]]",2.8740789890289307,0.00940245669335126,1.8688082695007324,1.8688082695007324
Separate,1,16,200,15,0,"[[1.9267306327819824, 4.125779628753662, 2.8373911380767822, 4.166757583618164, 1.6599370241165161, 2.5347678661346436]]",4.845346927642822,0.01240955106914043,1.8688082695007324,1.8688082695007324
Separate,1,17,200,15,0,"[[2.2868645191192627, 1.379052758216858, 3.7209982872009277, 2.600071668624878, 3.7806763648986816, 3.890451669692993]]",4.931979179382324,0.01887020654976368,1.8688082695007324,1.8688082695007324
Separate,1,18,200,15,0,"[[0.7311986684799194, 5.463502883911133, 4.3809943199157715, 3.3591763973236084, 2.538212776184082, 4.903130531311035]]",4.097219467163086,0.00748152658343315,1.8688082695007324,1.8688082695007324
Separate,1,19,200,15,0,"[[2.5252268314361572, 4.444421291351318, 1.9665831327438354, 4.4654221534729, 2.460477828979492, 3.7036526203155518]]",3.9878687858581543,0.02255471423268318,1.8688082695007324,1.8688082695007324
Separate,1,20,200,15,0,"[[1.5026845932006836, 3.7121450901031494, 2.6984007358551025, 3.2649283409118652, 5.809399127960205, 3.65140438079834]]",4.353078842163086,0.02235889621078968,1.8688082695007324,1.8688082695007324
Separate,1,21,200,15,0,"[[2.717848300933838, 2.863861083984375, 3.366196632385254, 3.314218044281006, 4.096899509429932, 2.714597225189209]]",3.149122953414917,0.00989985186606645,1.8688082695007324,1.8688082695007324
Separate,1,22,200,15,0,"[[3.8293726444244385, 4.230918884277344, 3.726074695587158, 1.0585556030273438, 4.818096160888672, 1.0138823986053467]]",3.6396288871765137,0.01120594143867492,1.8688082695007324,1.8688082695007324
Separate,1,23,200,15,0,"[[1.225616693496704, 3.965094804763794, 4.134228706359863, 2.417266845703125, 3.3716065883636475, 4.155524730682373]]",5.1073784828186035,0.01502320822328329,1.8688082695007324,1.8688082695007324
Separate,1,24,200,15,0,"[[3.1055169105529785, 1.2879574298858643, 2.683176279067993, 2.900294065475464, 4.1010589599609375, 3.990889072418213]]",2.41532564163208,0.01549287047237157,1.8688082695007324,1.8688082695007324
Separate,1,25,200,15,0,"[[1.9330294132232666, 3.074495792388916, 2.365736722946167, 5.240389347076416, 3.0102643966674805, 4.380622863769531]]",3.1322150230407715,0.01139426417648792,1.8688082695007324,1.8688082695007324
Separate,1,26,200,15,0,"[[2.1077940464019775, 3.715756416320801, 2.0742061138153076, 4.363682270050049, 4.087845325469971, 4.046429634094238]]",3.8317534923553462,0.02390081994235515,1.8688082695007324,1.8688082695007324
Separate,1,27,200,15,0,"[[5.206183910369873, 4.689877033233643, 3.969519853591919, 5.179357051849365, 3.873358964920044, 5.643214225769043]]",4.005156993865967,0.03120150044560432,1.8688082695007324,1.8688082695007324
Separate,1,28,200,15,0,"[[1.2945488691329956, 3.69061017036438, 2.8707597255706787, 2.4270644187927246, 2.676804780960083, 3.2221782207489014]]",3.4352805614471436,0.01659823395311832,1.8688082695007324,1.8688082695007324
Separate,1,29,200,15,0,"[[3.0973498821258545, 3.526885747909546, 3.1079306602478027, 2.9908127784729004, 1.2149229049682617, 5.299012660980225]]",4.1868510246276855,0.01908681355416774,1.8688082695007324,1.8688082695007324
Separate,1,30,200,15,0,"[[1.2448128461837769, 5.425228595733643, 3.332615852355957, 4.3431291580200195, 4.140693187713623, 1.0507094860076904]]",4.552154541015625,0.01390919741243124,1.8688082695007324,1.8688082695007324
Separate,1,31,200,15,0,"[[3.215954542160034, 0.6042243242263794, 2.504333972930908, 3.279132843017578, 2.8143537044525146, 2.44462251663208]]",4.139954090118408,0.01335904560983181,1.8688082695007324,1.8688082695007324
Separate,1,32,200,15,0,"[[1.7237968444824219, 3.0968384742736816, 2.9103479385375977, 3.4426002502441406, 3.6997885704040527, 2.931431770324707]]",3.014019727706909,0.0137587059289217,1.8688082695007324,1.8688082695007324
Separate,1,33,200,15,0,"[[2.6485204696655273, 1.1963443756103516, 2.869675397872925, 4.693639278411865, 4.9255170822143555, 5.3877973556518555]]",3.6800713539123535,0.02189965918660164,1.8688082695007324,1.8688082695007324
Separate,1,34,200,15,0,"[[3.420707941055298, 3.4037604331970215, 2.3636791706085205, 2.711738348007202, 3.2847039699554443, 3.1448497772216797]]",3.872178316116333,0.02376972511410713,2.744541883468628,2.744541883468628
Separate,1,35,200,15,0,"[[0.8976585865020752, 2.720491409301758, 4.332091808319092, 1.7337725162506104, 4.059628963470459, 2.79707670211792]]",3.0870487689971924,0.0217845719307661,2.744541883468628,2.744541883468628
Separate,1,36,200,15,0,"[[2.2931978702545166, 1.9061938524246216, 2.8588645458221436, 2.549138307571411, 4.031544208526611, 2.9683287143707275]]",3.764519214630127,0.06274846196174622,2.744541883468628,2.744541883468628
Separate,1,37,200,15,0,"[[2.7992680072784424, 4.1407790184021, 3.24216628074646, 5.094409465789795, 5.310003757476807, 3.591165781021118]]",5.627496242523193,0.03842062130570412,2.744541883468628,2.744541883468628
Separate,1,38,200,15,0,"[[1.3198838233947754, 2.913504123687744, 0.7834683656692505, 3.090569019317627, 2.5822572708129883, 4.552496433258057]]",2.628662347793579,0.00934138149023056,2.744541883468628,2.744541883468628
Separate,1,39,200,15,0,"[[2.4100942611694336, 2.7425131797790527, 1.0686020851135254, 2.4597465991973877, 3.6684699058532715, 2.2021100521087646]]",3.5659496784210205,0.01733199506998062,2.744541883468628,2.744541883468628
Separate,1,40,200,15,0,"[[2.6282577514648438, 1.2422946691513062, 1.7805798053741455, 4.375069618225098, 3.7762107849121094, 3.793982982635498]]",2.544074535369873,0.00798948481678962,2.744541883468628,2.744541883468628
Separate,1,41,200,15,0,"[[4.467587947845459, 4.3193840980529785, 2.0636913776397705, 1.2895653247833252, 3.0979995727539062, 2.6691408157348633]]",2.622330904006958,0.0105479909107089,2.744541883468628,2.744541883468628
Separate,1,42,200,15,0,"[[2.2125651836395264, 3.8085434436798096, 2.9706621170043945, 1.5063939094543457, 3.5236518383026123, 1.5418848991394043]]",4.952667236328125,0.01821642182767391,2.744541883468628,2.744541883468628
Separate,1,43,200,15,0,"[[2.7858173847198486, 3.5351743698120117, 1.7439744472503662, 1.9811091423034668, 5.247384071350098, 2.783696174621582]]",4.196504592895508,0.01242604572325944,2.744541883468628,2.744541883468628
Separate,1,44,200,15,0,"[[4.134702682495117, 5.261645793914795, 2.7065396308898926, 4.471236228942871, 4.36472749710083, 3.7830560207366943]]",5.751317024230957,0.06064708158373833,2.744541883468628,2.744541883468628
Separate,1,45,200,15,0,"[[2.6001386642456055, 2.9532723426818848, 3.514941692352295, 3.9313910007476807, 3.433244228363037, 4.690326690673828]]",4.429052352905273,0.02572005614638328,2.744541883468628,2.744541883468628
Separate,1,46,200,15,0,"[[2.0715718269348145, 1.656191349029541, 3.337275505065918, 1.1633332967758179, 3.056508779525757, 3.2253365516662598]]",3.866010189056397,0.00891601759940385,2.744541883468628,2.744541883468628
Separate,1,47,200,15,0,"[[2.8571455478668213, 4.795738220214844, 0.7772328853607178, 3.518908739089966, 4.31795597076416, 2.094639301300049]]",3.6124966144561768,0.01001874636858701,2.744541883468628,2.744541883468628
Separate,1,48,200,15,0,"[[2.8552911281585693, 1.819490671157837, 3.7446727752685547, 2.1886961460113525, 2.3690218925476074, 2.958129405975342]]",2.7035889625549316,0.01018774136900901,2.744541883468628,2.744541883468628
Separate,1,49,200,15,0,"[[1.7367074489593506, 3.9001240730285645, 3.467150926589966, 2.5693511962890625, 1.4401062726974487, 1.7950246334075928]]",2.96105432510376,0.00877527613192796,2.744541883468628,2.744541883468628
Separate,1,50,200,15,0,"[[2.973724842071533, 2.878689765930176, 4.0901641845703125, 3.4674501419067383, 6.334034442901611, 2.5776820182800293]]",4.895333766937256,0.03300624340772629,2.744541883468628,2.744541883468628
Separate,1,51,200,15,0,"[[2.1415460109710693, 1.7217071056365967, 1.5530439615249634, 3.5678834915161133, 2.7855138778686523, 3.93017578125]]",5.034820556640625,0.01579547114670276,2.744541883468628,2.744541883468628
Separate,1,52,200,15,0,"[[4.4157328605651855, 5.608229160308838, 3.980823040008545, 4.843107223510742, 2.1430680751800537, 3.9629032611846924]]",4.62087869644165,0.03118503466248512,2.744541883468628,2.744541883468628
Separate,1,53,200,15,0,"[[2.8162248134613037, 2.186605215072632, 1.2967798709869385, 2.1714844703674316, 2.733532190322876, 2.8450698852539062]]",3.7235493659973145,0.01680320873856544,2.744541883468628,2.744541883468628
Separate,1,54,200,15,0,"[[3.564042329788208, 5.70249605178833, 2.8093090057373047, 1.646195411682129, 4.680596828460693, 5.1160430908203125]]",4.214304447174072,0.01924954541027546,2.744541883468628,2.744541883468628
Separate,1,55,200,15,0,"[[1.933189034461975, 2.710231065750122, 1.6595476865768433, 2.9265313148498535, 3.3906195163726807, 4.6063456535339355]]",3.609071493148804,0.01399241294711828,2.744541883468628,2.744541883468628
Separate,1,56,200,15,0,"[[6.414958953857422, 5.5452494621276855, 4.315898895263672, 5.245604515075684, 4.562634468078613, 5.97183084487915]]",5.732265472412109,0.06533589959144592,2.744541883468628,2.744541883468628
Separate,1,57,200,15,0,"[[6.107763290405273, 0.8742979764938354, 2.354417085647583, 2.805389165878296, 1.7999515533447266, 2.930431604385376]]",2.8045172691345215,0.01727278158068657,2.744541883468628,2.744541883468628
Separate,1,58,200,15,0,"[[2.8181376457214355, 3.915618896484375, 2.380750894546509, 2.098461866378784, 3.483278751373291, 3.847506284713745]]",4.787754058837891,0.01082433201372623,2.744541883468628,2.744541883468628
Separate,1,59,200,15,0,"[[3.8036820888519287, 3.4286365509033203, 1.9455536603927612, 1.0943405628204346, 2.467608690261841, 3.1065289974212646]]",4.360622406005859,0.01854635961353779,2.744541883468628,2.744541883468628
Separate,1,60,200,15,0,"[[1.4110000133514404, 3.3076605796813965, 2.576453685760498, 3.3680362701416016, 2.047853469848633, 3.23809814453125]]",4.3841047286987305,0.02578169293701648,2.744541883468628,2.744541883468628
Separate,1,61,200,15,0,"[[1.6930787563323975, 1.8103053569793701, 2.2985293865203857, 2.941387176513672, 2.0699522495269775, 3.9825053215026855]]",3.0526561737060547,0.02037980407476425,2.744541883468628,2.744541883468628
Separate,1,62,200,15,0,"[[2.6130800247192383, 3.2485296726226807, 3.4232003688812256, 3.4301512241363525, 4.897463798522949, 3.9861607551574707]]",2.40195369720459,0.0250939279794693,2.744541883468628,2.744541883468628
Separate,1,63,200,15,0,"[[5.137577056884766, 0.8622739315032959, 3.1190590858459473, 6.6836090087890625, 3.7491908073425293, 5.464752197265625]]",4.2937822341918945,0.01249062176793813,2.744541883468628,2.744541883468628
Separate,1,64,200,15,0,"[[1.9162400960922241, 3.5431320667266846, 1.275091528892517, 2.6527416706085205, 2.267864465713501, 3.223972797393799]]",3.287529945373535,0.01783715933561325,2.744541883468628,2.744541883468628
Separate,1,65,200,15,0,"[[2.5401909351348877, 3.123399019241333, 2.333871841430664, 3.2840845584869385, 4.509738445281982, 0.854459285736084]]",3.9667272567749023,0.02979013882577419,2.744541883468628,2.744541883468628
Separate,1,66,200,15,0,"[[2.2088382244110107, 2.1665289402008057, 2.4542741775512695, 1.0009645223617554, 3.1745834350585938, 1.5786739587783813]]",3.634601831436157,0.01481836475431919,2.744541883468628,2.744541883468628
Separate,1,67,200,15,0,"[[3.753408908843994, 2.586010456085205, 2.0363595485687256, 2.116114854812622, 3.150747299194336, 3.8089640140533447]]",2.238476276397705,0.02163606695830822,2.744541883468628,2.744541883468628
Separate,1,68,200,15,0,"[[2.65651535987854, 1.0613560676574707, 2.1855831146240234, 2.612940549850464, 3.687102794647217, 4.417818069458008]]",3.205904722213745,0.01633337885141372,2.744541883468628,2.744541883468628
Separate,1,69,200,15,0,"[[4.752553462982178, 3.8130948543548584, 4.614783763885498, 6.046538352966309, 3.758688449859619, 4.406970977783203]]",2.444674015045166,0.04374962672591209,2.744541883468628,2.744541883468628
Separate,1,70,200,15,0,"[[4.333727836608887, 1.3504523038864136, 1.5933698415756226, 3.613186836242676, 3.4122748374938965, 3.1827919483184814]]",2.789757251739502,0.01417404972016811,2.744541883468628,2.744541883468628
Separate,1,71,200,15,0,"[[2.7177886962890625, 4.143154144287109, 0.9555791616439819, 2.4972825050354004, 5.48228645324707, 4.163442134857178]]",4.189839839935303,0.01361208222806453,2.744541883468628,2.744541883468628
Separate,1,72,200,15,0,"[[3.8124442100524902, 2.9870729446411133, 1.9709932804107666, 4.235197067260742, 4.234519958496094, 1.681631326675415]]",2.4016900062561035,0.01602627150714397,2.744541883468628,2.744541883468628
Separate,1,73,200,15,0,"[[2.5412726402282715, 2.5641908645629883, 1.0870944261550903, 2.470658779144287, 3.7095513343811035, 3.3901257514953613]]",3.491905212402344,0.01969075761735439,2.744541883468628,2.744541883468628
Separate,1,74,200,15,0,"[[3.03536319732666, 4.547619819641113, 2.0157604217529297, 2.1523354053497314, 1.5560921430587769, 2.3285462856292725]]",2.687338352203369,0.03736045584082603,2.744541883468628,2.744541883468628
Separate,1,75,200,15,0,"[[1.9916049242019653, 1.8121209144592285, 1.0045075416564941, 2.636765480041504, 1.8747116327285767, 3.207411050796509]]",2.0036232471466064,0.02400441281497478,2.744541883468628,2.744541883468628
Separate,1,76,200,15,0,"[[3.352414608001709, 3.4675142765045166, 1.5669982433319092, 1.9182339906692505, 3.2475438117980957, 2.4480700492858887]]",2.8009657859802246,0.01935501582920551,2.744541883468628,2.744541883468628
Separate,1,77,200,15,0,"[[4.287234783172607, 4.285628318786621, 2.364140033721924, 2.1206741333007812, 4.419674396514893, 3.4938766956329346]]",4.778829574584961,0.02767170220613479,2.744541883468628,2.744541883468628
Separate,1,78,200,15,0,"[[3.272650718688965, 1.1820496320724487, 1.9738824367523193, 2.8026511669158936, 3.798295021057129, 3.2381138801574707]]",3.253284215927124,0.01279243733733892,2.744541883468628,2.744541883468628
Separate,1,79,200,15,0,"[[0.9970240592956543, 4.970869064331055, 3.6938207149505615, 4.032116889953613, 2.7478201389312744, 4.59635591506958]]",3.6422972679138184,0.02352861687541008,2.744541883468628,2.744541883468628
Separate,1,80,200,15,0,"[[1.681204080581665, 1.5012317895889282, 2.579012632369995, 2.683166742324829, 2.967085599899292, 1.7720937728881836]]",2.941559314727783,0.03765927255153656,2.744541883468628,2.744541883468628
Separate,1,81,200,15,0,"[[0.9134304523468018, 3.468764543533325, 3.7703969478607178, 3.0027248859405518, 2.7034928798675537, 3.4806439876556396]]",4.996572017669678,0.03456193953752518,2.744541883468628,2.744541883468628
Separate,1,82,200,15,0,"[[0.7792063355445862, 3.532477617263794, 2.5012176036834717, 4.071020126342773, 3.315955400466919, 0.9588431715965271]]",3.8871588706970215,0.01469300966709852,2.744541883468628,2.744541883468628
Separate,1,83,200,15,0,"[[2.703104257583618, 0.8822036981582642, 3.463231086730957, 2.690286159515381, 4.905608654022217, 1.8812528848648071]]",3.673798084259033,0.01138923596590757,2.744541883468628,2.744541883468628
Separate,1,84,200,15,0,"[[3.30092716217041, 2.051276206970215, 1.13765287399292, 2.672769546508789, 3.0534181594848633, 3.6586244106292725]]",1.927867770195007,0.0146617516875267,2.744541883468628,2.744541883468628
Separate,1,85,200,15,0,"[[1.2473914623260498, 3.710540533065796, 2.1248834133148193, 4.909669399261475, 5.146548271179199, 3.4038686752319336]]",4.4410858154296875,0.03160563111305237,2.744541883468628,2.744541883468628
Separate,1,86,200,15,0,"[[0.6818585395812988, 4.358872413635254, 2.6881625652313232, 3.495819330215454, 3.663065195083618, 3.7700917720794678]]",5.121457099914551,0.01136254239827394,2.744541883468628,2.744541883468628
Separate,1,87,200,15,0,"[[2.208935022354126, 4.270090103149414, 2.406780242919922, 2.163938283920288, 3.1528754234313965, 1.59632408618927]]",4.065467834472656,0.0472363643348217,2.744541883468628,2.744541883468628
Separate,1,88,200,15,0,"[[2.1656711101531982, 2.098562479019165, 1.9644801616668701, 2.0696523189544678, 3.142693042755127, 2.512465476989746]]",4.593715667724609,0.0293922834098339,2.744541883468628,2.744541883468628
Separate,1,89,200,15,0,"[[1.5027095079421997, 1.8498737812042236, 1.4668091535568237, 3.5140836238861084, 2.998302936553955, 3.7605950832366943]]",5.788925647735596,0.01477004773914814,2.744541883468628,2.744541883468628
Separate,1,90,200,15,0,"[[1.457034945487976, 1.935941457748413, 1.0720514059066772, 2.1295320987701416, 2.497767448425293, 2.7045505046844482]]",3.774141788482666,0.02473890222609043,2.744541883468628,2.744541883468628
Separate,1,91,200,15,0,"[[0.8845095634460449, 3.135110378265381, 4.362152099609375, 3.15985369682312, 1.6587789058685303, 3.9551169872283936]]",3.0524351596832275,0.01213722117245197,2.744541883468628,2.744541883468628
Separate,1,92,200,15,0,"[[4.186339855194092, 3.9353389739990234, 1.7420604228973389, 3.1892740726470947, 2.4721415042877197, 3.6402747631073]]",3.5954508781433105,0.02358578890562057,2.744541883468628,2.744541883468628
Separate,1,93,200,15,0,"[[1.819082498550415, 3.646533966064453, 1.2721877098083496, 2.7368202209472656, 3.9675498008728027, 2.5423574447631836]]",2.1597211360931396,0.01276432070881128,2.744541883468628,2.744541883468628
Separate,1,94,200,15,0,"[[2.3762500286102295, 2.63836669921875, 1.5843669176101685, 3.9703495502471924, 0.8034092783927917, 2.291581153869629]]",4.492964267730713,0.01565655134618282,2.744541883468628,2.744541883468628
Separate,1,95,200,15,0,"[[3.2081501483917236, 3.942533016204834, 3.3161816596984863, 3.2490928173065186, 3.4456541538238525, 5.257917881011963]]",3.6551530361175537,0.01764140836894512,2.744541883468628,2.744541883468628
Separate,1,96,200,15,0,"[[2.05800199508667, 1.1808314323425293, 2.683311939239502, 5.88319206237793, 3.9515185356140137, 4.2676544189453125]]",2.0457189083099365,0.0284346230328083,2.744541883468628,2.744541883468628
Separate,1,97,200,15,0,"[[4.253235816955566, 2.6713781356811523, 0.9461953639984131, 2.655325174331665, 3.8820416927337646, 2.5643630027770996]]",3.665016412734986,0.012600963935256001,2.744541883468628,2.744541883468628
