Method,Simulation,Epoch,N,Actions,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest
Separate,1,0,500,20,0,NA,NA,NA,2.9448416233062744,2.9448416233062744
Separate,1,1,500,20,0,"[[1.6272531747817993, 1.8369569778442383, 1.5910143852233887, 2.4133832454681396, 3.245615005493164, 1.3844903707504272]]",1.5686129331588743,0.01681984588503837,2.9448416233062744,2.9448416233062744
Separate,1,2,500,20,0,"[[1.8621896505355835, 3.2648262977600098, 0.9629724025726318, 2.9931905269622803, 1.6338602304458618, 2.0927791595458984]]",2.793043375015259,0.02515789680182933,2.9448416233062744,2.9448416233062744
Separate,1,3,500,20,0,"[[1.624896764755249, 1.4321376085281372, 1.278213620185852, 3.1235549449920654, 2.6232011318206787, 0.9440972805023193]]",1.0444854497909546,0.04380332678556442,2.9448416233062744,2.9448416233062744
Separate,1,4,500,20,0,"[[2.060375213623047, 3.8246169090270996, 4.348333835601807, 3.0906825065612793, 1.825010061264038, 2.5978524684906006]]",5.246835708618164,0.05552325025200844,2.9448416233062744,2.9448416233062744
Separate,1,5,500,20,0,"[[2.7510902881622314, 4.061961650848389, 2.56894850730896, 2.5704729557037354, 3.888793468475342, 0.7898154258728027]]",2.733733654022217,0.03096280060708522,2.9448416233062744,2.9448416233062744
Separate,1,6,500,20,0,"[[0.59758460521698, 3.258796453475952, 2.1506683826446533, 2.1249513626098633, 3.6173899173736572, 6.275701999664307]]",3.205223321914673,0.04487400874495506,2.9448416233062744,2.9448416233062744
Separate,1,7,500,20,0,"[[1.7238119840621948, 1.547399878501892, 2.680210828781128, 2.271507740020752, 2.0879032611846924, 0.5817810297012329]]",3.108073472976685,0.01804946549236774,2.9448416233062744,2.9448416233062744
Separate,1,8,500,20,0,"[[1.0497729778289795, 3.002018928527832, 2.6476826667785645, 3.100879192352295, 3.3675034046173096, 2.598965883255005]]",4.6605095863342285,0.0281874556094408,2.9448416233062744,2.9448416233062744
Separate,1,9,500,20,0,"[[3.398667097091675, 1.9696698188781738, 3.1926381587982178, 2.9406585693359375, 3.7516229152679443, 2.9645442962646484]]",2.689574718475342,0.01229150407016277,2.9448416233062744,2.9448416233062744
Separate,1,10,500,20,0,"[[2.3335723876953125, 2.4371755123138428, 1.0072211027145386, 2.46871280670166, 1.5808086395263672, 1.3219431638717651]]",2.8022537231445313,0.03768210485577583,2.9448416233062744,2.9448416233062744
Separate,1,11,500,20,0,"[[2.1599884033203125, 5.546525955200195, 2.3755509853363037, 3.6902732849121094, 4.956047058105469, 5.647994041442871]]",3.4153482913970947,0.04557092860341072,2.9448416233062744,2.9448416233062744
Separate,1,12,500,20,0,"[[1.9566316604614258, 2.5417237281799316, 0.5456635355949402, 4.482181549072266, 3.380167007446289, 2.943289279937744]]",4.7934889793396,0.02407016605138778,2.9448416233062744,2.9448416233062744
Separate,1,13,500,20,0,"[[3.7027361392974854, 3.577162027359009, 4.786771774291992, 3.7348928451538086, 3.90651798248291, 1.638629674911499]]",5.248578071594238,0.06008754298090935,2.9448416233062744,2.9448416233062744
Separate,1,14,500,20,0,"[[1.534306526184082, 2.9644436836242676, 3.2808685302734375, 0.7083869576454163, 5.281506061553955, 3.52805233001709]]",3.839360237121582,0.02321755327284336,2.9448416233062744,2.9448416233062744
Separate,1,15,500,20,0,"[[3.129452705383301, 1.7472121715545654, 3.0371196269989014, 2.7355051040649414, 1.701075553894043, 2.1949033737182617]]",2.01176118850708,0.0418161116540432,2.9448416233062744,2.9448416233062744
Separate,1,16,500,20,0,"[[2.128800630569458, 3.7877767086029053, 1.4469209909439087, 2.4170351028442383, 1.4462902545928955, 1.9954352378845215]]",3.093040943145752,0.02176110073924064,2.9448416233062744,2.9448416233062744
Separate,1,17,500,20,0,"[[2.9584100246429443, 1.1951981782913208, 2.600405216217041, 3.8887901306152344, 1.9108543395996094, 4.339157581329346]]",4.934021472930908,0.05612062662839889,2.9448416233062744,2.9448416233062744
Separate,1,18,500,20,0,"[[1.2092963457107544, 1.6364610195159912, 2.00962233543396, 2.9700236320495605, 1.504860520362854, 3.0196170806884766]]",1.8980238437652588,0.04277490824460983,2.9448416233062744,2.9448416233062744
Separate,1,19,500,20,0,"[[3.0851874351501465, 3.2080705165863037, 0.6233268976211548, 3.930544853210449, 5.278519630432129, 4.156228542327881]]",2.2664663791656494,0.02381924353539943,2.9448416233062744,2.9448416233062744
Separate,1,20,500,20,0,"[[4.383825302124023, 3.524299144744873, 3.252943754196167, 2.139822483062744, 3.002331495285034, 3.6757640838623047]]",4.080753326416016,0.11411315947771072,2.9448416233062744,2.9448416233062744
Separate,1,21,500,20,0,"[[2.538116455078125, 2.963186502456665, 1.7621057033538818, 3.866887331008911, 3.0318663120269775, 3.5720369815826416]]",4.041743278503418,0.04337522014975548,2.9448416233062744,2.9448416233062744
Separate,1,22,500,20,0,"[[2.2959537506103516, 4.478543758392334, 2.70119571685791, 2.877682685852051, 3.419954538345337, 0.3783484101295471]]",3.8212828636169434,0.05335753038525581,2.9448416233062744,2.9448416233062744
Separate,1,23,500,20,0,"[[3.405667543411255, 2.802389621734619, 1.1536577939987183, 2.934680938720703, 3.145512580871582, 1.11540687084198]]",3.7083897590637207,0.02718171291053295,2.9448416233062744,2.9448416233062744
Separate,1,24,500,20,0,"[[1.9662089347839355, 3.429945945739746, 0.7111300826072693, 3.8787059783935547, 3.813962697982788, 5.31778621673584]]",2.93044376373291,0.01670680940151214,2.9448416233062744,2.9448416233062744
Separate,1,25,500,20,0,"[[4.0651445388793945, 3.3232884407043457, 1.187577247619629, 1.1406290531158447, 1.4688611030578613, 3.6789467334747314]]",2.4104418754577637,0.05328388139605522,2.9448416233062744,2.9448416233062744
Separate,1,26,500,20,0,"[[2.750291585922241, 3.3817310333251953, 3.1859846115112305, 3.5703766345977783, 4.005764961242676, 3.103564739227295]]",1.3035882711410522,0.03119608759880066,2.9448416233062744,2.9448416233062744
Separate,1,27,500,20,0,"[[0.8056595921516418, 5.218552589416504, 3.7063231468200684, 3.808462619781494, 4.550595760345459, 3.6595699787139893]]",3.9675064086914063,0.04978828132152557,2.9448416233062744,2.9448416233062744
Separate,1,28,500,20,0,"[[2.976942300796509, 3.065195322036743, 0.3305256962776184, 3.859182834625244, 1.436092734336853, 2.946916103363037]]",4.176895618438721,0.01794751733541488,2.9448416233062744,2.9448416233062744
Separate,1,29,500,20,0,"[[3.8599612712860107, 3.987149715423584, 0.6858728528022766, 1.8269996643066406, 0.824730396270752, 4.493216514587402]]",2.630128860473633,0.02141251042485237,2.9448416233062744,2.9448416233062744
Separate,1,30,500,20,0,"[[2.786592960357666, 4.285274505615234, 1.6555089950561523, 0.8627561330795288, 2.979814052581787, 3.2769904136657715]]",3.001955032348633,0.03336083143949509,2.9448416233062744,2.9448416233062744
Separate,1,31,500,20,0,"[[1.2446722984313965, 1.522342324256897, 3.6517207622528076, 3.75162935256958, 2.925675392150879, 5.844024181365967]]",2.572406053543091,0.02513385936617851,2.9448416233062744,2.9448416233062744
Separate,1,32,500,20,0,"[[5.5326080322265625, 3.1858019828796387, 1.2448499202728271, 4.038254261016846, 2.4452857971191406, 0.8294028639793396]]",2.2604856491088867,0.06193967163562775,2.9448416233062744,2.9448416233062744
Separate,1,33,500,20,0,"[[2.886436939239502, 2.9509613513946533, 3.8218984603881836, 2.4765374660491943, 3.25404691696167, 0.5425542593002319]]",3.7534005641937256,0.01493163872510194,2.9448416233062744,2.9448416233062744
Separate,1,34,500,20,0,"[[3.2036519050598145, 4.157382965087891, 1.9549039602279663, 2.6612067222595215, 3.867718458175659, 3.9517555236816406]]",0.7127544283866882,0.02757762372493744,2.9448416233062744,2.9448416233062744
Separate,1,35,500,20,0,"[[3.6280174255371094, 1.2327269315719604, 3.4632396697998047, 0.4856988191604614, 2.7107083797454834, 2.1702020168304443]]",2.584016799926758,0.02266279049217701,2.9448416233062744,2.9448416233062744
Separate,1,36,500,20,0,"[[0.35391271114349365, 2.3067240715026855, 0.694726288318634, 3.7039921283721924, 2.80924129486084, 0.887178361415863]]",3.945401906967163,0.00938265118747949,2.9448416233062744,2.9448416233062744
Separate,1,37,500,20,0,"[[2.3854591846466064, 4.843097686767578, 0.6449169516563416, 2.3670148849487305, 3.1280534267425537, 3.698672294616699]]",2.296963930130005,0.03948743268847465,2.9448416233062744,2.9448416233062744
Separate,1,38,500,20,0,"[[3.3428285121917725, 3.941859006881714, 1.3575146198272705, 2.9210028648376465, 2.8605918884277344, 4.9224534034729]]",2.070556879043579,0.02862200886011123,2.9448416233062744,2.9448416233062744
Separate,1,39,500,20,0,"[[1.2097996473312378, 2.7854576110839844, 0.9279078245162964, 3.0762274265289307, 2.9336118698120117, 4.161694526672363]]",2.8560562133789063,0.0332639217376709,2.9448416233062744,2.9448416233062744
Separate,1,40,500,20,0,"[[2.509878396987915, 2.363405227661133, 4.075684547424316, 1.9218559265136719, 3.755262613296509, 3.1313488483428955]]",2.014728307723999,0.09673058986663818,2.9448416233062744,2.9448416233062744
Separate,1,41,500,20,0,"[[2.4719011783599854, 2.539318561553955, 2.4909846782684326, 2.3022093772888184, 3.5499439239501953, 2.4442138671875]]",2.5335049629211426,0.0744142159819603,2.9448416233062744,2.9448416233062744
Separate,1,42,500,20,0,"[[3.3982150554656982, 3.956803321838379, 1.6345276832580566, 2.861354351043701, 2.9226584434509277, 3.910554885864258]]",2.5498926639556885,0.12291313707828522,2.9448416233062744,2.9448416233062744
Separate,1,43,500,20,0,"[[0.4760400354862213, 2.885986328125, 2.7792818546295166, 3.0216028690338135, 0.8037613034248352, 3.167459487915039]]",2.3151824474334717,0.0187264084815979,2.9448416233062744,2.9448416233062744
Separate,1,44,500,20,0,"[[2.894526481628418, 2.2227933406829834, 1.0885179042816162, 4.37762451171875, 1.3997833728790283, 2.679981231689453]]",3.979051113128662,0.00944720022380352,2.9448416233062744,2.9448416233062744
Separate,1,45,500,20,0,"[[1.4422379732131958, 4.069128513336182, 0.5291458368301392, 2.192594528198242, 4.029328346252441, 2.933159589767456]]",3.143735885620117,0.03806092962622642,2.9448416233062744,2.9448416233062744
Separate,1,46,500,20,0,"[[4.287102699279785, 3.605654716491699, 2.2418904304504395, 1.7051609754562378, 2.4729349613189697, 3.3816897869110107]]",3.465471029281616,0.03809329122304916,2.9448416233062744,2.9448416233062744
Separate,1,47,500,20,0,"[[4.525850296020508, 2.0558784008026123, 0.4011186361312866, 2.458153247833252, 2.6613025665283203, 3.3392014503479004]]",3.71751070022583,0.03770919889211655,2.9448416233062744,2.9448416233062744
Separate,1,48,500,20,0,"[[1.9630756378173828, 2.1572763919830322, 0.8349481225013733, 1.7140812873840332, 2.714590311050415, 3.311594009399414]]",2.3259925842285156,0.02445377223193645,2.9448416233062744,2.9448416233062744
Separate,1,49,500,20,0,"[[2.3669631481170654, 1.517591953277588, 0.6676550507545471, 1.5942602157592773, 4.4097466468811035, 2.3332736492156982]]",2.518991708755493,0.02263348922133445,2.9448416233062744,2.9448416233062744
Separate,1,50,500,20,0,"[[4.3444437980651855, 4.5775980949401855, 1.0376509428024292, 1.6894714832305908, 2.070678234100342, 1.279428243637085]]",3.581504821777344,0.01516986265778541,2.9448416233062744,2.9448416233062744
Separate,2,0,500,20,0,NA,NA,NA,2.292210340499878,2.292210340499878
Separate,2,1,500,20,0,"[[4.6894989013671875, 2.074021100997925, 0.9492147564888, 3.629396438598633, 3.5011236667633057, 0.7930817604064941]]",4.0038533210754395,0.01504947431385517,2.292210340499878,2.292210340499878
Separate,2,2,500,20,0,"[[4.864502906799316, 4.234559535980225, 0.6965140700340271, 2.9419960975646973, 2.7551429271698, 3.0265984535217285]]",1.994613528251648,0.01432714518159628,2.292210340499878,2.292210340499878
Separate,2,3,500,20,0,"[[0.5251859426498413, 1.202815294265747, 1.3383556604385376, 3.205929756164551, 3.109215259552002, 2.8741164207458496]]",3.68145489692688,0.01476639881730079,2.292210340499878,2.292210340499878
Separate,2,4,500,20,0,"[[2.370368003845215, 0.6749432682991028, 3.803446054458618, 3.337993860244751, 3.7253811359405518, 3.044447422027588]]",2.4889674186706543,0.01617060974240303,2.292210340499878,2.292210340499878
Separate,2,5,500,20,0,"[[1.991388201713562, 0.5566757917404175, 3.593839168548584, 2.6457526683807373, 3.2994437217712402, 3.6527621746063232]]",2.243096351623535,0.01807581447064876,2.292210340499878,2.292210340499878
Separate,2,6,500,20,0,"[[2.634578227996826, 3.2228665351867676, 1.655108094215393, 3.8590199947357178, 0.643328070640564, 2.037321090698242]]",3.0550849437713623,0.03983573988080025,2.292210340499878,2.292210340499878
Separate,2,7,500,20,0,"[[2.506572723388672, 4.4718523025512695, 1.7619439363479614, 0.2943446934223175, 3.480726957321167, 2.467744827270508]]",3.5742955207824707,0.01481270510703325,2.292210340499878,2.292210340499878
Separate,2,8,500,20,0,"[[1.9884026050567627, 4.095505714416504, 3.2151522636413574, 5.0872392654418945, 5.722756385803223, 4.36043119430542]]",3.194108486175537,0.04774367064237594,2.292210340499878,2.292210340499878
Separate,2,9,500,20,0,"[[0.981227695941925, 4.531005859375, 2.1556270122528076, 2.1468210220336914, 0.9679003357887268, 5.17727518081665]]",2.041114330291748,0.01083846390247345,2.292210340499878,2.292210340499878
Separate,2,10,500,20,0,"[[3.1435530185699463, 3.914335250854492, 2.013080358505249, 3.734510660171509, 4.2560319900512695, 3.3562204837799072]]",2.580928087234497,0.06870749592781067,2.292210340499878,2.292210340499878
Separate,2,11,500,20,0,"[[2.0777535438537598, 2.4611294269561768, 3.6514298915863037, 0.42931216955184937, 2.6308937072753906, 2.214407444000244]]",3.462097406387329,0.01140427403151989,2.292210340499878,2.292210340499878
Separate,2,12,500,20,0,"[[1.8108724355697632, 3.5623252391815186, 4.11370849609375, 6.504707336425781, 2.8551535606384277, 5.603240013122559]]",2.8399031162261963,0.01965087093412876,2.292210340499878,2.292210340499878
Separate,2,13,500,20,0,"[[2.2598299980163574, 4.26086950302124, 1.5399622917175293, 2.969729423522949, 1.6660575866699219, 1.2751985788345337]]",2.2215285301208496,0.08094101399183273,2.292210340499878,2.292210340499878
Separate,2,14,500,20,0,"[[2.171729326248169, 1.7703347206115723, 2.854778289794922, 3.1397247314453125, 2.2387235164642334, 2.464843273162842]]",2.2850699424743652,0.04077424108982086,2.292210340499878,2.292210340499878
Separate,2,15,500,20,0,"[[1.0255508422851562, 5.621257781982422, 1.3832374811172485, 4.446805000305176, 2.6983938217163086, 1.885778784751892]]",4.196127414703369,0.04845013841986656,2.292210340499878,2.292210340499878
Separate,2,16,500,20,0,"[[4.673473834991455, 4.712422847747803, 0.7959166765213013, 2.9740772247314453, 3.2594330310821533, 4.123393535614014]]",6.11543607711792,0.05278484895825386,2.292210340499878,2.292210340499878
Separate,2,17,500,20,0,"[[4.203110218048096, 3.4285168647766113, 0.770634114742279, 3.7153100967407227, 2.653583526611328, 1.334425449371338]]",2.7108423709869385,0.01526406686753034,2.292210340499878,2.292210340499878
Separate,2,18,500,20,0,"[[3.4048614501953125, 4.548128128051758, 3.5834336280822754, 3.106796979904175, 2.6478748321533203, 3.253821849822998]]",5.1666083335876465,0.06180267035961151,2.292210340499878,2.292210340499878
Separate,2,19,500,20,0,"[[3.532823085784912, 1.6334222555160522, 0.7707871794700623, 3.395740032196045, 2.2788543701171875, 0.6823238730430603]]",3.7295522689819336,0.02429050579667091,2.292210340499878,2.292210340499878
Separate,2,20,500,20,0,"[[3.0267348289489746, 2.2193336486816406, 0.9036327004432678, 5.286067485809326, 3.6941845417022705, 4.032284259796143]]",6.049432277679443,0.04333659633994102,2.292210340499878,2.292210340499878
Separate,2,21,500,20,0,"[[0.5958483219146729, 3.378584384918213, 2.2133357524871826, 4.147952556610107, 5.4230780601501465, 3.105315685272217]]",4.947751522064209,0.03830398991703987,2.292210340499878,2.292210340499878
Separate,2,22,500,20,0,"[[2.313077211380005, 0.8865936994552612, 2.1748440265655518, 1.7937371730804443, 4.002955913543701, 3.1231727600097656]]",3.6141536235809326,0.05940299108624458,2.292210340499878,2.292210340499878
Separate,2,23,500,20,0,"[[4.535645484924316, 1.9838271141052246, 4.612221717834473, 0.6249826550483704, 2.6173088550567627, 2.9475646018981934]]",1.8726966381073,0.01640407554805278,2.292210340499878,2.292210340499878
Separate,2,24,500,20,0,"[[1.726967692375183, 4.445464611053467, 1.0138661861419678, 2.157255172729492, 2.0943684577941895, 1.0599807500839233]]",3.902627944946289,0.02095583081245422,2.292210340499878,2.292210340499878
Separate,2,25,500,20,0,"[[3.2453713417053223, 3.248051881790161, 0.7981120347976685, 3.4627957344055176, 2.7388086318969727, 4.506432056427002]]",4.006232738494873,0.0457877553999424,2.292210340499878,2.292210340499878
Separate,2,26,500,20,0,"[[4.088037967681885, 3.9946887493133545, 0.3715410828590393, 3.4531071186065674, 2.5095014572143555, 5.590113162994385]]",4.3444504737854,0.0509427897632122,2.292210340499878,2.292210340499878
Separate,2,27,500,20,0,"[[2.5969533920288086, 2.0203497409820557, 3.0457603931427, 1.967476725578308, 2.1016292572021484, 5.132901191711426]]",2.834040641784668,0.04064030572772026,2.292210340499878,2.292210340499878
Separate,2,28,500,20,0,"[[3.643173933029175, 1.8684278726577759, 2.327148199081421, 2.9637789726257324, 2.975675106048584, 2.7486391067504883]]",2.9239346981048584,0.07317940890789032,2.292210340499878,2.292210340499878
