Method,Simulation,Epoch,N,Actions,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest
Separate,1,0,20,20,0.0,,,,0.6075803637504578,0.6075803637504578
Separate,1,1,20,20,0.0,"[[0.3799782991409302, 0.18665564060211182, 0.18510019779205322, 0.054390788078308105, 0.2465743124485016, 0.2155233919620514]]",2.7787673473358154,2.6029295921325684,0.8595907092094421,0.8595907092094421
Separate,1,2,20,20,0.0,"[[2.3016974925994873, 1.5595958232879639, 1.2466049194335938, 2.2698957920074463, 1.5785863399505615, 1.3975841999053955]]",5.364548683166504,2.7235302925109863,0.8595907092094421,0.8595907092094421
Separate,1,3,20,20,0.0,"[[0.8256660103797913, 1.979654312133789, 2.5297162532806396, 2.867689847946167, 1.33365797996521, 2.4021353721618652]]",3.7317304611206055,1.9322586059570312,0.8595907092094421,0.8595907092094421
Separate,1,4,20,20,0.0,"[[1.0754358768463135, 0.8624645471572876, 3.065546989440918, 2.6612141132354736, 1.6913654804229736, 3.011125326156616]]",3.441138982772827,3.5551540851593018,0.8595907092094421,0.8595907092094421
Separate,1,5,20,20,0.0,"[[1.533735752105713, 2.2886219024658203, 2.8907766342163086, 2.7370479106903076, 1.1144938468933105, 1.9851888418197632]]",3.798694610595703,2.29347825050354,0.8595907092094421,0.8595907092094421
Separate,1,6,20,20,0.0,"[[2.739844560623169, 1.1888327598571777, 1.4050711393356323, 3.5994760990142822, 1.7513407468795776, 1.7026978731155396]]",4.859859943389893,0.00394450593739748,0.8595907092094421,0.8595907092094421
Separate,1,7,20,20,0.0,"[[3.33318829536438, 4.3876729011535645, 4.125865936279297, 5.346319198608398, 4.073559284210205, 1.4943499565124512]]",5.121865272521973,0.011330065317451954,0.8595907092094421,0.8595907092094421
Separate,1,8,20,20,0.0,"[[1.1322641372680664, 2.014451503753662, 2.486874580383301, 0.40846094489097595, 2.9419522285461426, 2.1762349605560303]]",2.821570873260498,2.926583766937256,0.8595907092094421,0.8595907092094421
Separate,1,9,20,20,0.0,"[[2.109708786010742, 0.8077136278152466, 2.5355074405670166, 3.56351637840271, 1.9691954851150513, 2.676927089691162]]",2.9447293281555176,2.043426275253296,0.8595907092094421,0.8595907092094421
Separate,1,10,20,20,0.0,"[[0.39948809146881104, 2.7186412811279297, 1.8670637607574463, 1.2744120359420776, 1.3427560329437256, 1.6504989862442017]]",3.8454113006591797,2.2734715938568115,0.8595907092094421,0.8595907092094421
Separate,1,11,20,20,0.0,"[[2.3229990005493164, 2.5984106063842773, 1.3527036905288696, 1.0334166288375854, 3.6370761394500732, 1.308176875114441]]",3.8724193572998047,2.330343246459961,0.8595907092094421,0.8595907092094421
Separate,1,12,20,20,0.0,"[[1.9157590866088867, 2.3420281410217285, 2.012127637863159, 0.4466589093208313, 1.584388256072998, 3.2958412170410156]]",2.6896002292633057,3.409468412399292,0.8595907092094421,0.8595907092094421
Separate,1,13,20,20,0.0,"[[0.4533935785293579, 2.2158069610595703, 1.883567452430725, 2.4950757026672363, 1.440966248512268, 0.9565294981002808]]",3.3306021690368652,4.296391487121582,0.8595907092094421,0.8595907092094421
Separate,1,14,20,20,0.0,"[[2.7568390369415283, 3.9516429901123047, 4.611391067504883, 3.769538164138794, 4.5442633628845215, 2.7556962966918945]]",4.5535454750061035,0.016101010143756866,0.8595907092094421,0.8595907092094421
Separate,1,15,20,20,0.0,"[[1.2216620445251465, 0.4425392150878906, 1.2344399690628052, 2.6699726581573486, 1.711830496788025, 1.7060506343841553]]",3.8678600788116455,2.4336891174316406,0.8595907092094421,0.8595907092094421
Separate,1,16,20,20,0.0,"[[2.865952253341675, 4.268128395080566, 2.9383034706115723, 4.203927040100098, 4.406388282775879, 1.2808141708374023]]",3.2936909198760986,0.012517189607024193,0.8595907092094421,0.8595907092094421
