Method,Simulation,Epoch,N,Actions,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest
Separate,1,0,500,10,0.0,,,,2.2301721572875977,2.2301721572875977
Separate,1,1,500,10,0.0,"[[1.2066044807434082, 1.3784821033477783, 1.9402199983596802, 1.2866199016571045, 3.9233996868133545, 3.129974365234375]]",3.330169439315796,0.013723591342568398,2.2301721572875977,2.2301721572875977
Separate,1,2,500,10,0.0,"[[2.684551239013672, 5.340282440185547, 3.565511703491211, 1.3010401725769043, 3.1565537452697754, 1.843251347541809]]",2.489015579223633,0.022874057292938232,2.2301721572875977,2.2301721572875977
Separate,1,3,500,10,0.0,"[[2.259700059890747, 5.523133277893066, 1.7284843921661377, 1.546713948249817, 3.60019850730896, 3.9597010612487793]]",4.7075724601745605,0.015949808061122894,2.2301721572875977,2.2301721572875977
Separate,1,4,500,10,0.0,"[[0.5339037179946899, 3.860846519470215, 5.106472969055176, 3.0183334350585938, 4.4613752365112305, 5.044814586639404]]",3.611327886581421,0.014357198029756546,2.2301721572875977,2.2301721572875977
Separate,1,5,500,10,0.0,"[[3.2110066413879395, 4.219221115112305, 0.6467137336730957, 2.2767653465270996, 3.3455653190612793, 1.9319090843200684]]",3.498891830444336,0.017667852342128754,2.2301721572875977,2.2301721572875977
Separate,1,6,500,10,0.0,"[[4.3285722732543945, 4.19723653793335, 2.3061747550964355, 1.1901837587356567, 2.4629204273223877, 5.868402004241943]]",3.842193841934204,0.03361954540014267,2.2301721572875977,2.2301721572875977
Separate,1,7,500,10,0.0,"[[1.9329726696014404, 2.1520638465881348, 3.7689321041107178, 2.377352237701416, 2.7455368041992188, 3.9378249645233154]]",2.091779947280884,0.045124951750040054,2.2301721572875977,2.2301721572875977
Separate,1,8,500,10,0.0,"[[5.43743371963501, 3.8770499229431152, 4.33394193649292, 3.2339038848876953, 4.681469440460205, 5.526665687561035]]",4.212693214416504,0.0678495243191719,2.2301721572875977,2.2301721572875977
Separate,1,9,500,10,0.0,"[[3.110001802444458, 3.2547194957733154, 2.7627716064453125, 2.6861155033111572, 2.3051483631134033, 3.099497079849243]]",3.015632390975952,0.04034236818552017,2.2301721572875977,2.2301721572875977
Separate,1,10,500,10,0.0,"[[3.7609944343566895, 2.229862689971924, 1.2639164924621582, 2.0146169662475586, 2.7043631076812744, 4.749022960662842]]",3.578683853149414,0.02851990796625614,2.2301721572875977,2.2301721572875977
Separate,1,11,500,10,0.0,"[[3.1124186515808105, 0.6980794072151184, 2.796992301940918, 3.4618563652038574, 3.3479886054992676, 3.826601982116699]]",3.721186637878418,0.019774265587329865,2.2301721572875977,2.2301721572875977
