Method,Simulation,Epoch,N,Actions,LengthScale,OutputScale,Noise,obsBest,trueBest
Separate,9,20,100,10,1.0,1.0,0.10000000149011612,2.7348296642303467,2.4011807441711426
Separate,10,0,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,1,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,2,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,3,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,4,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,5,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,6,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,7,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,8,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,9,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,10,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,11,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,12,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,13,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,14,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,15,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.311055302619934
Separate,10,16,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.8588529825210571
Separate,10,17,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.8588529825210571
Separate,10,18,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.9379854202270508
Separate,10,19,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.9379854202270508
Separate,10,20,100,10,1.0,1.0,0.10000000149011612,1.752301573753357,1.9379854202270508
Separate,11,0,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,1,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,2,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,3,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,4,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,5,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,6,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,7,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,8,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,9,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,10,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,11,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,12,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,13,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,14,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,15,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,16,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,17,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,18,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,19,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,11,20,100,10,1.0,1.0,0.10000000149011612,1.7008132934570312,1.6623806953430176
Separate,12,0,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,1,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,2,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,3,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,4,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,5,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,6,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,7,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,8,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,9,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,10,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,11,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,12,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,13,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,14,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,15,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,16,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,17,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,18,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,19,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,12,20,100,10,1.0,1.0,0.10000000149011612,2.079025983810425,2.0047526359558105
Separate,13,0,100,10,1.0,1.0,0.10000000149011612,1.9029655456542969,1.8788166046142578
Separate,13,1,100,10,1.0,1.0,0.10000000149011612,1.9029655456542969,1.8788166046142578
Separate,13,2,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,3,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,4,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,5,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,6,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,7,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,8,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,9,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,10,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,11,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,12,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,13,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,14,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,15,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,16,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,17,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,18,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,19,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,13,20,100,10,1.0,1.0,0.10000000149011612,2.4102165699005127,2.027125835418701
Separate,14,0,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,1,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,2,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,3,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,4,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,5,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,6,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,7,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,8,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,9,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,10,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,11,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1088536977767944
Separate,14,12,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,13,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,14,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,15,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,16,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,17,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,18,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,19,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,14,20,100,10,1.0,1.0,0.10000000149011612,2.0037431716918945,1.1943780183792114
Separate,15,0,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,1,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,2,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,3,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,4,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,5,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,6,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
