Method,Simulation,Epoch,Actions,Noise,yBest
Joint,5,10,2,0.25,2.873631715774536
Joint,5,11,2,0.25,2.873631715774536
Joint,5,12,2,0.25,2.873631715774536
Joint,5,13,2,0.25,2.873631715774536
Joint,5,14,2,0.25,2.873631715774536
Joint,5,15,2,0.25,2.873631715774536
Joint,5,16,2,0.25,2.873631715774536
Joint,5,17,2,0.25,2.873631715774536
Joint,5,18,2,0.25,2.873631715774536
Joint,5,19,2,0.25,2.873631715774536
Joint,5,20,2,0.25,2.873631715774536
Joint,6,0,2,0.25,3.4830994606018066
Joint,6,1,2,0.25,3.4830994606018066
Joint,6,2,2,0.25,3.4830994606018066
Joint,6,3,2,0.25,3.4830994606018066
Joint,6,4,2,0.25,3.4830994606018066
Joint,6,5,2,0.25,3.4830994606018066
Joint,6,6,2,0.25,3.4830994606018066
Joint,6,7,2,0.25,3.4830994606018066
Joint,6,8,2,0.25,3.4830994606018066
Joint,6,9,2,0.25,3.4830994606018066
Joint,6,10,2,0.25,3.4830994606018066
Joint,6,11,2,0.25,3.4830994606018066
Joint,6,12,2,0.25,3.4830994606018066
Joint,6,13,2,0.25,3.4830994606018066
Joint,6,14,2,0.25,3.4830994606018066
Joint,6,15,2,0.25,3.4830994606018066
Joint,6,16,2,0.25,3.4830994606018066
Joint,6,17,2,0.25,3.4830994606018066
Joint,6,18,2,0.25,3.4830994606018066
Joint,6,19,2,0.25,3.4830994606018066
Joint,6,20,2,0.25,3.4830994606018066
Joint,7,0,2,0.25,1.5296599864959717
Joint,7,1,2,0.25,1.5296599864959717
Joint,7,2,2,0.25,1.5296599864959717
Joint,7,3,2,0.25,1.5296599864959717
Joint,7,4,2,0.25,1.5296599864959717
Joint,7,5,2,0.25,1.5296599864959717
Joint,7,6,2,0.25,1.5296599864959717
Joint,7,7,2,0.25,1.5296599864959717
Joint,7,8,2,0.25,1.5296599864959717
Joint,7,9,2,0.25,1.5296599864959717
Joint,7,10,2,0.25,1.5296599864959717
Joint,7,11,2,0.25,1.5296599864959717
Joint,7,12,2,0.25,1.7779024839401245
Joint,7,13,2,0.25,1.7779024839401245
Joint,7,14,2,0.25,2.250990152359009
Joint,7,15,2,0.25,2.250990152359009
Joint,7,16,2,0.25,2.250990152359009
Joint,7,17,2,0.25,2.250990152359009
Joint,7,18,2,0.25,2.250990152359009
Joint,7,19,2,0.25,2.250990152359009
Joint,7,20,2,0.25,2.250990152359009
Joint,8,0,2,0.25,1.7851570844650269
Joint,8,1,2,0.25,1.7851570844650269
Joint,8,2,2,0.25,1.7851570844650269
Joint,8,3,2,0.25,1.7851570844650269
Joint,8,4,2,0.25,1.7851570844650269
Joint,8,5,2,0.25,1.7851570844650269
Joint,8,6,2,0.25,1.7851570844650269
Joint,8,7,2,0.25,1.7851570844650269
Joint,8,8,2,0.25,1.7851570844650269
Joint,8,9,2,0.25,1.7851570844650269
Joint,8,10,2,0.25,1.7851570844650269
Joint,8,11,2,0.25,1.7851570844650269
Joint,8,12,2,0.25,1.7851570844650269
Joint,8,13,2,0.25,1.7851570844650269
Joint,8,14,2,0.25,1.7851570844650269
Joint,8,15,2,0.25,1.7851570844650269
Joint,8,16,2,0.25,1.7851570844650269
Joint,8,17,2,0.25,1.7851570844650269
Joint,8,18,2,0.25,1.7851570844650269
Joint,8,19,2,0.25,1.7851570844650269
Joint,8,20,2,0.25,1.7851570844650269
Joint,9,0,2,0.25,2.2487099170684814
Joint,9,1,2,0.25,2.2487099170684814
Joint,9,2,2,0.25,2.2487099170684814
Joint,9,3,2,0.25,2.2487099170684814
Joint,9,4,2,0.25,2.2487099170684814
Joint,9,5,2,0.25,2.2487099170684814
Joint,9,6,2,0.25,2.2487099170684814
Joint,9,7,2,0.25,2.2487099170684814
Joint,9,8,2,0.25,2.2487099170684814
Joint,9,9,2,0.25,2.2487099170684814
Joint,9,10,2,0.25,2.2487099170684814
Joint,9,11,2,0.25,2.2487099170684814
Joint,9,12,2,0.25,2.2487099170684814
Joint,9,13,2,0.25,2.2487099170684814
Joint,9,14,2,0.25,2.2487099170684814
Joint,9,15,2,0.25,2.2487099170684814
Joint,9,16,2,0.25,2.2487099170684814
Joint,9,17,2,0.25,2.2487099170684814
Joint,9,18,2,0.25,2.2487099170684814
Joint,9,19,2,0.25,2.2487099170684814
Joint,9,20,2,0.25,2.2487099170684814
Joint,10,0,2,0.25,3.286064624786377
Joint,10,1,2,0.25,3.286064624786377
Joint,10,2,2,0.25,3.286064624786377
Joint,10,3,2,0.25,3.286064624786377
Joint,10,4,2,0.25,3.286064624786377
Joint,10,5,2,0.25,3.286064624786377
Joint,10,6,2,0.25,3.286064624786377
Joint,10,7,2,0.25,3.286064624786377
Joint,10,8,2,0.25,3.286064624786377
Joint,10,9,2,0.25,3.286064624786377
Joint,10,10,2,0.25,3.286064624786377
Joint,10,11,2,0.25,3.286064624786377
Joint,10,12,2,0.25,3.286064624786377
Joint,10,13,2,0.25,3.286064624786377
Joint,10,14,2,0.25,3.286064624786377
Joint,10,15,2,0.25,3.286064624786377
Joint,10,16,2,0.25,3.286064624786377
Joint,10,17,2,0.25,3.286064624786377
Joint,10,18,2,0.25,3.286064624786377
Joint,10,19,2,0.25,3.286064624786377
Joint,10,20,2,0.25,3.286064624786377
Joint,11,0,2,0.25,1.5253674983978271
Joint,11,1,2,0.25,1.5253674983978271
Joint,11,2,2,0.25,1.5253674983978271
Joint,11,3,2,0.25,1.5253674983978271
Joint,11,4,2,0.25,1.5253674983978271
Joint,11,5,2,0.25,1.5253674983978271
Joint,11,6,2,0.25,1.5253674983978271
Joint,11,7,2,0.25,1.5253674983978271
Joint,11,8,2,0.25,1.5253674983978271
Joint,11,9,2,0.25,1.5253674983978271
Joint,11,10,2,0.25,1.5253674983978271
Joint,11,11,2,0.25,1.5253674983978271
Joint,11,12,2,0.25,1.5253674983978271
Joint,11,13,2,0.25,1.5253674983978271
Joint,11,14,2,0.25,1.5253674983978271
Joint,11,15,2,0.25,1.5253674983978271
Joint,11,16,2,0.25,1.5253674983978271
Joint,11,17,2,0.25,1.5253674983978271
Joint,11,18,2,0.25,1.5253674983978271
Joint,11,19,2,0.25,1.5253674983978271
Joint,11,20,2,0.25,1.5253674983978271
Joint,12,0,2,0.25,1.6428929567337036
Joint,12,1,2,0.25,1.6428929567337036
Joint,12,2,2,0.25,1.6428929567337036
Joint,12,3,2,0.25,1.6428929567337036
Joint,12,4,2,0.25,1.6428929567337036
Joint,12,5,2,0.25,1.6428929567337036
Joint,12,6,2,0.25,1.6428929567337036
Joint,12,7,2,0.25,1.6428929567337036
Joint,12,8,2,0.25,1.6428929567337036
Joint,12,9,2,0.25,1.6428929567337036
Joint,12,10,2,0.25,1.6428929567337036
Joint,12,11,2,0.25,1.6428929567337036
Joint,12,12,2,0.25,1.6428929567337036
Joint,12,13,2,0.25,1.6428929567337036
Joint,12,14,2,0.25,1.6428929567337036
Joint,12,15,2,0.25,1.6428929567337036
Joint,12,16,2,0.25,1.6428929567337036
Joint,12,17,2,0.25,1.6428929567337036
Joint,12,18,2,0.25,1.6428929567337036
Joint,12,19,2,0.25,1.6428929567337036
Joint,12,20,2,0.25,1.6428929567337036
Joint,13,0,2,0.25,2.854055404663086
Joint,13,1,2,0.25,2.854055404663086
Joint,13,2,2,0.25,2.854055404663086
Joint,13,3,2,0.25,2.854055404663086
Joint,13,4,2,0.25,2.854055404663086
Joint,13,5,2,0.25,2.854055404663086
Joint,13,6,2,0.25,2.854055404663086
Joint,13,7,2,0.25,2.854055404663086
Joint,13,8,2,0.25,2.854055404663086
Joint,13,9,2,0.25,2.854055404663086
Joint,13,10,2,0.25,2.854055404663086
Joint,13,11,2,0.25,2.854055404663086
Joint,13,12,2,0.25,2.854055404663086
Joint,13,13,2,0.25,2.854055404663086
Joint,13,14,2,0.25,2.854055404663086
Joint,13,15,2,0.25,2.854055404663086
Joint,13,16,2,0.25,2.854055404663086
Joint,13,17,2,0.25,2.854055404663086
Joint,13,18,2,0.25,2.854055404663086
Joint,13,19,2,0.25,2.854055404663086
Joint,13,20,2,0.25,2.854055404663086
Joint,14,0,2,0.25,2.0629706382751465
Joint,14,1,2,0.25,2.0629706382751465
Joint,14,2,2,0.25,2.0629706382751465
Joint,14,3,2,0.25,2.0629706382751465
Joint,14,4,2,0.25,2.0629706382751465
Joint,14,5,2,0.25,2.0629706382751465
Joint,14,6,2,0.25,2.0629706382751465
Joint,14,7,2,0.25,2.0629706382751465
Joint,14,8,2,0.25,2.0629706382751465
Joint,14,9,2,0.25,2.0629706382751465
Joint,14,10,2,0.25,2.0629706382751465
Joint,14,11,2,0.25,2.0629706382751465
Joint,14,12,2,0.25,2.0629706382751465
Joint,14,13,2,0.25,2.0629706382751465
Joint,14,14,2,0.25,2.0629706382751465
Joint,14,15,2,0.25,2.0629706382751465
Joint,14,16,2,0.25,2.0629706382751465
Joint,14,17,2,0.25,2.0629706382751465
Joint,14,18,2,0.25,2.0629706382751465
Joint,14,19,2,0.25,2.0629706382751465
Joint,14,20,2,0.25,2.0629706382751465
Joint,15,0,2,0.25,1.4923402070999146
Joint,15,1,2,0.25,1.4923402070999146
Joint,15,2,2,0.25,1.4923402070999146
Joint,15,3,2,0.25,1.4923402070999146
Joint,15,4,2,0.25,1.4923402070999146
Joint,15,5,2,0.25,1.4923402070999146
Joint,15,6,2,0.25,1.4923402070999146
Joint,15,7,2,0.25,1.4923402070999146
Joint,15,8,2,0.25,1.4923402070999146
Joint,15,9,2,0.25,1.4923402070999146
Joint,15,10,2,0.25,1.4923402070999146
Joint,15,11,2,0.25,1.4923402070999146
Joint,15,12,2,0.25,1.4923402070999146
Joint,15,13,2,0.25,1.4923402070999146
Joint,15,14,2,0.25,1.4923402070999146
Joint,15,15,2,0.25,1.4923402070999146
Joint,15,16,2,0.25,1.4923402070999146
Joint,15,17,2,0.25,1.4923402070999146
Joint,15,18,2,0.25,1.4923402070999146
Joint,15,19,2,0.25,1.4923402070999146
Joint,15,20,2,0.25,1.4923402070999146
Joint,16,0,2,0.25,2.699397087097168
Joint,16,1,2,0.25,2.699397087097168
Joint,16,2,2,0.25,2.699397087097168
Joint,16,3,2,0.25,2.699397087097168
Joint,16,4,2,0.25,2.699397087097168
Joint,16,5,2,0.25,2.699397087097168
Joint,16,6,2,0.25,2.699397087097168
Joint,16,7,2,0.25,2.699397087097168
Joint,16,8,2,0.25,2.699397087097168
Joint,16,9,2,0.25,2.699397087097168
Joint,16,10,2,0.25,2.699397087097168
Joint,16,11,2,0.25,2.699397087097168
Joint,16,12,2,0.25,2.699397087097168
Joint,16,13,2,0.25,2.699397087097168
Joint,16,14,2,0.25,2.699397087097168
Joint,16,15,2,0.25,2.699397087097168
Joint,16,16,2,0.25,2.699397087097168
Joint,16,17,2,0.25,2.699397087097168
Joint,16,18,2,0.25,2.699397087097168
Joint,16,19,2,0.25,2.699397087097168
Joint,16,20,2,0.25,2.699397087097168
Joint,17,0,2,0.25,1.806087851524353
Joint,17,1,2,0.25,1.806087851524353
Joint,17,2,2,0.25,1.806087851524353
Joint,17,3,2,0.25,1.806087851524353
Joint,17,4,2,0.25,1.806087851524353
Joint,17,5,2,0.25,1.806087851524353
Joint,17,6,2,0.25,1.806087851524353
Joint,17,7,2,0.25,1.806087851524353
Joint,17,8,2,0.25,1.806087851524353
Joint,17,9,2,0.25,1.806087851524353
Joint,17,10,2,0.25,1.806087851524353
Joint,17,11,2,0.25,1.806087851524353
Joint,17,12,2,0.25,1.806087851524353
Joint,17,13,2,0.25,1.806087851524353
Joint,17,14,2,0.25,1.806087851524353
Joint,17,15,2,0.25,1.806087851524353
Joint,17,16,2,0.25,1.806087851524353
Joint,17,17,2,0.25,1.806087851524353
Joint,17,18,2,0.25,1.806087851524353
Joint,17,19,2,0.25,1.806087851524353
Joint,17,20,2,0.25,1.806087851524353
Joint,18,0,2,0.25,2.103766679763794
Joint,18,1,2,0.25,2.103766679763794
Joint,18,2,2,0.25,2.103766679763794
Joint,18,3,2,0.25,2.103766679763794
Joint,18,4,2,0.25,2.103766679763794
Joint,18,5,2,0.25,2.103766679763794
Joint,18,6,2,0.25,2.103766679763794
Joint,18,7,2,0.25,2.103766679763794
Joint,18,8,2,0.25,2.103766679763794
Joint,18,9,2,0.25,2.103766679763794
Joint,18,10,2,0.25,2.103766679763794
Joint,18,11,2,0.25,2.103766679763794
Joint,18,12,2,0.25,2.103766679763794
Joint,18,13,2,0.25,2.103766679763794
Joint,18,14,2,0.25,2.103766679763794
Joint,18,15,2,0.25,2.103766679763794
Joint,18,16,2,0.25,2.103766679763794
Joint,18,17,2,0.25,2.103766679763794
Joint,18,18,2,0.25,2.103766679763794
Joint,18,19,2,0.25,2.103766679763794
Joint,18,20,2,0.25,2.103766679763794
Joint,19,0,2,0.25,2.237792491912842
Joint,19,1,2,0.25,2.237792491912842
Joint,19,2,2,0.25,2.237792491912842
Joint,19,3,2,0.25,2.237792491912842
Joint,19,4,2,0.25,2.237792491912842
Joint,19,5,2,0.25,2.237792491912842
Joint,19,6,2,0.25,2.237792491912842
Joint,19,7,2,0.25,2.237792491912842
Joint,19,8,2,0.25,2.237792491912842
Joint,19,9,2,0.25,2.237792491912842
Joint,19,10,2,0.25,2.237792491912842
Joint,19,11,2,0.25,2.237792491912842
Joint,19,12,2,0.25,2.237792491912842
Joint,19,13,2,0.25,2.237792491912842
Joint,19,14,2,0.25,2.237792491912842
Joint,19,15,2,0.25,2.237792491912842
Joint,19,16,2,0.25,2.237792491912842
Joint,19,17,2,0.25,2.237792491912842
Joint,19,18,2,0.25,2.237792491912842
Joint,19,19,2,0.25,2.237792491912842
Joint,19,20,2,0.25,2.237792491912842
Joint,20,0,2,0.25,2.469639301300049
Joint,20,1,2,0.25,2.469639301300049
Joint,20,2,2,0.25,2.469639301300049
Joint,20,3,2,0.25,2.469639301300049
Joint,20,4,2,0.25,2.469639301300049
Joint,20,5,2,0.25,2.469639301300049
Joint,20,6,2,0.25,2.469639301300049
Joint,20,7,2,0.25,2.469639301300049
Joint,20,8,2,0.25,2.469639301300049
Joint,20,9,2,0.25,2.469639301300049
Joint,20,10,2,0.25,2.469639301300049
Joint,20,11,2,0.25,2.469639301300049
Joint,20,12,2,0.25,2.469639301300049
Joint,20,13,2,0.25,2.469639301300049
Joint,20,14,2,0.25,2.469639301300049
Joint,20,15,2,0.25,2.469639301300049
Joint,20,16,2,0.25,2.469639301300049
Joint,20,17,2,0.25,2.469639301300049
Joint,20,18,2,0.25,2.469639301300049
Joint,20,19,2,0.25,2.469639301300049
Joint,20,20,2,0.25,2.469639301300049
Joint,1,0,5,0.25,1.9141194820404053
Joint,1,1,5,0.25,1.9141194820404053
Joint,1,2,5,0.25,1.9141194820404053
Joint,1,3,5,0.25,1.9141194820404053
Joint,1,4,5,0.25,1.9141194820404053
Joint,1,5,5,0.25,1.9141194820404053
Joint,1,6,5,0.25,1.9141194820404053
Joint,1,7,5,0.25,1.9141194820404053
Joint,1,8,5,0.25,1.9141194820404053
Joint,1,9,5,0.25,1.9141194820404053
Joint,1,10,5,0.25,1.9141194820404053
Joint,1,11,5,0.25,1.9141194820404053
Joint,1,12,5,0.25,1.9141194820404053
Joint,1,13,5,0.25,1.9141194820404053
Joint,1,14,5,0.25,1.9141194820404053
Joint,1,15,5,0.25,1.9141194820404053
Joint,1,16,5,0.25,1.9141194820404053
Joint,1,17,5,0.25,1.9141194820404053
Joint,1,18,5,0.25,1.9141194820404053
Joint,1,19,5,0.25,1.9141194820404053
Joint,1,20,5,0.25,1.9141194820404053
Joint,2,0,5,0.25,2.4459404945373535
Joint,2,1,5,0.25,2.4459404945373535
Joint,2,2,5,0.25,2.4459404945373535
Joint,2,3,5,0.25,2.4459404945373535
Joint,2,4,5,0.25,2.4459404945373535
Joint,2,5,5,0.25,2.4459404945373535
Joint,2,6,5,0.25,2.4459404945373535
Joint,2,7,5,0.25,2.4459404945373535
Joint,2,8,5,0.25,2.4459404945373535
Joint,2,9,5,0.25,2.4459404945373535
Joint,2,10,5,0.25,2.4459404945373535
Joint,2,11,5,0.25,2.4459404945373535
Joint,2,12,5,0.25,2.4459404945373535
Joint,2,13,5,0.25,2.4459404945373535
Joint,2,14,5,0.25,2.4459404945373535
Joint,2,15,5,0.25,2.4459404945373535
Joint,2,16,5,0.25,2.4459404945373535
Joint,2,17,5,0.25,2.4459404945373535
Joint,2,18,5,0.25,2.4459404945373535
Joint,2,19,5,0.25,2.4459404945373535
Joint,2,20,5,0.25,2.4459404945373535
Joint,3,0,5,0.25,2.715820074081421
Joint,3,1,5,0.25,2.715820074081421
Joint,3,2,5,0.25,2.715820074081421
Joint,3,3,5,0.25,2.715820074081421
Joint,3,4,5,0.25,2.715820074081421
Joint,3,5,5,0.25,2.715820074081421
Joint,3,6,5,0.25,2.715820074081421
Joint,3,7,5,0.25,2.715820074081421
Joint,3,8,5,0.25,2.715820074081421
Joint,3,9,5,0.25,2.715820074081421
Joint,3,10,5,0.25,2.715820074081421
Joint,3,11,5,0.25,2.715820074081421
Joint,3,12,5,0.25,2.715820074081421
Joint,3,13,5,0.25,2.715820074081421
Joint,3,14,5,0.25,2.715820074081421
Joint,3,15,5,0.25,2.715820074081421
Joint,3,16,5,0.25,2.715820074081421
Joint,3,17,5,0.25,2.715820074081421
Joint,3,18,5,0.25,2.715820074081421
Joint,3,19,5,0.25,2.715820074081421
Joint,3,20,5,0.25,2.715820074081421
Joint,4,0,5,0.25,3.4066848754882812
Joint,4,1,5,0.25,3.4066848754882812
Joint,4,2,5,0.25,3.4066848754882812
Joint,4,3,5,0.25,3.4066848754882812
Joint,4,4,5,0.25,3.4066848754882812
Joint,4,5,5,0.25,3.4066848754882812
Joint,4,6,5,0.25,3.4066848754882812
Joint,4,7,5,0.25,3.4066848754882812
Joint,4,8,5,0.25,3.4066848754882812
Joint,4,9,5,0.25,3.4066848754882812
Joint,4,10,5,0.25,3.4066848754882812
Joint,4,11,5,0.25,3.4066848754882812
Joint,4,12,5,0.25,3.4066848754882812
Joint,4,13,5,0.25,3.4066848754882812
Joint,4,14,5,0.25,3.4066848754882812
Joint,4,15,5,0.25,3.4066848754882812
Joint,4,16,5,0.25,3.4066848754882812
Joint,4,17,5,0.25,3.4066848754882812
Joint,4,18,5,0.25,3.4066848754882812
Joint,4,19,5,0.25,3.4066848754882812
Joint,4,20,5,0.25,3.4066848754882812
Joint,5,0,5,0.25,2.080695867538452
Joint,5,1,5,0.25,2.080695867538452
Joint,5,2,5,0.25,2.080695867538452
Joint,5,3,5,0.25,2.080695867538452
Joint,5,4,5,0.25,2.080695867538452
Joint,5,5,5,0.25,2.080695867538452
Joint,5,6,5,0.25,2.080695867538452
Joint,5,7,5,0.25,2.080695867538452
Joint,5,8,5,0.25,2.080695867538452
Joint,5,9,5,0.25,2.080695867538452
Joint,5,10,5,0.25,2.080695867538452
Joint,5,11,5,0.25,2.080695867538452
Joint,5,12,5,0.25,2.080695867538452
Joint,5,13,5,0.25,2.080695867538452
Joint,5,14,5,0.25,2.080695867538452
Joint,5,15,5,0.25,2.080695867538452
Joint,5,16,5,0.25,2.080695867538452
Joint,5,17,5,0.25,2.080695867538452
Joint,5,18,5,0.25,2.080695867538452
Joint,5,19,5,0.25,2.080695867538452
Joint,5,20,5,0.25,2.080695867538452
Joint,6,0,5,0.25,2.9482059478759766
Joint,6,1,5,0.25,2.9482059478759766
Joint,6,2,5,0.25,2.9482059478759766
Joint,6,3,5,0.25,2.9482059478759766
Joint,6,4,5,0.25,2.9482059478759766
Joint,6,5,5,0.25,2.9482059478759766
Joint,6,6,5,0.25,2.9482059478759766
Joint,6,7,5,0.25,2.9482059478759766
Joint,6,8,5,0.25,2.9482059478759766
Joint,6,9,5,0.25,2.9482059478759766
Joint,6,10,5,0.25,2.9482059478759766
Joint,6,11,5,0.25,2.9482059478759766
Joint,6,12,5,0.25,2.9482059478759766
Joint,6,13,5,0.25,2.9482059478759766
Joint,6,14,5,0.25,2.9482059478759766
Joint,6,15,5,0.25,2.9482059478759766
Joint,6,16,5,0.25,2.9482059478759766
Joint,6,17,5,0.25,2.9482059478759766
Joint,6,18,5,0.25,2.9482059478759766
Joint,6,19,5,0.25,2.9482059478759766
Joint,6,20,5,0.25,2.9482059478759766
Joint,7,0,5,0.25,2.6007487773895264
Joint,7,1,5,0.25,2.6007487773895264
Joint,7,2,5,0.25,2.6007487773895264
Joint,7,3,5,0.25,2.6007487773895264
Joint,7,4,5,0.25,2.6007487773895264
Joint,7,5,5,0.25,2.6007487773895264
Joint,7,6,5,0.25,2.6007487773895264
Joint,7,7,5,0.25,2.6007487773895264
Joint,7,8,5,0.25,2.6007487773895264
Joint,7,9,5,0.25,2.6007487773895264
Joint,7,10,5,0.25,2.6007487773895264
Joint,7,11,5,0.25,2.6007487773895264
Joint,7,12,5,0.25,2.6007487773895264
Joint,7,13,5,0.25,2.6007487773895264
Joint,7,14,5,0.25,2.6007487773895264
Joint,7,15,5,0.25,2.6007487773895264
Joint,7,16,5,0.25,2.6007487773895264
Joint,7,17,5,0.25,2.6007487773895264
Joint,7,18,5,0.25,2.6007487773895264
Joint,7,19,5,0.25,2.6007487773895264
Joint,7,20,5,0.25,2.6007487773895264
Joint,8,0,5,0.25,2.0907435417175293
Joint,8,1,5,0.25,2.0907435417175293
Joint,8,2,5,0.25,2.0907435417175293
Joint,8,3,5,0.25,2.0907435417175293
Joint,8,4,5,0.25,2.0907435417175293
Joint,8,5,5,0.25,2.0907435417175293
Joint,8,6,5,0.25,2.0907435417175293
Joint,8,7,5,0.25,2.0907435417175293
Joint,8,8,5,0.25,2.0907435417175293
Joint,8,9,5,0.25,2.0907435417175293
Joint,8,10,5,0.25,2.0907435417175293
Joint,8,11,5,0.25,2.0907435417175293
Joint,8,12,5,0.25,2.0907435417175293
Joint,8,13,5,0.25,2.0907435417175293
Joint,8,14,5,0.25,2.0907435417175293
Joint,8,15,5,0.25,2.0907435417175293
Joint,8,16,5,0.25,2.0907435417175293
Joint,8,17,5,0.25,2.0907435417175293
Joint,8,18,5,0.25,2.0907435417175293
Joint,8,19,5,0.25,2.0907435417175293
Joint,8,20,5,0.25,2.0907435417175293
Joint,9,0,5,0.25,3.068488359451294
Joint,9,1,5,0.25,3.068488359451294
Joint,9,2,5,0.25,3.068488359451294
Joint,9,3,5,0.25,3.068488359451294
Joint,9,4,5,0.25,3.068488359451294
Joint,9,5,5,0.25,3.068488359451294
Joint,9,6,5,0.25,3.068488359451294
Joint,9,7,5,0.25,3.068488359451294
Joint,9,8,5,0.25,3.068488359451294
Joint,9,9,5,0.25,3.068488359451294
Joint,9,10,5,0.25,3.068488359451294
Joint,9,11,5,0.25,3.068488359451294
Joint,9,12,5,0.25,3.068488359451294
Joint,9,13,5,0.25,3.068488359451294
Joint,9,14,5,0.25,3.068488359451294
Joint,9,15,5,0.25,3.068488359451294
Joint,9,16,5,0.25,3.068488359451294
Joint,9,17,5,0.25,3.068488359451294
Joint,9,18,5,0.25,3.068488359451294
Joint,9,19,5,0.25,3.068488359451294
Joint,9,20,5,0.25,3.068488359451294
Joint,10,0,5,0.25,1.370285987854004
Joint,10,1,5,0.25,1.370285987854004
Joint,10,2,5,0.25,1.370285987854004
Joint,10,3,5,0.25,1.370285987854004
Joint,10,4,5,0.25,1.370285987854004
Joint,10,5,5,0.25,1.370285987854004
Joint,10,6,5,0.25,1.370285987854004
Joint,10,7,5,0.25,1.370285987854004
Joint,10,8,5,0.25,1.370285987854004
