Method,Simulation,Epoch,Actions,Noise,yBest
Joint,10,9,5,0.25,1.370285987854004
Joint,10,10,5,0.25,1.370285987854004
Joint,10,11,5,0.25,1.370285987854004
Joint,10,12,5,0.25,1.370285987854004
Joint,10,13,5,0.25,1.370285987854004
Joint,10,14,5,0.25,1.370285987854004
Joint,10,15,5,0.25,1.370285987854004
Joint,10,16,5,0.25,1.370285987854004
Joint,10,17,5,0.25,1.370285987854004
Joint,10,18,5,0.25,1.370285987854004
Joint,10,19,5,0.25,1.370285987854004
Joint,10,20,5,0.25,1.370285987854004
Joint,11,0,5,0.25,1.8843985795974731
Joint,11,1,5,0.25,1.8843985795974731
Joint,11,2,5,0.25,1.8843985795974731
Joint,11,3,5,0.25,1.8843985795974731
Joint,11,4,5,0.25,1.8843985795974731
Joint,11,5,5,0.25,1.8843985795974731
Joint,11,6,5,0.25,1.8843985795974731
Joint,11,7,5,0.25,2.2365596294403076
Joint,11,8,5,0.25,2.2365596294403076
Joint,11,9,5,0.25,2.2365596294403076
Joint,11,10,5,0.25,2.2365596294403076
Joint,11,11,5,0.25,2.2365596294403076
Joint,11,12,5,0.25,2.2365596294403076
Joint,11,13,5,0.25,2.2365596294403076
Joint,11,14,5,0.25,2.2365596294403076
Joint,11,15,5,0.25,2.2365596294403076
Joint,11,16,5,0.25,2.2365596294403076
Joint,11,17,5,0.25,2.2365596294403076
Joint,11,18,5,0.25,2.2365596294403076
Joint,11,19,5,0.25,2.2365596294403076
Joint,11,20,5,0.25,2.2365596294403076
Joint,12,0,5,0.25,3.0613512992858887
Joint,12,1,5,0.25,3.0613512992858887
Joint,12,2,5,0.25,3.0613512992858887
Joint,12,3,5,0.25,3.0613512992858887
Joint,12,4,5,0.25,3.0613512992858887
Joint,12,5,5,0.25,3.0613512992858887
Joint,12,6,5,0.25,3.0613512992858887
Joint,12,7,5,0.25,3.0613512992858887
Joint,12,8,5,0.25,3.0613512992858887
Joint,12,9,5,0.25,3.0613512992858887
Joint,12,10,5,0.25,3.0613512992858887
Joint,12,11,5,0.25,3.0613512992858887
Joint,12,12,5,0.25,3.0613512992858887
Joint,12,13,5,0.25,3.0613512992858887
Joint,12,14,5,0.25,3.0613512992858887
Joint,12,15,5,0.25,3.0613512992858887
Joint,12,16,5,0.25,3.0613512992858887
Joint,12,17,5,0.25,3.0613512992858887
Joint,12,18,5,0.25,3.0613512992858887
Joint,12,19,5,0.25,3.0613512992858887
Joint,12,20,5,0.25,3.0613512992858887
Joint,13,0,5,0.25,2.5573618412017822
Joint,13,1,5,0.25,2.5573618412017822
Joint,13,2,5,0.25,2.5573618412017822
Joint,13,3,5,0.25,2.5573618412017822
Joint,13,4,5,0.25,2.5573618412017822
Joint,13,5,5,0.25,2.5573618412017822
Joint,13,6,5,0.25,2.5573618412017822
Joint,13,7,5,0.25,2.5573618412017822
Joint,13,8,5,0.25,2.5573618412017822
Joint,13,9,5,0.25,2.5573618412017822
Joint,13,10,5,0.25,2.5573618412017822
Joint,13,11,5,0.25,2.5573618412017822
Joint,13,12,5,0.25,2.5573618412017822
Joint,13,13,5,0.25,2.5573618412017822
Joint,13,14,5,0.25,2.5573618412017822
Joint,13,15,5,0.25,2.5573618412017822
Joint,13,16,5,0.25,2.5573618412017822
Joint,13,17,5,0.25,2.5573618412017822
Joint,13,18,5,0.25,2.5573618412017822
Joint,13,19,5,0.25,2.5573618412017822
Joint,13,20,5,0.25,2.5573618412017822
Joint,14,0,5,0.25,1.7522382736206055
Joint,14,1,5,0.25,1.7522382736206055
Joint,14,2,5,0.25,1.7522382736206055
Joint,14,3,5,0.25,1.7522382736206055
Joint,14,4,5,0.25,1.7522382736206055
Joint,14,5,5,0.25,1.7522382736206055
Joint,14,6,5,0.25,1.7522382736206055
Joint,14,7,5,0.25,1.7522382736206055
Joint,14,8,5,0.25,1.7522382736206055
Joint,14,9,5,0.25,1.7522382736206055
Joint,14,10,5,0.25,1.7522382736206055
Joint,14,11,5,0.25,1.7522382736206055
Joint,14,12,5,0.25,1.7522382736206055
Joint,14,13,5,0.25,1.7522382736206055
Joint,14,14,5,0.25,1.7522382736206055
Joint,14,15,5,0.25,1.7522382736206055
Joint,14,16,5,0.25,1.7522382736206055
Joint,14,17,5,0.25,1.7522382736206055
Joint,14,18,5,0.25,1.7522382736206055
Joint,14,19,5,0.25,1.7522382736206055
Joint,14,20,5,0.25,1.7522382736206055
Joint,15,0,5,0.25,2.077695846557617
Joint,15,1,5,0.25,2.077695846557617
Joint,15,2,5,0.25,2.077695846557617
Joint,15,3,5,0.25,2.077695846557617
Joint,15,4,5,0.25,2.077695846557617
Joint,15,5,5,0.25,2.077695846557617
Joint,15,6,5,0.25,2.077695846557617
Joint,15,7,5,0.25,2.077695846557617
Joint,15,8,5,0.25,2.077695846557617
Joint,15,9,5,0.25,2.077695846557617
Joint,15,10,5,0.25,2.077695846557617
Joint,15,11,5,0.25,2.077695846557617
Joint,15,12,5,0.25,2.077695846557617
Joint,15,13,5,0.25,2.077695846557617
Joint,15,14,5,0.25,2.077695846557617
Joint,15,15,5,0.25,2.077695846557617
Joint,15,16,5,0.25,2.077695846557617
Joint,15,17,5,0.25,2.077695846557617
Joint,15,18,5,0.25,2.077695846557617
Joint,15,19,5,0.25,2.077695846557617
Joint,15,20,5,0.25,2.077695846557617
Joint,16,0,5,0.25,2.7317070960998535
Joint,16,1,5,0.25,2.7317070960998535
Joint,16,2,5,0.25,2.7317070960998535
Joint,16,3,5,0.25,2.7317070960998535
Joint,16,4,5,0.25,2.7317070960998535
Joint,16,5,5,0.25,2.7317070960998535
Joint,16,6,5,0.25,2.7317070960998535
Joint,16,7,5,0.25,2.7317070960998535
Joint,16,8,5,0.25,2.7317070960998535
Joint,16,9,5,0.25,2.7317070960998535
Joint,16,10,5,0.25,2.7317070960998535
Joint,16,11,5,0.25,2.7317070960998535
Joint,16,12,5,0.25,2.7317070960998535
Joint,16,13,5,0.25,2.7317070960998535
Joint,16,14,5,0.25,2.7317070960998535
Joint,16,15,5,0.25,2.7317070960998535
Joint,16,16,5,0.25,2.7317070960998535
Joint,16,17,5,0.25,2.7317070960998535
Joint,16,18,5,0.25,2.7317070960998535
Joint,16,19,5,0.25,2.7317070960998535
Joint,16,20,5,0.25,2.7317070960998535
Joint,17,0,5,0.25,2.099726676940918
Joint,17,1,5,0.25,2.099726676940918
Joint,17,2,5,0.25,2.099726676940918
Joint,17,3,5,0.25,2.099726676940918
Joint,17,4,5,0.25,2.099726676940918
Joint,17,5,5,0.25,2.099726676940918
Joint,17,6,5,0.25,2.099726676940918
Joint,17,7,5,0.25,2.099726676940918
Joint,17,8,5,0.25,2.099726676940918
Joint,17,9,5,0.25,2.099726676940918
Joint,17,10,5,0.25,2.099726676940918
Joint,17,11,5,0.25,2.099726676940918
Joint,17,12,5,0.25,2.099726676940918
Joint,17,13,5,0.25,2.099726676940918
Joint,17,14,5,0.25,2.099726676940918
Joint,17,15,5,0.25,2.099726676940918
Joint,17,16,5,0.25,2.099726676940918
Joint,17,17,5,0.25,2.099726676940918
Joint,17,18,5,0.25,2.099726676940918
Joint,17,19,5,0.25,2.099726676940918
Joint,17,20,5,0.25,2.099726676940918
Joint,18,0,5,0.25,2.2659831047058105
Joint,18,1,5,0.25,2.2659831047058105
Joint,18,2,5,0.25,2.2659831047058105
Joint,18,3,5,0.25,2.2659831047058105
Joint,18,4,5,0.25,2.2659831047058105
Joint,18,5,5,0.25,2.2659831047058105
Joint,18,6,5,0.25,2.2659831047058105
Joint,18,7,5,0.25,2.2659831047058105
Joint,18,8,5,0.25,2.503953456878662
Joint,18,9,5,0.25,2.503953456878662
Joint,18,10,5,0.25,2.503953456878662
Joint,18,11,5,0.25,2.503953456878662
Joint,18,12,5,0.25,2.503953456878662
Joint,18,13,5,0.25,2.503953456878662
Joint,18,14,5,0.25,2.503953456878662
Joint,18,15,5,0.25,2.503953456878662
Joint,18,16,5,0.25,2.503953456878662
Joint,18,17,5,0.25,2.503953456878662
Joint,18,18,5,0.25,2.503953456878662
Joint,18,19,5,0.25,2.503953456878662
Joint,18,20,5,0.25,2.503953456878662
Joint,19,0,5,0.25,2.5188798904418945
Joint,19,1,5,0.25,2.5188798904418945
Joint,19,2,5,0.25,2.5188798904418945
Joint,19,3,5,0.25,2.5188798904418945
Joint,19,4,5,0.25,2.5188798904418945
Joint,19,5,5,0.25,2.5188798904418945
Joint,19,6,5,0.25,2.5188798904418945
Joint,19,7,5,0.25,2.5188798904418945
Joint,19,8,5,0.25,2.5188798904418945
Joint,19,9,5,0.25,2.5188798904418945
Joint,19,10,5,0.25,2.5188798904418945
Joint,19,11,5,0.25,2.5188798904418945
Joint,19,12,5,0.25,2.5188798904418945
Joint,19,13,5,0.25,2.5188798904418945
Joint,19,14,5,0.25,2.5188798904418945
Joint,19,15,5,0.25,2.5188798904418945
Joint,19,16,5,0.25,2.5188798904418945
Joint,19,17,5,0.25,2.5188798904418945
Joint,19,18,5,0.25,2.5188798904418945
Joint,19,19,5,0.25,2.5188798904418945
Joint,19,20,5,0.25,2.5188798904418945
Joint,20,0,5,0.25,2.0315089225769043
Joint,20,1,5,0.25,2.0315089225769043
Joint,20,2,5,0.25,2.0315089225769043
Joint,20,3,5,0.25,2.0315089225769043
Joint,20,4,5,0.25,2.0315089225769043
Joint,20,5,5,0.25,2.0315089225769043
Joint,20,6,5,0.25,2.0315089225769043
Joint,20,7,5,0.25,2.0315089225769043
Joint,20,8,5,0.25,2.0315089225769043
Joint,20,9,5,0.25,2.0315089225769043
Joint,20,10,5,0.25,2.0315089225769043
Joint,20,11,5,0.25,2.0315089225769043
Joint,20,12,5,0.25,2.0315089225769043
Joint,20,13,5,0.25,2.0315089225769043
Joint,20,14,5,0.25,2.0315089225769043
Joint,20,15,5,0.25,2.0315089225769043
Joint,20,16,5,0.25,2.0315089225769043
Joint,20,17,5,0.25,2.0315089225769043
Joint,20,18,5,0.25,2.0315089225769043
Joint,20,19,5,0.25,2.0315089225769043
Joint,20,20,5,0.25,2.0315089225769043
Joint,1,0,10,0.25,3.730811595916748
Joint,1,1,10,0.25,3.730811595916748
Joint,1,2,10,0.25,3.730811595916748
Joint,1,3,10,0.25,3.730811595916748
Joint,1,4,10,0.25,3.730811595916748
Joint,1,5,10,0.25,3.730811595916748
Joint,1,6,10,0.25,3.730811595916748
Joint,1,7,10,0.25,3.730811595916748
Joint,1,8,10,0.25,3.730811595916748
Joint,1,9,10,0.25,3.730811595916748
Joint,1,10,10,0.25,3.730811595916748
Joint,1,11,10,0.25,3.730811595916748
Joint,1,12,10,0.25,3.730811595916748
Joint,1,13,10,0.25,3.730811595916748
Joint,1,14,10,0.25,3.730811595916748
Joint,1,15,10,0.25,3.730811595916748
Joint,1,16,10,0.25,3.730811595916748
Joint,1,17,10,0.25,3.730811595916748
Joint,1,18,10,0.25,3.730811595916748
Joint,1,19,10,0.25,3.730811595916748
Joint,1,20,10,0.25,3.730811595916748
Joint,2,0,10,0.25,3.466749429702759
Joint,2,1,10,0.25,3.466749429702759
Joint,2,2,10,0.25,3.466749429702759
Joint,2,3,10,0.25,3.466749429702759
Joint,2,4,10,0.25,3.466749429702759
Joint,2,5,10,0.25,3.466749429702759
Joint,2,6,10,0.25,3.466749429702759
Joint,2,7,10,0.25,3.466749429702759
Joint,2,8,10,0.25,3.466749429702759
Joint,2,9,10,0.25,3.466749429702759
Joint,2,10,10,0.25,3.466749429702759
Joint,2,11,10,0.25,3.466749429702759
Joint,2,12,10,0.25,3.466749429702759
Joint,2,13,10,0.25,3.466749429702759
Joint,2,14,10,0.25,3.466749429702759
Joint,2,15,10,0.25,3.466749429702759
Joint,2,16,10,0.25,3.466749429702759
Joint,2,17,10,0.25,3.466749429702759
Joint,2,18,10,0.25,3.466749429702759
Joint,2,19,10,0.25,3.466749429702759
Joint,2,20,10,0.25,3.466749429702759
Joint,3,0,10,0.25,1.8666458129882812
Joint,3,1,10,0.25,1.8666458129882812
Joint,3,2,10,0.25,1.8666458129882812
Joint,3,3,10,0.25,1.8666458129882812
Joint,3,4,10,0.25,1.8666458129882812
Joint,3,5,10,0.25,1.8666458129882812
Joint,3,6,10,0.25,1.8666458129882812
Joint,3,7,10,0.25,1.8666458129882812
Joint,3,8,10,0.25,1.8666458129882812
Joint,3,9,10,0.25,1.8666458129882812
Joint,3,10,10,0.25,1.8666458129882812
Joint,3,11,10,0.25,1.8666458129882812
Joint,3,12,10,0.25,1.8666458129882812
Joint,3,13,10,0.25,1.8666458129882812
Joint,3,14,10,0.25,1.8666458129882812
Joint,3,15,10,0.25,1.8666458129882812
Joint,3,16,10,0.25,1.8666458129882812
Joint,3,17,10,0.25,1.8666458129882812
Joint,3,18,10,0.25,1.8666458129882812
Joint,3,19,10,0.25,1.8666458129882812
Joint,3,20,10,0.25,1.8666458129882812
Joint,4,0,10,0.25,1.8718664646148682
Joint,4,1,10,0.25,1.8718664646148682
Joint,4,2,10,0.25,1.8718664646148682
Joint,4,3,10,0.25,1.8718664646148682
Joint,4,4,10,0.25,1.8718664646148682
Joint,4,5,10,0.25,1.8718664646148682
Joint,4,6,10,0.25,1.8718664646148682
Joint,4,7,10,0.25,1.8718664646148682
Joint,4,8,10,0.25,1.8718664646148682
Joint,4,9,10,0.25,1.8718664646148682
Joint,4,10,10,0.25,1.8718664646148682
Joint,4,11,10,0.25,1.8718664646148682
Joint,4,12,10,0.25,1.8718664646148682
Joint,4,13,10,0.25,1.8718664646148682
Joint,4,14,10,0.25,1.8718664646148682
Joint,4,15,10,0.25,1.8718664646148682
Joint,4,16,10,0.25,1.8718664646148682
Joint,4,17,10,0.25,1.8718664646148682
Joint,4,18,10,0.25,1.8718664646148682
Joint,4,19,10,0.25,1.8718664646148682
Joint,4,20,10,0.25,1.8718664646148682
Joint,5,0,10,0.25,1.914374589920044
Joint,5,1,10,0.25,1.914374589920044
Joint,5,2,10,0.25,1.914374589920044
Joint,5,3,10,0.25,1.914374589920044
Joint,5,4,10,0.25,1.914374589920044
Joint,5,5,10,0.25,1.914374589920044
Joint,5,6,10,0.25,1.914374589920044
Joint,5,7,10,0.25,1.914374589920044
Joint,5,8,10,0.25,1.914374589920044
Joint,5,9,10,0.25,1.914374589920044
Joint,5,10,10,0.25,1.914374589920044
Joint,5,11,10,0.25,1.914374589920044
Joint,5,12,10,0.25,1.914374589920044
Joint,5,13,10,0.25,1.914374589920044
Joint,5,14,10,0.25,1.914374589920044
Joint,5,15,10,0.25,1.914374589920044
Joint,5,16,10,0.25,1.914374589920044
Joint,5,17,10,0.25,1.914374589920044
Joint,5,18,10,0.25,1.914374589920044
Joint,5,19,10,0.25,1.914374589920044
Joint,5,20,10,0.25,1.914374589920044
Joint,6,0,10,0.25,3.4178121089935303
Joint,6,1,10,0.25,3.4178121089935303
Joint,6,2,10,0.25,3.4178121089935303
Joint,6,3,10,0.25,3.4178121089935303
Joint,6,4,10,0.25,3.4178121089935303
Joint,6,5,10,0.25,3.4178121089935303
Joint,6,6,10,0.25,3.4178121089935303
Joint,6,7,10,0.25,3.4178121089935303
Joint,6,8,10,0.25,3.4178121089935303
Joint,6,9,10,0.25,3.4178121089935303
Joint,6,10,10,0.25,3.4178121089935303
Joint,6,11,10,0.25,3.4178121089935303
Joint,6,12,10,0.25,3.4178121089935303
Joint,6,13,10,0.25,3.4178121089935303
Joint,6,14,10,0.25,3.4178121089935303
Joint,6,15,10,0.25,3.4178121089935303
Joint,6,16,10,0.25,3.4178121089935303
Joint,6,17,10,0.25,3.4178121089935303
Joint,6,18,10,0.25,3.4178121089935303
Joint,6,19,10,0.25,3.4178121089935303
Joint,6,20,10,0.25,3.4178121089935303
Joint,7,0,10,0.25,2.1185061931610107
Joint,7,1,10,0.25,2.1185061931610107
Joint,7,2,10,0.25,2.1185061931610107
Joint,7,3,10,0.25,2.1185061931610107
Joint,7,4,10,0.25,2.1185061931610107
Joint,7,5,10,0.25,2.1185061931610107
Joint,7,6,10,0.25,2.1185061931610107
Joint,7,7,10,0.25,2.1185061931610107
Joint,7,8,10,0.25,2.1185061931610107
Joint,7,9,10,0.25,2.1185061931610107
Joint,7,10,10,0.25,2.1185061931610107
Joint,7,11,10,0.25,2.1185061931610107
Joint,7,12,10,0.25,2.1185061931610107
Joint,7,13,10,0.25,2.1185061931610107
Joint,7,14,10,0.25,2.1185061931610107
Joint,7,15,10,0.25,2.1185061931610107
Joint,7,16,10,0.25,2.1185061931610107
Joint,7,17,10,0.25,2.1185061931610107
Joint,7,18,10,0.25,2.1185061931610107
Joint,7,19,10,0.25,2.1185061931610107
Joint,7,20,10,0.25,2.1185061931610107
Joint,8,0,10,0.25,2.33473801612854
Joint,8,1,10,0.25,2.33473801612854
Joint,8,2,10,0.25,2.33473801612854
Joint,8,3,10,0.25,2.33473801612854
Joint,8,4,10,0.25,2.33473801612854
Joint,8,5,10,0.25,2.33473801612854
Joint,8,6,10,0.25,2.33473801612854
Joint,8,7,10,0.25,2.33473801612854
Joint,8,8,10,0.25,2.33473801612854
Joint,8,9,10,0.25,2.33473801612854
Joint,8,10,10,0.25,2.33473801612854
Joint,8,11,10,0.25,2.33473801612854
Joint,8,12,10,0.25,2.33473801612854
Joint,8,13,10,0.25,2.33473801612854
Joint,8,14,10,0.25,2.33473801612854
Joint,8,15,10,0.25,2.33473801612854
Joint,8,16,10,0.25,2.33473801612854
Joint,8,17,10,0.25,2.33473801612854
Joint,8,18,10,0.25,2.33473801612854
Joint,8,19,10,0.25,2.33473801612854
Joint,8,20,10,0.25,2.33473801612854
Joint,9,0,10,0.25,2.328313112258911
Joint,9,1,10,0.25,2.328313112258911
Joint,9,2,10,0.25,2.328313112258911
Joint,9,3,10,0.25,2.328313112258911
Joint,9,4,10,0.25,2.328313112258911
Joint,9,5,10,0.25,2.328313112258911
Joint,9,6,10,0.25,2.328313112258911
Joint,9,7,10,0.25,2.665440320968628
Joint,9,8,10,0.25,2.665440320968628
Joint,9,9,10,0.25,2.665440320968628
Joint,9,10,10,0.25,2.665440320968628
Joint,9,11,10,0.25,2.665440320968628
Joint,9,12,10,0.25,2.665440320968628
Joint,9,13,10,0.25,2.665440320968628
Joint,9,14,10,0.25,2.665440320968628
Joint,9,15,10,0.25,2.665440320968628
Joint,9,16,10,0.25,2.665440320968628
Joint,9,17,10,0.25,2.665440320968628
Joint,9,18,10,0.25,2.665440320968628
Joint,9,19,10,0.25,2.665440320968628
Joint,9,20,10,0.25,2.665440320968628
Joint,10,0,10,0.25,1.88503098487854
Joint,10,1,10,0.25,1.88503098487854
Joint,10,2,10,0.25,1.88503098487854
Joint,10,3,10,0.25,1.88503098487854
Joint,10,4,10,0.25,1.88503098487854
Joint,10,5,10,0.25,1.88503098487854
Joint,10,6,10,0.25,1.88503098487854
Joint,10,7,10,0.25,1.88503098487854
Joint,10,8,10,0.25,1.88503098487854
Joint,10,9,10,0.25,1.88503098487854
Joint,10,10,10,0.25,1.88503098487854
Joint,10,11,10,0.25,1.88503098487854
Joint,10,12,10,0.25,1.88503098487854
Joint,10,13,10,0.25,1.88503098487854
Joint,10,14,10,0.25,1.88503098487854
Joint,10,15,10,0.25,1.88503098487854
Joint,10,16,10,0.25,1.88503098487854
Joint,10,17,10,0.25,1.88503098487854
Joint,10,18,10,0.25,1.88503098487854
Joint,10,19,10,0.25,1.88503098487854
Joint,10,20,10,0.25,1.88503098487854
Joint,11,0,10,0.25,1.962877631187439
Joint,11,1,10,0.25,1.962877631187439
Joint,11,2,10,0.25,1.962877631187439
Joint,11,3,10,0.25,1.962877631187439
Joint,11,4,10,0.25,1.962877631187439
Joint,11,5,10,0.25,1.962877631187439
Joint,11,6,10,0.25,1.962877631187439
Joint,11,7,10,0.25,1.962877631187439
Joint,11,8,10,0.25,1.962877631187439
Joint,11,9,10,0.25,1.962877631187439
Joint,11,10,10,0.25,1.962877631187439
Joint,11,11,10,0.25,1.962877631187439
Joint,11,12,10,0.25,1.962877631187439
Joint,11,13,10,0.25,1.962877631187439
Joint,11,14,10,0.25,1.962877631187439
Joint,11,15,10,0.25,1.962877631187439
Joint,11,16,10,0.25,1.962877631187439
Joint,11,17,10,0.25,1.962877631187439
Joint,11,18,10,0.25,1.962877631187439
Joint,11,19,10,0.25,1.962877631187439
Joint,11,20,10,0.25,1.962877631187439
Joint,12,0,10,0.25,3.0033762454986572
Joint,12,1,10,0.25,3.0033762454986572
Joint,12,2,10,0.25,3.0033762454986572
Joint,12,3,10,0.25,3.0033762454986572
Joint,12,4,10,0.25,3.0033762454986572
Joint,12,5,10,0.25,3.0033762454986572
Joint,12,6,10,0.25,3.0033762454986572
Joint,12,7,10,0.25,3.0033762454986572
Joint,12,8,10,0.25,3.0033762454986572
Joint,12,9,10,0.25,3.0033762454986572
Joint,12,10,10,0.25,3.0033762454986572
Joint,12,11,10,0.25,3.0033762454986572
Joint,12,12,10,0.25,3.0033762454986572
Joint,12,13,10,0.25,3.0033762454986572
Joint,12,14,10,0.25,3.0033762454986572
Joint,12,15,10,0.25,3.0033762454986572
Joint,12,16,10,0.25,3.0033762454986572
Joint,12,17,10,0.25,3.0033762454986572
Joint,12,18,10,0.25,3.0033762454986572
Joint,12,19,10,0.25,3.0033762454986572
Joint,12,20,10,0.25,3.0033762454986572
Joint,13,0,10,0.25,2.4952170848846436
Joint,13,1,10,0.25,2.4952170848846436
Joint,13,2,10,0.25,2.4952170848846436
Joint,13,3,10,0.25,2.4952170848846436
Joint,13,4,10,0.25,2.4952170848846436
Joint,13,5,10,0.25,2.4952170848846436
Joint,13,6,10,0.25,2.4952170848846436
Joint,13,7,10,0.25,2.4952170848846436
Joint,13,8,10,0.25,2.4952170848846436
Joint,13,9,10,0.25,2.4952170848846436
Joint,13,10,10,0.25,2.4952170848846436
Joint,13,11,10,0.25,2.4952170848846436
Joint,13,12,10,0.25,2.4952170848846436
Joint,13,13,10,0.25,2.4952170848846436
Joint,13,14,10,0.25,2.4952170848846436
Joint,13,15,10,0.25,2.4952170848846436
Joint,13,16,10,0.25,2.4952170848846436
Joint,13,17,10,0.25,2.4952170848846436
Joint,13,18,10,0.25,2.4952170848846436
Joint,13,19,10,0.25,2.4952170848846436
Joint,13,20,10,0.25,2.4952170848846436
Joint,14,0,10,0.25,2.5923662185668945
Joint,14,1,10,0.25,2.5923662185668945
Joint,14,2,10,0.25,2.5923662185668945
Joint,14,3,10,0.25,2.5923662185668945
Joint,14,4,10,0.25,2.5923662185668945
Joint,14,5,10,0.25,2.5923662185668945
Joint,14,6,10,0.25,2.5923662185668945
Joint,14,7,10,0.25,2.5923662185668945
Joint,14,8,10,0.25,2.5923662185668945
Joint,14,9,10,0.25,2.5923662185668945
Joint,14,10,10,0.25,2.5923662185668945
Joint,14,11,10,0.25,2.5923662185668945
Joint,14,12,10,0.25,2.5923662185668945
Joint,14,13,10,0.25,2.5923662185668945
Joint,14,14,10,0.25,2.5923662185668945
Joint,14,15,10,0.25,2.5923662185668945
Joint,14,16,10,0.25,2.5923662185668945
Joint,14,17,10,0.25,2.5923662185668945
Joint,14,18,10,0.25,2.5923662185668945
Joint,14,19,10,0.25,2.5923662185668945
Joint,14,20,10,0.25,2.5923662185668945
Joint,15,0,10,0.25,1.9725823402404785
Joint,15,1,10,0.25,1.9725823402404785
Joint,15,2,10,0.25,1.9725823402404785
Joint,15,3,10,0.25,1.9725823402404785
Joint,15,4,10,0.25,1.9725823402404785
Joint,15,5,10,0.25,1.9725823402404785
Joint,15,6,10,0.25,1.9725823402404785
Joint,15,7,10,0.25,1.9725823402404785
Joint,15,8,10,0.25,1.9725823402404785
Joint,15,9,10,0.25,1.9725823402404785
Joint,15,10,10,0.25,1.9725823402404785
Joint,15,11,10,0.25,1.9725823402404785
Joint,15,12,10,0.25,1.9725823402404785
Joint,15,13,10,0.25,1.9725823402404785
Joint,15,14,10,0.25,2.186755418777466
Joint,15,15,10,0.25,2.186755418777466
Joint,15,16,10,0.25,2.186755418777466
Joint,15,17,10,0.25,2.186755418777466
Joint,15,18,10,0.25,2.186755418777466
Joint,15,19,10,0.25,2.186755418777466
Joint,15,20,10,0.25,2.186755418777466
Joint,16,0,10,0.25,2.4666271209716797
Joint,16,1,10,0.25,2.4666271209716797
Joint,16,2,10,0.25,2.4666271209716797
Joint,16,3,10,0.25,2.4666271209716797
Joint,16,4,10,0.25,2.4666271209716797
Joint,16,5,10,0.25,2.4666271209716797
Joint,16,6,10,0.25,2.4666271209716797
Joint,16,7,10,0.25,2.4666271209716797
Joint,16,8,10,0.25,2.4666271209716797
Joint,16,9,10,0.25,2.4666271209716797
Joint,16,10,10,0.25,2.4666271209716797
Joint,16,11,10,0.25,2.4666271209716797
Joint,16,12,10,0.25,2.4666271209716797
Joint,16,13,10,0.25,2.4666271209716797
Joint,16,14,10,0.25,2.4666271209716797
Joint,16,15,10,0.25,2.4666271209716797
Joint,16,16,10,0.25,2.4666271209716797
Joint,16,17,10,0.25,2.4666271209716797
Joint,16,18,10,0.25,2.4666271209716797
Joint,16,19,10,0.25,2.4666271209716797
Joint,16,20,10,0.25,2.4666271209716797
Joint,17,0,10,0.25,1.780723214149475
Joint,17,1,10,0.25,1.780723214149475
Joint,17,2,10,0.25,1.780723214149475
Joint,17,3,10,0.25,1.780723214149475
Joint,17,4,10,0.25,1.780723214149475
Joint,17,5,10,0.25,1.780723214149475
Joint,17,6,10,0.25,1.780723214149475
Joint,17,7,10,0.25,1.780723214149475
Joint,17,8,10,0.25,1.780723214149475
Joint,17,9,10,0.25,1.780723214149475
Joint,17,10,10,0.25,1.780723214149475
Joint,17,11,10,0.25,1.780723214149475
Joint,17,12,10,0.25,1.780723214149475
Joint,17,13,10,0.25,1.780723214149475
Joint,17,14,10,0.25,1.780723214149475
Joint,17,15,10,0.25,1.780723214149475
Joint,17,16,10,0.25,1.780723214149475
Joint,17,17,10,0.25,1.780723214149475
Joint,17,18,10,0.25,1.780723214149475
Joint,17,19,10,0.25,1.780723214149475
Joint,17,20,10,0.25,1.780723214149475
Joint,18,0,10,0.25,2.421628713607788
Joint,18,1,10,0.25,2.421628713607788
Joint,18,2,10,0.25,2.421628713607788
Joint,18,3,10,0.25,2.421628713607788
Joint,18,4,10,0.25,2.421628713607788
Joint,18,5,10,0.25,2.421628713607788
Joint,18,6,10,0.25,2.421628713607788
Joint,18,7,10,0.25,2.421628713607788
Joint,18,8,10,0.25,2.421628713607788
Joint,18,9,10,0.25,2.421628713607788
Joint,18,10,10,0.25,2.421628713607788
Joint,18,11,10,0.25,2.421628713607788
Joint,18,12,10,0.25,2.421628713607788
Joint,18,13,10,0.25,2.421628713607788
Joint,18,14,10,0.25,2.421628713607788
Joint,18,15,10,0.25,2.421628713607788
Joint,18,16,10,0.25,2.421628713607788
Joint,18,17,10,0.25,2.421628713607788
Joint,18,18,10,0.25,2.421628713607788
Joint,18,19,10,0.25,2.421628713607788
Joint,18,20,10,0.25,2.421628713607788
Joint,19,0,10,0.25,2.133005380630493
Joint,19,1,10,0.25,2.133005380630493
Joint,19,2,10,0.25,2.133005380630493
Joint,19,3,10,0.25,2.133005380630493
Joint,19,4,10,0.25,2.133005380630493
Joint,19,5,10,0.25,2.133005380630493
Joint,19,6,10,0.25,2.133005380630493
Joint,19,7,10,0.25,2.133005380630493
Joint,19,8,10,0.25,2.133005380630493
Joint,19,9,10,0.25,2.133005380630493
Joint,19,10,10,0.25,2.133005380630493
Joint,19,11,10,0.25,2.133005380630493
Joint,19,12,10,0.25,2.133005380630493
Joint,19,13,10,0.25,2.133005380630493
Joint,19,14,10,0.25,2.133005380630493
Joint,19,15,10,0.25,2.133005380630493
Joint,19,16,10,0.25,2.133005380630493
Joint,19,17,10,0.25,2.133005380630493
Joint,19,18,10,0.25,2.133005380630493
