Method,Simulation,Epoch,N,Actions,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest,cpuTime
Separate,1,10,100,15,0.0,"[[2.100632905960083, 5.738411903381348, 2.553149938583374, 3.6264259815216064, 3.9796266555786133, 5.8401360511779785]]",4.210009574890137,0.010245000943541527,2.3767406940460205,2.3767406940460205,24.559264395000355
Separate,1,11,100,15,0.0,"[[4.273678302764893, 4.558886528015137, 1.5794378519058228, 4.658127307891846, 3.9225823879241943, 4.541506290435791]]",3.771406888961792,0.006103895604610443,2.3767406940460205,2.3767406940460205,24.587520066997968
Separate,1,12,100,15,0.0,"[[2.476029872894287, 3.9787204265594482, 1.875697135925293, 3.3037784099578857, 5.2024030685424805, 5.931332111358643]]",2.307068109512329,0.0037541761994361877,2.3767406940460205,2.3767406940460205,24.76372087799973
Separate,1,13,100,15,0.0,"[[2.6914546489715576, 2.6963257789611816, 1.7291228771209717, 4.566140651702881, 4.194727420806885, 4.070466041564941]]",3.096306562423706,0.0017707959050312638,2.3767406940460205,2.3767406940460205,24.66468890899705
Separate,1,14,100,15,0.0,"[[3.7687747478485107, 2.7895755767822266, 0.5074264407157898, 4.462551116943359, 2.762944459915161, 2.5608582496643066]]",3.7769200801849365,0.001987281022593379,2.3767406940460205,2.3767406940460205,24.871119743002055
Separate,1,15,100,15,0.0,"[[5.980620384216309, 1.7863678932189941, 3.6330316066741943, 2.1102519035339355, 3.558725118637085, 4.561012268066406]]",3.8033430576324463,0.006510084494948387,2.3767406940460205,2.3767406940460205,24.881797786001698
Separate,1,16,100,15,0.0,"[[1.4592853784561157, 4.526370048522949, 4.6561384201049805, 3.648116111755371, 4.263045310974121, 4.358341693878174]]",3.2267959117889404,0.007793004158884287,2.3767406940460205,2.3767406940460205,25.0195372149974
Separate,1,17,100,15,0.0,"[[2.826448678970337, 3.755385160446167, 3.511390209197998, 2.0179197788238525, 3.881713628768921, 2.855464458465576]]",4.484811305999756,0.012737641111016273,2.3767406940460205,2.3767406940460205,25.04650076800317
Separate,1,18,100,15,0.0,"[[2.7636678218841553, 2.8641998767852783, 5.224238872528076, 2.408111095428467, 4.335858345031738, 1.121819019317627]]",3.007678985595703,0.010102654807269573,2.3767406940460205,2.3767406940460205,25.182317063001392
Separate,1,19,100,15,0.0,"[[4.842686176300049, 3.7862274646759033, 0.7578346133232117, 3.2249717712402344, 2.3763749599456787, 3.6734275817871094]]",5.142705917358398,0.01399916596710682,2.3767406940460205,2.3767406940460205,25.245049208999262
Separate,1,20,100,15,0.0,"[[3.7534923553466797, 3.773210048675537, 1.4123075008392334, 4.486027717590332, 8.034956932067871, 4.936774730682373]]",3.081820249557495,0.8420448303222656,2.3767406940460205,2.3767406940460205,25.385378471000877
Separate,1,21,100,15,0.0,"[[2.9236316680908203, 3.6751041412353516, 2.8151142597198486, 5.941268444061279, 5.242727756500244, 5.699849605560303]]",3.3072519302368164,0.015936044976115227,2.3767406940460205,2.3767406940460205,25.309995741998137
Separate,1,22,100,15,0.0,"[[4.630918025970459, 4.384590148925781, 5.765932559967041, 4.621089935302734, 2.874739170074463, 2.298797369003296]]",4.7184739112854,0.012108270078897476,2.3767406940460205,2.3767406940460205,25.559046961003332
Separate,1,23,100,15,0.0,"[[4.2853922843933105, 5.020313739776611, 3.1125552654266357, 4.306752681732178, 3.1006503105163574, 4.99704647064209]]",4.3840227127075195,0.028023943305015564,2.3767406940460205,2.3767406940460205,25.554672968995874
Separate,1,24,100,15,0.0,"[[2.9905803203582764, 4.541266441345215, 3.639824628829956, 2.4806246757507324, 1.881507396697998, 3.891697883605957]]",2.629556894302368,0.0203427542001009,2.3767406940460205,2.3767406940460205,25.66171760999714
Separate,1,25,100,15,0.0,"[[2.1199569702148438, 2.995001792907715, 1.728837251663208, 3.486262321472168, 3.083144187927246, 3.428933620452881]]",4.3218560218811035,0.02645770274102688,2.3767406940460205,2.3767406940460205,25.642585709996638
Separate,1,26,100,15,0.0,"[[2.685059070587158, 6.232916831970215, 2.643969774246216, 4.477914333343506, 3.8829782009124756, 4.262160301208496]]",3.6579694747924805,0.011403754353523254,2.3767406940460205,2.3767406940460205,25.920648582003196
Separate,1,27,100,15,0.0,"[[6.022548198699951, 2.8489160537719727, 3.5618233680725098, 3.2784407138824463, 3.2962231636047363, 3.209481954574585]]",2.6274943351745605,0.009552801959216595,2.3767406940460205,2.3767406940460205,25.95772247199784
Separate,1,28,100,15,0.0,"[[4.752706050872803, 2.6025643348693848, 1.5526723861694336, 2.2048699855804443, 4.23980188369751, 4.997282981872559]]",1.6101768016815186,0.007633835542947054,2.3767406940460205,2.3767406940460205,26.048890143996687
Separate,1,29,100,15,0.0,"[[1.273868203163147, 3.8319976329803467, 3.314565896987915, 3.96091890335083, 3.4490952491760254, 4.444524765014648]]",4.301937580108643,0.017446104437112808,2.3767406940460205,2.3767406940460205,28.712142166004924
Separate,1,30,100,15,0.0,"[[4.135653018951416, 2.7567243576049805, 3.026298999786377, 3.278210401535034, 2.3032262325286865, 6.669365882873535]]",4.046485424041748,0.01995168626308441,2.3767406940460205,2.3767406940460205,26.836726060006185
Separate,1,31,100,15,0.0,"[[4.359635353088379, 2.7676095962524414, 4.098023891448975, 3.451118230819702, 4.896280288696289, 3.152838945388794]]",5.911306381225586,0.06699176877737045,2.3767406940460205,2.3767406940460205,28.200262725003995
Separate,1,32,100,15,0.0,"[[3.7194175720214844, 3.5789568424224854, 2.6266987323760986, 1.2816519737243652, 4.031388759613037, 2.366234302520752]]",3.081014394760132,0.0065004839561879635,2.3767406940460205,2.3767406940460205,40.09805243500159
Separate,1,33,100,15,0.0,"[[2.466097831726074, 5.830157279968262, 2.4726850986480713, 3.0930919647216797, 3.9025866985321045, 5.39876127243042]]",4.433739185333252,0.01028591301292181,2.3767406940460205,2.3767406940460205,35.85156008999911
Separate,1,34,100,15,0.0,"[[0.8397650718688965, 3.51853084564209, 2.5995516777038574, 2.673015594482422, 4.155490875244141, 3.088008403778076]]",2.7070727348327637,0.013973311521112919,2.3767406940460205,2.3767406940460205,34.64431912100554
Separate,1,35,100,15,0.0,"[[3.2086758613586426, 3.4865686893463135, 3.6810102462768555, 1.7155532836914062, 1.8094422817230225, 3.346862316131592]]",3.3796236515045166,0.010876805521547794,2.3767406940460205,2.3767406940460205,27.352828387003683
Separate,1,36,100,15,0.0,"[[1.7646982669830322, 4.0885539054870605, 1.2610172033309937, 4.1296186447143555, 2.254793882369995, 3.4053871631622314]]",2.980384588241577,0.008851001039147377,2.3767406940460205,2.3767406940460205,28.958284578999155
Separate,1,37,100,15,0.0,"[[3.694617986679077, 5.1844401359558105, 2.2507829666137695, 5.295948505401611, 4.91534948348999, 4.462581157684326]]",5.544219970703125,0.02823571115732193,2.3767406940460205,2.3767406940460205,28.572355588999926
Separate,1,38,100,15,0.0,"[[1.557133674621582, 2.40789794921875, 2.056553602218628, 3.321018934249878, 4.81576681137085, 3.0391628742218018]]",2.472421169281006,0.005700498819351196,2.3767406940460205,2.3767406940460205,29.82079410800361
Separate,1,39,100,15,0.0,"[[2.3695006370544434, 2.7760064601898193, 3.260960102081299, 2.23594069480896, 5.3727803230285645, 3.9088449478149414]]",3.5278077125549316,0.010520913638174534,2.3767406940460205,2.3767406940460205,28.32097190800414
Separate,1,40,100,15,0.0,"[[1.1265618801116943, 2.6541714668273926, 3.8268489837646484, 2.9334585666656494, 4.645036220550537, 5.538026332855225]]",3.2812137603759766,0.018095556646585464,2.3767406940460205,2.3767406940460205,32.568827394003165
Separate,1,41,100,15,0.0,"[[2.094097137451172, 1.750723958015442, 4.53773307800293, 2.1619505882263184, 2.8972890377044678, 2.039008378982544]]",1.6734368801116943,0.007919310592114925,2.3767406940460205,2.3767406940460205,28.807240843998443
Separate,1,42,100,15,0.0,"[[2.086179494857788, 5.081979274749756, 2.37015962600708, 2.9287829399108887, 5.297359943389893, 4.943397045135498]]",2.2089743614196777,0.015613003633916378,2.3767406940460205,2.3767406940460205,28.25204361899523
Separate,1,43,100,15,0.0,"[[1.9840224981307983, 1.5821692943572998, 4.0841383934021, 4.416889190673828, 1.7840454578399658, 2.5470638275146484]]",2.304988384246826,0.0025812650565057993,2.3767406940460205,2.3767406940460205,28.860131323999667
Separate,1,44,100,15,0.0,"[[4.493625640869141, 2.8567376136779785, 1.393673062324524, 3.6158957481384277, 4.690891742706299, 4.395293235778809]]",2.887765407562256,0.009413298219442368,2.3767406940460205,2.3767406940460205,28.835225845999958
Separate,1,45,100,15,0.0,"[[3.990522861480713, 2.578850030899048, 2.013698101043701, 3.101905107498169, 4.364880561828613, 3.3493783473968506]]",4.496013641357422,0.01421385444700718,2.3767406940460205,2.3767406940460205,27.858150954001758
Separate,1,46,100,15,0.0,"[[2.623408317565918, 2.7768123149871826, 2.802677631378174, 3.622912883758545, 3.4300949573516846, 4.647132396697998]]",3.701306104660034,0.04001226648688316,2.3767406940460205,2.3767406940460205,28.457927047995327
Separate,1,47,100,15,0.0,"[[4.0020551681518555, 1.234122395515442, 4.800062656402588, 3.6003787517547607, 4.135944843292236, 2.944866895675659]]",4.284348011016846,0.029356513172388077,2.3767406940460205,2.3767406940460205,30.77187017899996
Separate,1,48,100,15,0.0,"[[3.2783396244049072, 4.467850208282471, 2.633538246154785, 2.810035228729248, 2.1884071826934814, 1.599468469619751]]",3.5667099952697754,0.013465243391692638,2.3767406940460205,2.3767406940460205,28.803029779999633
Separate,1,49,100,15,0.0,"[[5.260281085968018, 5.530301094055176, 1.4172953367233276, 3.134122848510742, 2.064098358154297, 5.720523357391357]]",3.3570456504821777,0.011310537345707417,2.3767406940460205,2.3767406940460205,29.869410343999334
Separate,1,50,100,15,0.0,"[[2.934699773788452, 4.475588321685791, 2.8933145999908447, 4.53654670715332, 1.5419811010360718, 4.806237697601318]]",3.373443365097046,0.01795012876391411,2.3767406940460205,2.3767406940460205,28.246936027993797
Separate,1,51,100,15,0.0,"[[2.5651726722717285, 2.5975003242492676, 1.1917221546173096, 4.876358985900879, 3.3624041080474854, 4.560110569000244]]",3.6949143409729004,0.015487630851566792,2.3767406940460205,2.3767406940460205,28.29129522600124
Separate,1,52,100,15,0.0,"[[0.8422647714614868, 2.2592766284942627, 2.891113758087158, 1.8698043823242188, 4.001089572906494, 3.11736798286438]]",3.447507619857788,0.016231125220656395,2.3767406940460205,2.3767406940460205,29.59665864099952
Separate,1,53,100,15,0.0,"[[1.4705259799957275, 3.342244863510132, 1.7612216472625732, 1.087967872619629, 4.697612762451172, 2.5508177280426025]]",2.9963572025299072,0.007306734565645456,2.3767406940460205,2.3767406940460205,29.093842791997304
Separate,1,54,100,15,0.0,"[[0.6268932223320007, 2.7006547451019287, 1.6625640392303467, 3.5087027549743652, 2.9937760829925537, 2.588733196258545]]",3.4114646911621094,0.0067784423008561134,2.3767406940460205,2.3767406940460205,28.677472228002443
Separate,1,55,100,15,0.0,"[[1.7111811637878418, 4.316250801086426, 1.9949716329574585, 4.400139331817627, 0.8592865467071533, 4.258805274963379]]",4.974602699279785,0.014248454011976719,2.3767406940460205,2.3767406940460205,30.03323879399977
Separate,1,56,100,15,0.0,"[[4.769818305969238, 1.8813992738723755, 4.439350128173828, 3.6188230514526367, 3.3790175914764404, 3.601625680923462]]",3.6956567764282227,0.0121323736384511,2.3767406940460205,2.3767406940460205,29.577055107998603
Separate,1,57,100,15,0.0,"[[3.181518316268921, 2.7183940410614014, 1.680739164352417, 3.872056484222412, 1.375727891921997, 3.467695474624634]]",4.697667121887207,0.011214668862521648,2.3767406940460205,2.3767406940460205,29.307548030999897
Separate,1,58,100,15,0.0,"[[2.5755181312561035, 3.575908899307251, 2.4195356369018555, 3.7307047843933105, 0.7650516629219055, 2.3635482788085938]]",2.343798875808716,0.006418087054044008,2.3767406940460205,2.3767406940460205,30.1582179659963
Separate,1,59,100,15,0.0,"[[5.370029449462891, 6.350996494293213, 4.3482584953308105, 2.433774709701538, 4.6565470695495605, 5.064107894897461]]",2.728327989578247,0.017132502049207687,2.3767406940460205,2.3767406940460205,31.366423652005324
Separate,1,60,100,15,0.0,"[[3.187372922897339, 4.259568214416504, 1.626380205154419, 2.3864505290985107, 1.8012783527374268, 3.7114193439483643]]",3.370619058609009,0.02881680801510811,2.3767406940460205,2.3767406940460205,30.179464202003146
Separate,1,61,100,15,0.0,"[[1.459086537361145, 4.674505233764648, 2.3077075481414795, 3.4752073287963867, 4.0736823081970215, 3.498365640640259]]",4.786194324493408,0.014288168400526047,2.3767406940460205,2.3767406940460205,31.98375054400094
Separate,1,62,100,15,0.0,"[[2.0717029571533203, 4.629744529724121, 2.7016098499298096, 2.5567660331726074, 3.2492706775665283, 1.6638052463531494]]",3.594083786010742,0.009302875958383083,2.3767406940460205,2.3767406940460205,30.13586421400396
Separate,1,63,100,15,0.0,"[[4.853100776672363, 5.113274574279785, 3.008624315261841, 3.141507863998413, 2.280278205871582, 4.119272708892822]]",3.4403235912323,0.0183761864900589,2.3767406940460205,2.3767406940460205,30.01786575999722
Separate,1,64,100,15,0.0,"[[3.020458221435547, 3.490823268890381, 2.6936774253845215, 1.6680355072021484, 3.871629476547241, 3.585165023803711]]",3.441251516342163,0.0158438328653574,2.3767406940460205,2.3767406940460205,29.739879098997335
Separate,1,65,100,15,0.0,"[[1.9044724702835083, 4.948545455932617, 2.0499982833862305, 4.680436134338379, 3.1905739307403564, 4.577953338623047]]",3.316981792449951,0.01503404788672924,2.3767406940460205,2.3767406940460205,29.63512200799596
Separate,1,66,100,15,0.0,"[[2.6256582736968994, 4.002044677734375, 2.467379570007324, 2.4901626110076904, 3.096876621246338, 2.1311779022216797]]",4.728288173675537,0.012744535692036152,2.3767406940460205,2.3767406940460205,29.673280351998983
Separate,1,67,100,15,0.0,"[[4.806907653808594, 4.218212604522705, 3.6172242164611816, 4.657973289489746, 2.835967779159546, 5.196707248687744]]",3.2285614013671875,0.021411187946796417,2.3767406940460205,2.3767406940460205,29.224078781997378
Separate,1,68,100,15,0.0,"[[2.599118232727051, 4.107292175292969, 3.26518177986145, 4.4999895095825195, 2.1492183208465576, 3.995391845703125]]",2.6918818950653076,0.023571282625198364,2.3767406940460205,2.3767406940460205,37.06689588899462
Separate,1,69,100,15,0.0,"[[4.55214262008667, 3.4764161109924316, 1.291224718093872, 3.011641502380371, 2.3066768646240234, 3.310480833053589]]",2.9941301345825195,0.007407934404909611,2.3767406940460205,2.3767406940460205,29.99427267399733
Separate,1,70,100,15,0.0,"[[4.898892402648926, 2.94036865234375, 5.940073490142822, 5.699683666229248, 4.223962783813477, 1.375277042388916]]",5.017258167266846,0.014585737138986588,2.3767406940460205,2.3767406940460205,30.32401559400023
Separate,1,71,100,15,0.0,"[[5.725225448608398, 1.939591646194458, 2.2120699882507324, 5.1016364097595215, 3.765282392501831, 2.8529975414276123]]",2.5580649375915527,0.018306907266378403,2.3767406940460205,2.3767406940460205,29.286477004003245
Separate,1,72,100,15,0.0,"[[3.318814516067505, 4.122246742248535, 1.7913196086883545, 4.677592754364014, 3.5088043212890625, 2.0998036861419678]]",4.924999713897705,0.02661999501287937,2.3767406940460205,2.3767406940460205,32.63003340399882
Separate,1,73,100,15,0.0,"[[3.949652671813965, 1.1627182960510254, 2.6584057807922363, 4.366392612457275, 3.640496253967285, 2.485968589782715]]",3.717559814453125,0.016897231340408325,2.3767406940460205,2.3767406940460205,30.099213575005706
Separate,1,74,100,15,0.0,"[[2.4701051712036133, 4.338334560394287, 2.360013723373413, 2.823599100112915, 5.781998634338379, 4.706495761871338]]",2.215627431869507,0.01758727617561817,2.3767406940460205,2.3767406940460205,30.01307205100602
Separate,1,75,100,15,0.0,"[[3.673182964324951, 4.4111104011535645, 4.442794322967529, 3.153541326522827, 3.2164366245269775, 3.5711660385131836]]",3.8528218269348145,0.030931148678064346,2.3767406940460205,2.3767406940460205,30.260510971005715
Separate,1,76,100,15,0.0,"[[4.47178316116333, 5.227839946746826, 3.742398977279663, 4.5929975509643555, 3.9923768043518066, 2.236665725708008]]",3.985261917114258,0.023456506431102753,2.3767406940460205,2.3767406940460205,29.898305629001698
Separate,1,77,100,15,0.0,"[[5.598235130310059, 4.083045482635498, 4.063597679138184, 3.2581586837768555, 1.0810301303863525, 3.0992319583892822]]",3.250638961791992,0.01184431929141283,2.3767406940460205,2.3767406940460205,30.41193461099465
Separate,1,78,100,15,0.0,"[[2.0817859172821045, 4.814468860626221, 2.3827407360076904, 1.8726681470870972, 4.194328308105469, 3.7007129192352295]]",4.21067476272583,0.01903785765171051,2.3767406940460205,2.3767406940460205,30.29261578900332
Separate,1,79,100,15,0.0,"[[2.8387858867645264, 4.604425430297852, 2.779207706451416, 3.4775118827819824, 1.6995248794555664, 2.143829822540283]]",6.14968729019165,0.017114918678998947,2.3767406940460205,2.3767406940460205,31.78234851000161
Separate,1,80,100,15,0.0,"[[2.9459099769592285, 1.9519706964492798, 2.426677703857422, 2.72249698638916, 3.320265531539917, 2.6152701377868652]]",2.7322421073913574,0.021444855257868767,2.3767406940460205,2.3767406940460205,31.35732309100422
Separate,1,81,100,15,0.0,"[[3.869630813598633, 1.9349035024642944, 4.213456153869629, 2.1045451164245605, 2.553346633911133, 3.2294633388519287]]",2.70208477973938,0.021936548873782158,2.3767406940460205,2.3767406940460205,31.707456673997513
Separate,1,82,100,15,0.0,"[[3.6088500022888184, 3.617377519607544, 3.2193360328674316, 2.4600369930267334, 1.3148772716522217, 4.628109931945801]]",2.451651096343994,0.014414065517485142,2.3767406940460205,2.3767406940460205,30.670160046996898
Separate,1,83,100,15,0.0,"[[3.6460280418395996, 4.401188373565674, 5.470170974731445, 4.071561336517334, 1.2563823461532593, 3.6383354663848877]]",3.2383368015289307,0.02728459984064102,2.3767406940460205,2.3767406940460205,35.110707083003945
Separate,1,84,100,15,0.0,"[[1.9194978475570679, 4.130054473876953, 3.2593345642089844, 2.0889124870300293, 1.6936631202697754, 3.232403516769409]]",3.5997307300567627,0.016243096441030502,2.3767406940460205,2.3767406940460205,31.297986855999625
Separate,1,85,100,15,0.0,"[[5.261612415313721, 6.10518741607666, 5.006171703338623, 5.463769435882568, 4.255666255950928, 5.0074992179870605]]",4.573144435882568,0.08783189207315445,2.3767406940460205,2.3767406940460205,31.220762607001234
Separate,1,86,100,15,0.0,"[[4.426753997802734, 3.025874137878418, 4.325236797332764, 3.3154702186584473, 2.4444127082824707, 4.024283409118652]]",2.9969961643218994,0.03373248502612114,2.3767406940460205,2.3767406940460205,32.665684214000066
Separate,1,87,100,15,0.0,"[[3.4450085163116455, 1.3445003032684326, 2.941455125808716, 2.5193750858306885, 2.804732322692871, 1.7477892637252808]]",2.439876079559326,0.015994621440768242,2.3767406940460205,2.3767406940460205,33.54285073099891
Separate,1,88,100,15,0.0,"[[5.0014472007751465, 3.0229430198669434, 4.098259925842285, 0.9496643543243408, 3.616874933242798, 4.255507469177246]]",2.9886934757232666,0.012645537964999676,2.3767406940460205,2.3767406940460205,31.81398396199802
Separate,1,89,100,15,0.0,"[[2.039876699447632, 1.9332355260849, 2.396113872528076, 5.480415344238281, 4.560659408569336, 1.8504431247711182]]",4.565803527832031,0.02613082528114319,2.3767406940460205,2.3767406940460205,32.14049057399825
Separate,1,90,100,15,0.0,"[[3.5022549629211426, 3.3257429599761963, 2.396820545196533, 3.1242241859436035, 5.025047779083252, 2.40985107421875]]",2.8610026836395264,0.019898995757102966,2.3767406940460205,2.3767406940460205,32.3707728609952
Separate,1,91,100,15,0.0,"[[1.9647530317306519, 2.3672962188720703, 2.27898907661438, 3.459707021713257, 1.858891487121582, 3.0207455158233643]]",2.8516738414764404,0.024422194808721542,2.3767406940460205,2.3767406940460205,31.241739323995716
Separate,1,92,100,15,0.0,"[[5.832822799682617, 4.699320316314697, 4.516625881195068, 4.235867500305176, 0.8767738342285156, 3.286689519882202]]",3.63584303855896,0.02543557807803154,2.3767406940460205,2.3767406940460205,31.451595929000177
Separate,1,93,100,15,0.0,"[[2.4295334815979004, 0.8002283573150635, 3.523533344268799, 2.7421247959136963, 2.2827179431915283, 1.364137053489685]]",4.460882186889648,0.007097385358065367,2.3767406940460205,2.3767406940460205,32.09127486399666
Separate,1,94,100,15,0.0,"[[3.451043128967285, 2.990139961242676, 3.4999842643737793, 2.1062307357788086, 4.429454326629639, 2.479053020477295]]",4.678997039794922,0.025979608297348022,2.3767406940460205,2.3767406940460205,32.63519441000244
Separate,1,95,100,15,0.0,"[[1.4848154783248901, 5.803529739379883, 2.8762664794921875, 5.049882888793945, 3.771277904510498, 2.117825746536255]]",3.061563730239868,0.01035761646926403,2.3767406940460205,2.3767406940460205,32.507586378997075
Separate,1,96,100,15,0.0,"[[3.7621984481811523, 2.223069429397583, 2.9442710876464844, 1.937876582145691, 2.8483095169067383, 4.608181953430176]]",2.363036870956421,0.00804060697555542,2.3767406940460205,2.3767406940460205,32.454326197002956
Separate,1,97,100,15,0.0,"[[1.8298588991165161, 2.1716318130493164, 2.5934348106384277, 1.2634605169296265, 2.540616035461426, 3.811368942260742]]",3.5185954570770264,0.008950757794082165,2.3767406940460205,2.3767406940460205,31.153601513993635
Separate,1,98,100,15,0.0,"[[5.608434200286865, 3.638838052749634, 4.9088568687438965, 5.905580997467041, 1.6580368280410767, 3.0365335941314697]]",4.208433628082275,0.03558071702718735,2.3767406940460205,2.3767406940460205,32.71912688599696
Separate,1,99,100,15,0.0,"[[3.827749013900757, 1.9778465032577515, 2.586862802505493, 5.204632759094238, 3.773473024368286, 1.8448138236999512]]",2.9727632999420166,0.023692535236477852,2.3767406940460205,2.3767406940460205,32.407125956997334
Separate,1,100,100,15,0.0,"[[2.3713278770446777, 2.1366817951202393, 2.2598252296447754, 2.171570301055908, 2.8002898693084717, 2.4529919624328613]]",3.761852264404297,0.017638398334383965,2.3767406940460205,2.3767406940460205,31.479454844993597
Separate,1,101,100,15,0.0,"[[2.689544439315796, 2.870187759399414, 2.2423369884490967, 1.330460548400879, 3.230224370956421, 4.415475368499756]]",3.408980369567871,0.02107406035065651,2.3767406940460205,2.3767406940460205,30.460835208003118
Separate,1,102,100,15,0.0,"[[2.9649593830108643, 2.9200756549835205, 2.645733118057251, 3.216154098510742, 1.3229210376739502, 3.5024187564849854]]",2.4756624698638916,0.011247367598116398,2.3767406940460205,2.3767406940460205,31.502163527002267
Separate,1,103,100,15,0.0,"[[3.7766664028167725, 4.046714782714844, 3.3248274326324463, 3.362255096435547, 4.117860317230225, 4.435102462768555]]",5.003137111663818,0.04513057693839073,2.3767406940460205,2.3767406940460205,33.13428327300062
Separate,1,104,100,15,0.0,"[[1.7880206108093262, 2.279724359512329, 0.5889861583709717, 1.1806678771972656, 2.985569477081299, 3.8374173641204834]]",2.4674975872039795,0.026124687865376472,2.3767406940460205,2.3767406940460205,32.53103216599993
Separate,1,105,100,15,0.0,"[[2.437690019607544, 2.126190662384033, 3.422772169113159, 2.800240993499756, 1.340936541557312, 3.109259843826294]]",3.4649298191070557,0.018449274823069572,2.3767406940460205,2.3767406940460205,31.651281026002835
Separate,1,106,100,15,0.0,"[[3.5008678436279297, 3.8621015548706055, 4.095303535461426, 5.472037315368652, 1.446108341217041, 2.35162353515625]]",3.829068183898926,0.032566193491220474,2.3767406940460205,2.3767406940460205,31.83129248199839
Separate,1,107,100,15,0.0,"[[2.6751322746276855, 2.626671552658081, 1.6216750144958496, 1.7948700189590454, 3.04398250579834, 5.239541530609131]]",3.2077646255493164,0.03488978371024132,2.3767406940460205,2.3767406940460205,34.8819595659952
Separate,1,108,100,15,0.0,"[[2.8667964935302734, 1.878659725189209, 2.422834634780884, 1.6188368797302246, 3.559175491333008, 1.9388689994812012]]",3.1837220191955566,0.01118460576981306,2.3767406940460205,2.3767406940460205,34.09157757899811
Separate,1,109,100,15,0.0,"[[5.1662397384643555, 3.724444627761841, 3.0559606552124023, 4.212949752807617, 5.88158655166626, 5.175118923187256]]",3.67964768409729,0.013015059754252434,2.3767406940460205,2.3767406940460205,32.00955431799957
Separate,1,110,100,15,0.0,"[[3.945403814315796, 3.0476126670837402, 1.7623355388641357, 0.9982259273529053, 3.092059850692749, 3.388943672180176]]",2.6032137870788574,0.01145156379789114,2.3767406940460205,2.3767406940460205,32.61007178199361
Separate,1,111,100,15,0.0,"[[3.0704941749572754, 3.051373243331909, 3.287651777267456, 3.8139469623565674, 2.861555814743042, 2.723466396331787]]",3.3089237213134766,0.05272703990340233,2.3767406940460205,2.3767406940460205,34.499560880998615
Separate,1,112,100,15,0.0,"[[1.399641990661621, 4.642120361328125, 2.3187599182128906, 2.613821029663086, 4.252732276916504, 2.686947822570801]]",5.412983417510986,0.03811901807785034,2.3767406940460205,2.3767406940460205,33.465282611003204
Separate,1,113,100,15,0.0,"[[2.094083070755005, 1.7951507568359375, 1.5290848016738892, 1.9763343334197998, 2.6325888633728027, 5.710102558135986]]",3.3230011463165283,0.01334094163030386,2.3767406940460205,2.3767406940460205,33.9891558639938
Separate,1,114,100,15,0.0,"[[3.5929393768310547, 3.0755374431610107, 2.67852783203125, 5.102825164794922, 4.032151222229004, 3.935659885406494]]",6.758235454559326,0.02908381260931492,2.3767406940460205,2.3767406940460205,32.56978594500106
Separate,1,115,100,15,0.0,"[[2.5195188522338867, 3.6527042388916016, 2.519465446472168, 3.434185028076172, 1.1217360496520996, 5.262610912322998]]",3.0035762786865234,0.013585585169494152,2.3767406940460205,2.3767406940460205,33.21429893599998
