Method,Simulation,Epoch,N,Actions,ActsName,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest,cpuTime
Separate,1,14,114,10,10 Actions,0.0,"[[2.7252166271209717, 9.935498237609863, 5.005707263946533, 13.663290977478027, 12.421324729919434, 12.460585594177246]]",14.93368148803711,6.474163427583335e-10,1.5856165885925293,1.5856165885925293,15.060789475000007
Separate,1,15,115,10,10 Actions,0.0,"[[2.4450783729553223, 10.362876892089844, 5.027210712432861, 14.075896263122559, 13.137115478515625, 12.848437309265137]]",15.648314476013184,2.2140202171616608e-10,1.5856165885925293,1.5856165885925293,14.930987958999992
Separate,1,16,116,10,10 Actions,0.0,"[[1.9306672811508179, 10.69222354888916, 5.821669578552246, 14.805102348327637, 13.7145357131958, 13.406588554382324]]",16.373046875,6.843634686726219e-11,1.5856165885925293,1.5856165885925293,15.308175398000003
Separate,1,17,117,10,10 Actions,0.0,"[[1.7468047142028809, 10.856169700622559, 6.245156288146973, 15.245344161987305, 13.983837127685547, 13.824379920959473]]",16.805068969726562,3.140160353964916e-11,1.5856165885925293,1.5856165885925293,15.31495445600001
Separate,1,18,118,10,10 Actions,0.0,"[[1.5077790021896362, 11.60587215423584, 6.946166038513184, 16.027599334716797, 14.447538375854492, 14.408416748046875]]",17.595304489135742,9.546164206342134e-12,1.5856165885925293,1.5856165885925293,15.206997027
Separate,1,19,119,10,10 Actions,0.0,"[[1.481658935546875, 11.678943634033203, 7.11055326461792, 16.23052978515625, 14.62017822265625, 14.512784004211426]]",17.792478561401367,5.5127590860293285e-12,1.5856165885925293,1.5856165885925293,14.914382412999998
Separate,1,20,120,10,10 Actions,0.0,"[[1.5629791021347046, 11.94487190246582, 7.375601768493652, 16.46033477783203, 14.96570110321045, 14.566054344177246]]",18.153797149658203,3.119301475104641e-12,1.5856165885925293,1.5856165885925293,14.843867810000006
Separate,1,21,121,10,10 Actions,0.0,"[[1.5724633932113647, 12.209609031677246, 7.544290065765381, 16.733722686767578, 15.148934364318848, 14.663379669189453]]",18.424930572509766,1.7928979698447756e-12,1.5856165885925293,1.5856165885925293,14.799396854999998
Separate,1,22,122,10,10 Actions,0.0,"[[1.819295048713684, 13.02353286743164, 8.568699836730957, 17.468271255493164, 15.887998580932617, 14.803696632385254]]",19.51828384399414,2.939912310991055e-13,1.5856165885925293,1.5856165885925293,14.43400888399998
Separate,1,23,123,10,10 Actions,0.0,"[[1.5713574886322021, 13.344159126281738, 8.928410530090332, 17.88577651977539, 16.339988708496094, 15.258048057556152]]",19.948373794555664,1.2444335655264344e-13,1.5856165885925293,1.5856165885925293,14.350307950000001
Separate,1,24,124,10,10 Actions,0.0,"[[1.7365318536758423, 13.627501487731934, 9.193721771240234, 18.14378547668457, 16.055574417114258, 15.378663063049316]]",20.246379852294922,6.236838438278616e-14,1.5856165885925293,1.5856165885925293,14.58971701300004
Separate,1,25,125,10,10 Actions,0.0,"[[1.5028607845306396, 19.98992347717285, 15.202342987060547, 24.65909767150879, 21.794048309326172, 21.424654006958008]]",27.400165557861328,2.721925298815233e-14,1.5856165885925293,1.5856165885925293,14.563698579000004
Separate,1,26,126,10,10 Actions,0.0,"[[1.502500057220459, 24.90679168701172, 11.688045501708984, 23.796566009521484, 26.442859649658203, 25.431278228759766]]",32.707244873046875,2.6681588660487296e-14,1.5856165885925293,1.5856165885925293,14.426795870000035
Separate,1,27,127,10,10 Actions,0.0,"[[1.4323811531066895, 25.269012451171875, 16.48246955871582, 18.01866912841797, 25.331750869750977, 31.05653190612793]]",38.01327133178711,2.4378434926135284e-14,1.5856165885925293,1.5856165885925293,14.65201108399998
Separate,1,28,128,10,10 Actions,0.0,"[[1.249239206314087, 31.20128631591797, 22.234750747680664, 13.719590187072754, 28.379009246826172, 36.307395935058594]]",43.3034553527832,2.1322826249353492e-14,1.5856165885925293,1.5856165885925293,14.602179027000034
Separate,1,29,129,10,10 Actions,0.0,"[[1.2586990594863892, 36.7052116394043, 28.116418838500977, 12.891000747680664, 32.902156829833984, 41.708675384521484]]",49.25775909423828,1.8139681515769515e-14,1.5856165885925293,1.5856165885925293,14.159339622000005
Separate,1,30,130,10,10 Actions,0.0,"[[0.967384934425354, 42.72863006591797, 34.15189743041992, 16.916406631469727, 38.654850006103516, 47.648502349853516]]",55.65333557128906,1.3522678562040511e-14,1.5856165885925293,1.5856165885925293,13.30778888900005
Separate,1,31,131,10,10 Actions,0.0,"[[1.107743740081787, 47.7642707824707, 39.2028694152832, 12.387166023254395, 44.0728759765625, 52.53852462768555]]",60.97837829589844,1.3266162257261072e-14,1.5856165885925293,1.5856165885925293,13.256942175000006
Separate,1,32,132,10,10 Actions,0.0,"[[1.1005983352661133, 52.84144592285156, 44.568382263183594, 17.393749237060547, 48.25810241699219, 47.912513732910156]]",67.03126525878906,1.2024727899875593e-14,1.5856165885925293,1.5856165885925293,13.237381304999985
Separate,1,33,133,10,10 Actions,0.0,"[[0.8899551033973694, 58.870967864990234, 49.58878707885742, 13.636520385742188, 53.146121978759766, 52.58818054199219]]",72.69742584228516,1.0379534959390618e-14,1.5856165885925293,1.5856165885925293,13.291245900000035
Separate,1,34,134,10,10 Actions,0.0,"[[0.9080231189727783, 63.13580322265625, 53.08604049682617, 18.977365493774414, 59.45977020263672, 52.52973937988281]]",78.88488006591797,9.089353008857708e-15,1.5856165885925293,1.5856165885925293,14.489644431999977
Separate,1,35,135,10,10 Actions,0.0,"[[0.6139361262321472, 68.37789916992188, 58.4770393371582, 24.5870361328125, 65.35423278808594, 56.34264373779297]]",84.56609344482422,8.911883512781934e-15,1.5856165885925293,1.5856165885925293,14.565805984000008
Separate,1,36,136,10,10 Actions,0.0,"[[0.6162331104278564, 73.32686614990234, 63.28852462768555, 25.94028091430664, 70.07527160644531, 50.98405075073242]]",89.77082061767578,8.911883512781934e-15,1.5856165885925293,1.5856165885925293,14.343891614999961
Separate,1,37,137,10,10 Actions,0.0,"[[0.6162331104278564, 78.11548614501953, 68.15003204345703, 24.267303466796875, 73.60987854003906, 55.818294525146484]]",94.66618347167969,8.911883512781934e-15,1.5856165885925293,1.5856165885925293,14.331926932999977
Separate,1,38,138,10,10 Actions,0.0,"[[0.6247810125350952, 81.5321273803711, 73.33392333984375, 27.053279876708984, 78.72893524169922, 61.0054931640625]]",100.2206802368164,8.580091389980005e-15,1.5856165885925293,1.5856165885925293,14.40381010100009
Separate,1,39,139,10,10 Actions,0.0,"[[0.6247810125350952, 85.34040069580078, 77.84229278564453, 31.300973892211914, 84.15267944335938, 65.98634338378906]]",105.60041046142578,8.580091389980005e-15,1.5856165885925293,1.5856165885925293,14.46678858200005
Separate,1,40,140,10,10 Actions,0.0,"[[0.6330360174179077, 81.69852447509766, 82.55949401855469, 35.19972610473633, 84.00811004638672, 60.81914520263672]]",110.63838958740234,8.53728912108935e-15,1.5856165885925293,1.5856165885925293,14.499333148000005
Separate,1,41,141,10,10 Actions,0.0,"[[0.6621522903442383, 85.893798828125, 76.70916748046875, 40.35320281982422, 78.1451416015625, 55.834625244140625]]",116.56078338623047,8.453774213588918e-15,1.5856165885925293,1.5856165885925293,14.420939723999936
Separate,1,42,142,10,10 Actions,0.0,"[[0.679498553276062, 89.1479263305664, 71.4219970703125, 45.209259033203125, 83.37136840820312, 50.3043098449707]]",121.96112823486328,8.328649659587566e-15,1.5856165885925293,1.5856165885925293,14.271588570999938
Separate,1,43,143,10,10 Actions,0.0,"[[0.6875239014625549, 92.91259002685547, 65.94989013671875, 50.17380905151367, 87.9753646850586, 45.04533004760742]]",127.30216217041016,8.168058142018781e-15,1.5856165885925293,1.5856165885925293,14.273751041000082
Separate,1,44,144,10,10 Actions,0.0,"[[0.6875239014625549, 98.0288314819336, 69.90818786621094, 45.15278625488281, 92.86318969726562, 46.457122802734375]]",132.4979248046875,8.168058142018781e-15,1.5856165885925293,1.5856165885925293,14.444088137999984
Separate,1,45,145,10,10 Actions,0.0,"[[0.7100604772567749, 101.4786605834961, 75.03105163574219, 49.9234619140625, 88.81626892089844, 41.38302993774414]]",137.656005859375,8.168058142018781e-15,1.5856165885925293,1.5856165885925293,14.260177183999986
Separate,1,46,146,10,10 Actions,0.0,"[[0.7075216770172119, 102.2950668334961, 79.72770690917969, 55.00006866455078, 93.67481231689453, 46.193607330322266]]",143.0347900390625,8.168058142018781e-15,1.5856165885925293,1.5856165885925293,13.579887998000004
Separate,1,47,147,10,10 Actions,0.0,"[[0.6937444806098938, 108.02312469482422, 84.356201171875, 59.71164321899414, 87.73408508300781, 40.923179626464844]]",148.1775665283203,7.948799428457269e-15,1.5856165885925293,1.5856165885925293,14.260116117000052
Separate,1,48,148,10,10 Actions,0.0,"[[0.6928743720054626, 102.61693572998047, 86.90934753417969, 54.824440002441406, 92.9379653930664, 35.61054611206055]]",153.23208618164062,7.844005359255914e-15,1.5856165885925293,1.5856165885925293,13.949059071999955
Separate,1,49,149,10,10 Actions,0.0,"[[0.6826257705688477, 97.57999420166016, 91.78880310058594, 60.051883697509766, 96.97578430175781, 40.49173355102539]]",158.48329162597656,7.765998707011477e-15,1.5856165885925293,1.5856165885925293,14.080203669999946
Separate,1,50,150,10,10 Actions,0.0,"[[0.6795202493667603, 92.20602416992188, 86.54739379882812, 65.41897583007812, 91.64510345458984, 34.983245849609375]]",163.8525390625,7.765998707011477e-15,1.5856165885925293,1.5856165885925293,14.16140800200003
Separate,1,51,151,10,10 Actions,0.0,"[[0.6861072182655334, 96.90675354003906, 91.55406951904297, 70.43522644042969, 96.72948455810547, 40.05767059326172]]",169.08193969726562,7.765998707011477e-15,1.5856165885925293,1.5856165885925293,13.87791507999998
Separate,1,52,152,10,10 Actions,0.0,"[[0.6602461934089661, 101.61306762695312, 96.70515441894531, 75.7079849243164, 101.61549377441406, 45.73689270019531]]",174.92872619628906,7.43582526417175e-15,1.5856165885925293,1.5856165885925293,14.083595857999967
Separate,1,53,153,10,10 Actions,0.0,"[[0.6416826844215393, 107.4905776977539, 102.30612182617188, 81.64817810058594, 107.81098175048828, 50.6541633605957]]",181.15328979492188,7.18251159096588e-15,1.5856165885925293,1.5856165885925293,13.819054986999959
Separate,1,54,154,10,10 Actions,0.0,"[[0.6346535086631775, 102.42876434326172, 96.26851654052734, 86.46421813964844, 112.58684539794922, 55.53205108642578]]",186.10348510742188,7.18251159096588e-15,1.5856165885925293,1.5856165885925293,14.069642819000023
Separate,1,55,155,10,10 Actions,0.0,"[[0.6402716636657715, 97.05255889892578, 91.0143051147461, 91.54871368408203, 118.24112701416016, 49.79597473144531]]",191.5485076904297,7.18251159096588e-15,1.5856165885925293,1.5856165885925293,13.791922666000005
Separate,1,56,156,10,10 Actions,0.0,"[[0.6513532400131226, 92.5523910522461, 88.18209838867188, 86.48063659667969, 123.04375457763672, 54.67387008666992]]",196.80349731445312,7.146681250264075e-15,1.5856165885925293,1.5856165885925293,13.997299240000075
Separate,1,57,157,10,10 Actions,0.0,"[[0.6439036130905151, 87.58818817138672, 93.14625549316406, 81.2522964477539, 127.89781951904297, 49.57173538208008]]",201.77972412109375,7.07928156810163e-15,1.5856165885925293,1.5856165885925293,13.834825353999918
Separate,1,58,158,10,10 Actions,0.0,"[[0.6468650102615356, 83.14096069335938, 89.25985717773438, 76.10356140136719, 133.4132537841797, 53.7664909362793]]",207.33767700195312,7.0439657999152826e-15,1.5856165885925293,1.5856165885925293,13.609645017000048
Separate,1,59,159,10,10 Actions,0.0,"[[0.6468650102615356, 83.26171112060547, 94.03717803955078, 80.8388900756836, 138.3533477783203, 58.432960510253906]]",212.24102783203125,7.0439657999152826e-15,1.5856165885925293,1.5856165885925293,12.79430016799995
Separate,1,60,160,10,10 Actions,0.0,"[[0.6419420838356018, 77.5110855102539, 88.93524169921875, 75.80826568603516, 143.25341796875, 62.90330505371094]]",217.79705810546875,7.0439657999152826e-15,1.5856165885925293,1.5856165885925293,12.789549185000055
Separate,1,61,161,10,10 Actions,0.0,"[[0.6419420838356018, 76.27789306640625, 93.8821792602539, 81.11766815185547, 148.4773406982422, 68.19471740722656]]",223.17324829101562,7.008826214581964e-15,1.5856165885925293,1.5856165885925293,12.784712373999923
Separate,1,62,162,10,10 Actions,0.0,"[[0.6395765542984009, 81.40098571777344, 98.45712280273438, 86.23524475097656, 153.40200805664062, 63.513038635253906]]",228.32730102539062,7.008826214581964e-15,1.5856165885925293,1.5856165885925293,12.817572754000025
Separate,1,63,163,10,10 Actions,0.0,"[[0.6395765542984009, 86.83834838867188, 103.62850189208984, 91.81550598144531, 158.84825134277344, 68.97156524658203]]",233.71951293945312,7.008826214581964e-15,1.5856165885925293,1.5856165885925293,12.841124422000007
Separate,1,64,164,10,10 Actions,0.0,"[[0.642094612121582, 81.62615966796875, 98.63692474365234, 87.35014343261719, 164.5734100341797, 74.00885772705078]]",238.97286987304688,7.008826214581964e-15,1.5856165885925293,1.5856165885925293,13.771052052000073
Separate,1,65,165,10,10 Actions,0.0,"[[0.6254066228866577, 87.26998138427734, 104.58917999267578, 92.66445922851562, 170.9002227783203, 79.09017944335938]]",244.7935333251953,6.070494550558438e-15,1.5856165885925293,1.5856165885925293,13.733684923000055
Separate,1,66,166,10,10 Actions,0.0,"[[0.6230849623680115, 92.74652099609375, 110.14070129394531, 98.24330139160156, 175.816162109375, 84.61248016357422]]",250.50177001953125,6.010216721416507e-15,1.5856165885925293,1.5856165885925293,13.850165629000003
Separate,1,67,167,10,10 Actions,0.0,"[[0.6138610243797302, 97.39970397949219, 114.07221221923828, 97.88093566894531, 181.5738525390625, 89.83573150634766]]",256.0534362792969,6.010216721416507e-15,1.5856165885925293,1.5856165885925293,13.931096403999959
Separate,1,68,168,10,10 Actions,0.0,"[[0.6138610243797302, 92.30167388916016, 109.29524993896484, 103.36589050292969, 176.7629852294922, 95.0994644165039]]",261.4157409667969,5.9802342961825464e-15,1.5856165885925293,1.5856165885925293,13.794933733999983
Separate,1,69,169,10,10 Actions,0.0,"[[0.6201750040054321, 97.82975006103516, 114.77862548828125, 108.9099349975586, 182.34542846679688, 100.47954559326172]]",266.7775573730469,5.891743493633469e-15,1.5856165885925293,1.5856165885925293,13.719968111000071
Separate,1,70,170,10,10 Actions,0.0,"[[0.6273671984672546, 102.90708923339844, 119.36510467529297, 103.21057891845703, 185.88414001464844, 95.01062774658203]]",272.0921630859375,5.839697130672955e-15,1.5856165885925293,1.5856165885925293,13.287769507999997
Separate,1,71,171,10,10 Actions,0.0,"[[0.6273671984672546, 107.30525207519531, 124.51692962646484, 108.36251831054688, 190.65374755859375, 89.78770446777344]]",277.2444763183594,5.839697130672955e-15,1.5856165885925293,1.5856165885925293,13.799163993999969
Separate,1,72,172,10,10 Actions,0.0,"[[0.6273671984672546, 111.61570739746094, 128.76698303222656, 112.52275848388672, 185.4878692626953, 92.8218994140625]]",281.79931640625,5.839697130672955e-15,1.5856165885925293,1.5856165885925293,13.951620584000011
Separate,1,73,173,10,10 Actions,0.0,"[[0.6250402927398682, 116.71991729736328, 133.27523803710938, 117.7835464477539, 190.61460876464844, 89.66964721679688]]",286.8018798828125,5.839697130672955e-15,1.5856165885925293,1.5856165885925293,14.098431333999997
Separate,1,74,174,10,10 Actions,0.0,"[[0.6250402927398682, 122.46534729003906, 138.44580078125, 123.40289306640625, 196.6636199951172, 94.4255142211914]]",292.1214599609375,5.839697130672955e-15,1.5856165885925293,1.5856165885925293,14.055114325999966
Separate,1,75,175,10,10 Actions,0.0,"[[0.6250402927398682, 127.98534393310547, 143.5709686279297, 128.8883514404297, 202.200439453125, 99.25110626220703]]",297.3370666503906,5.839697130672955e-15,1.5856165885925293,1.5856165885925293,14.105840800000124
Separate,1,76,176,10,10 Actions,0.0,"[[0.6250402927398682, 132.840087890625, 148.33677673339844, 132.32899475097656, 197.48512268066406, 95.6312484741211]]",302.74163818359375,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,14.240843077000136
Separate,1,77,177,10,10 Actions,0.0,"[[0.6250402927398682, 138.31520080566406, 153.8651885986328, 137.35317993164062, 195.40887451171875, 90.81136322021484]]",307.9876403808594,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.855973444000028
Separate,1,78,178,10,10 Actions,0.0,"[[0.6250402927398682, 133.02359008789062, 148.30926513671875, 136.7575225830078, 200.7356719970703, 87.75155639648438]]",312.8147888183594,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.71659498400004
Separate,1,79,179,10,10 Actions,0.0,"[[0.6250402927398682, 128.2686767578125, 143.2423858642578, 136.969482421875, 205.35606384277344, 83.08001708984375]]",317.2837829589844,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.725172044000146
Separate,1,80,180,10,10 Actions,0.0,"[[0.6250402927398682, 123.78661346435547, 138.0197296142578, 141.21307373046875, 210.6680145263672, 80.18870544433594]]",321.9004211425781,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.69752447299993
Separate,1,81,181,10,10 Actions,0.0,"[[0.6250402927398682, 128.01004028320312, 143.58401489257812, 146.36514282226562, 215.2715301513672, 75.07649230957031]]",326.90972900390625,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.67169150199993
Separate,1,82,182,10,10 Actions,0.0,"[[0.6300782561302185, 133.13992309570312, 149.38282775878906, 148.99514770507812, 210.31289672851562, 69.14290618896484]]",331.7526550292969,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.690925254999911
Separate,1,83,183,10,10 Actions,0.0,"[[0.6300782561302185, 139.11834716796875, 154.7582550048828, 150.5604248046875, 207.60211181640625, 62.78165817260742]]",336.36846923828125,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.718059339000092
Separate,1,84,184,10,10 Actions,0.0,"[[0.6300782561302185, 145.0489959716797, 160.53184509277344, 156.52203369140625, 213.39483642578125, 58.05852508544922]]",341.5928039550781,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.734725601000036
Separate,1,85,185,10,10 Actions,0.0,"[[0.6300782561302185, 150.55419921875, 165.24827575683594, 161.736328125, 208.35958862304688, 52.930824279785156]]",346.57049560546875,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.812571153999897
Separate,1,86,186,10,10 Actions,0.0,"[[0.6324186325073242, 156.4016876220703, 171.11160278320312, 166.76239013671875, 213.9148406982422, 56.474788665771484]]",351.8599853515625,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.71477801900005
Separate,1,87,187,10,10 Actions,0.0,"[[0.6324186325073242, 162.24237060546875, 175.05108642578125, 172.659423828125, 219.84506225585938, 49.84245681762695]]",356.8575134277344,5.8105651265180375e-15,1.5856165885925293,1.5856165885925293,13.871246681999992
Separate,1,88,188,10,10 Actions,0.0,"[[0.6300782561302185, 168.0939178466797, 180.29600524902344, 178.66580200195312, 226.15794372558594, 55.908626556396484]]",361.8265686035156,5.781578812030048e-15,1.5856165885925293,1.5856165885925293,13.7348088870001
Separate,1,89,189,10,10 Actions,0.0,"[[0.6324186325073242, 174.25172424316406, 186.07037353515625, 183.98646545410156, 231.7178497314453, 50.51458740234375]]",366.8728942871094,5.7527369166595656e-15,1.5856165885925293,1.5856165885925293,13.814226903999952
Separate,1,90,190,10,10 Actions,0.0,"[[0.6324186325073242, 180.83590698242188, 193.0200653076172, 190.17184448242188, 237.39932250976562, 54.96725845336914]]",371.88641357421875,5.7527369166595656e-15,1.5856165885925293,1.5856165885925293,13.714201645999992
Separate,1,91,191,10,10 Actions,0.0,"[[0.6347652077674866, 187.16064453125, 199.55906677246094, 196.13735961914062, 242.85562133789062, 61.13203048706055]]",376.6862487792969,5.7527369166595656e-15,1.5856165885925293,1.5856165885925293,13.743689040999925
Separate,1,92,192,10,10 Actions,0.0,"[[0.6392255425453186, 192.87156677246094, 205.2165985107422, 201.61155700683594, 247.1880340576172, 66.54944610595703]]",381.1390380859375,5.7527369166595656e-15,1.5856165885925293,1.5856165885925293,13.790308933999995
Separate,1,93,193,10,10 Actions,0.0,"[[0.6392255425453186, 198.41790771484375, 211.11328125, 206.94688415527344, 251.8617706298828, 71.099853515625]]",385.4767150878906,5.7527369166595656e-15,1.5856165885925293,1.5856165885925293,13.777473423000174
Separate,1,94,194,10,10 Actions,0.0,"[[0.6392255425453186, 203.52249145507812, 216.14456176757812, 212.3877716064453, 256.83282470703125, 76.17921447753906]]",389.4516906738281,5.7527369166595656e-15,1.5856165885925293,1.5856165885925293,13.929108185999894
Separate,1,95,195,10,10 Actions,0.0,"[[0.6392255425453186, 209.57046508789062, 222.32640075683594, 218.6901397705078, 262.5437316894531, 81.29840087890625]]",394.1719970703125,5.7527369166595656e-15,1.5856165885925293,1.5856165885925293,13.863007227000026
Separate,1,96,196,10,10 Actions,0.0,"[[0.6362617015838623, 215.12374877929688, 227.17416381835938, 223.98086547851562, 268.7294921875, 85.46141815185547]]",399.1999206542969,5.724039016890116e-15,1.5856165885925293,1.5856165885925293,13.77452941599995
Separate,1,97,197,10,10 Actions,0.0,"[[0.6362617015838623, 221.10060119628906, 232.7200164794922, 219.1768035888672, 273.6940612792969, 79.9244155883789]]",404.1734619140625,5.724039016890116e-15,1.5856165885925293,1.5856165885925293,13.83475214200007
Separate,1,98,198,10,10 Actions,0.0,"[[0.6362617015838623, 226.9012908935547, 237.3876953125, 213.359619140625, 279.9183349609375, 75.66920471191406]]",408.2265625,5.724039016890116e-15,1.5856165885925293,1.5856165885925293,13.903828958000076
Separate,1,99,199,10,10 Actions,0.0,"[[0.6362617015838623, 232.5870361328125, 240.00405883789062, 209.16441345214844, 285.75042724609375, 71.232421875]]",412.8365783691406,5.724039016890116e-15,1.5856165885925293,1.5856165885925293,13.90923508600008
Separate,1,100,200,10,10 Actions,0.0,"[[0.6362617015838623, 237.12237548828125, 244.5625762939453, 213.41189575195312, 290.9450378417969, 75.72198486328125]]",416.7867431640625,5.724039016890116e-15,1.5856165885925293,1.5856165885925293,13.887022560999867
Separate,1,101,201,10,10 Actions,0.0,"[[0.6339111328125, 240.33541870117188, 250.07264709472656, 218.97695922851562, 296.8228759765625, 71.25296020507812]]",421.90203857421875,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.840150260999962
Separate,1,102,202,10,10 Actions,0.0,"[[0.6315667629241943, 246.09185791015625, 255.2451171875, 222.97088623046875, 302.29644775390625, 75.96868133544922]]",426.29071044921875,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.759762321999915
Separate,1,103,203,10,10 Actions,0.0,"[[0.6315667629241943, 251.41525268554688, 259.9449462890625, 217.66708374023438, 307.71490478515625, 81.38866424560547]]",430.3853759765625,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.782391939000036
Separate,1,104,204,10,10 Actions,0.0,"[[0.6359781622886658, 256.4366455078125, 265.06085205078125, 217.3500213623047, 312.4978942871094, 86.39043426513672]]",434.39349365234375,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.79248928900006
Separate,1,105,205,10,10 Actions,0.0,"[[0.6239355802536011, 261.49542236328125, 271.1168518066406, 221.78663635253906, 319.2071228027344, 92.92601013183594]]",439.352294921875,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.763375852000081
Separate,1,106,206,10,10 Actions,0.0,"[[0.6239355802536011, 267.6200866699219, 276.7371826171875, 227.52377319335938, 325.5008850097656, 98.5279541015625]]",444.0207214355469,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.791865000000143
Separate,1,107,207,10,10 Actions,0.0,"[[0.6239355802536011, 273.6439208984375, 279.44915771484375, 227.4978485107422, 330.9532775878906, 101.74124908447266]]",448.5563659667969,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.224527884000054
Separate,1,108,208,10,10 Actions,0.0,"[[0.6239355802536011, 278.6371154785156, 284.984375, 232.27682495117188, 335.88671875, 105.78707885742188]]",452.5036926269531,5.695484265688753e-15,1.5856165885925293,1.5856165885925293,13.74489510300009
Separate,1,109,209,10,10 Actions,0.0,"[[0.6212435960769653, 284.18731689453125, 290.4866027832031, 227.77503967285156, 341.176513671875, 100.61300659179688]]",456.7333984375,5.667071816022528e-15,1.5856165885925293,1.5856165885925293,13.722421752000173
