Method,Simulation,Epoch,N,Actions,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest,cpuTime
Separate,1,0,100,15,0.0,,,,2.4614734649658203,2.4614734649658203,
Separate,1,1,100,15,0.0,"[[3.3007776737213135, 2.831225633621216, 4.261221885681152, 3.6755778789520264, 3.8106770515441895, 3.70078182220459]]",4.338675498962402,0.010498161427676678,2.4614734649658203,2.4614734649658203,24.765993580000213
Separate,1,2,100,15,0.0,"[[4.202421188354492, 3.965284824371338, 2.2861180305480957, 4.439820289611816, 4.509840488433838, 3.7014968395233154]]",4.7771477699279785,0.033936288207769394,2.4614734649658203,2.4614734649658203,24.91476822000186
Separate,1,3,100,15,0.0,"[[5.24527645111084, 3.0808863639831543, 1.3309699296951294, 3.9490764141082764, 6.353012561798096, 4.846795082092285]]",4.616690635681152,0.02317938022315502,2.4614734649658203,2.4614734649658203,25.03493081399938
Separate,1,4,100,15,0.0,"[[1.669372320175171, 3.304615020751953, 4.09991979598999, 4.471039772033691, 5.875072002410889, 6.245263576507568]]",4.3768696784973145,0.006587704177945852,2.4614734649658203,2.4614734649658203,25.210926063002262
Separate,1,5,100,15,0.0,"[[3.4994945526123047, 1.8650727272033691, 1.9336780309677124, 3.835075855255127, 3.5717668533325195, 4.859517574310303]]",3.8275177478790283,0.012190687470138073,2.4614734649658203,2.4614734649658203,25.080815550001716
Separate,1,6,100,15,0.0,"[[4.948365211486816, 3.047450065612793, 2.4681241512298584, 3.202685594558716, 1.9442076683044434, 4.4774394035339355]]",3.8485960960388184,0.006239965558052063,2.4614734649658203,2.4614734649658203,24.74312936199931
Separate,1,7,100,15,0.0,"[[4.310313701629639, 4.398568153381348, 0.929780125617981, 4.036236763000488, 3.557976245880127, 3.8817250728607178]]",4.74859094619751,0.013124744407832623,2.4614734649658203,2.4614734649658203,24.935168410000188
Separate,1,8,100,15,0.0,"[[4.375731468200684, 4.637500286102295, 5.006019115447998, 6.53496789932251, 5.846197605133057, 6.421741962432861]]",3.7807555198669434,0.015908995643258095,2.4614734649658203,2.4614734649658203,24.82755477200044
Separate,1,9,100,15,0.0,"[[3.176974296569824, 3.526644229888916, 4.751412868499756, 4.105021953582764, 2.7426059246063232, 4.232631683349609]]",4.520482063293457,0.010914241895079613,2.4614734649658203,2.4614734649658203,24.637513502999354
Separate,1,10,100,15,0.0,"[[0.9986688494682312, 5.274770736694336, 2.109241485595703, 4.9945855140686035, 1.4194401502609253, 4.355650901794434]]",4.361661434173584,0.006762130185961723,2.4614734649658203,2.4614734649658203,24.769565085000067
Separate,1,11,100,15,0.0,"[[3.5701205730438232, 3.516794443130493, 1.701951265335083, 6.675587177276611, 2.0150089263916016, 3.836683511734009]]",3.54296875,0.025975534692406654,2.4614734649658203,2.4614734649658203,24.800626540996745
Separate,1,12,100,15,0.0,"[[3.4347524642944336, 2.7446279525756836, 0.8432916402816772, 3.388918399810791, 2.875723123550415, 2.604353666305542]]",4.270946025848389,0.019531430676579475,2.4614734649658203,2.4614734649658203,24.984569094001927
Separate,1,13,100,15,0.0,"[[5.759296894073486, 4.08269739151001, 2.2538375854492188, 1.1733423471450806, 3.604142665863037, 3.3135476112365723]]",5.046484470367432,0.007821201346814632,2.4614734649658203,2.4614734649658203,24.90534536999985
Separate,1,14,100,15,0.0,"[[2.556142568588257, 5.0246710777282715, 3.8277509212493896, 3.9106640815734863, 2.5238595008850098, 1.3710986375808716]]",3.555105209350586,0.005410814192146063,2.4614734649658203,2.4614734649658203,25.316909008997754
Separate,1,15,100,15,0.0,"[[2.84902286529541, 4.380964756011963, 4.794247627258301, 1.5588113069534302, 3.1388566493988037, 5.218212604522705]]",5.82025146484375,0.01232224702835083,2.4614734649658203,2.4614734649658203,25.18708511099976
Separate,1,16,100,15,0.0,"[[3.8566384315490723, 4.1040754318237305, 4.061351776123047, 5.760801792144775, 3.6821391582489014, 5.102159023284912]]",3.339301109313965,0.011114021763205528,2.4614734649658203,2.4614734649658203,25.343693153001368
Separate,1,17,100,15,0.0,"[[4.4888505935668945, 4.941359043121338, 3.5554234981536865, 5.39423942565918, 3.725193977355957, 4.636648178100586]]",2.4775383472442627,0.0077570597641170025,2.4614734649658203,2.4614734649658203,25.297686302998045
Separate,1,18,100,15,0.0,"[[4.668097019195557, 3.8572680950164795, 4.240739345550537, 3.024672508239746, 5.221932411193848, 5.50315523147583]]",2.2787718772888184,0.009658647701144218,2.4614734649658203,2.4614734649658203,25.4342324049976
Separate,1,19,100,15,0.0,"[[1.0837996006011963, 2.475717306137085, 4.591574192047119, 2.482121467590332, 2.9870338439941406, 3.10815167427063]]",3.4909462928771973,0.009617790579795837,2.4614734649658203,2.4614734649658203,25.572341138999036
Separate,1,20,100,15,0.0,"[[2.045830011367798, 4.4020586013793945, 4.2170305252075195, 4.271780490875244, 3.138956308364868, 2.1800360679626465]]",3.3243768215179443,0.014750918373465538,2.4614734649658203,2.4614734649658203,25.82125494900174
Separate,1,21,100,15,0.0,"[[3.248882532119751, 4.8509297370910645, 2.890845775604248, 3.8164710998535156, 2.5536117553710938, 3.145322799682617]]",3.2371623516082764,0.00863255187869072,2.4614734649658203,2.4614734649658203,25.712498753000546
Separate,1,22,100,15,0.0,"[[2.6025047302246094, 1.8900392055511475, 3.276576042175293, 3.1954941749572754, 1.5418720245361328, 1.598229169845581]]",3.1983046531677246,0.03960098698735237,2.4614734649658203,2.4614734649658203,25.99210994799796
Separate,1,23,100,15,0.0,"[[5.6122918128967285, 6.510378837585449, 3.9301607608795166, 3.8345847129821777, 3.9999096393585205, 4.489295482635498]]",3.9501852989196777,0.017206424847245216,2.4614734649658203,2.4614734649658203,25.88802846100225
Separate,1,24,100,15,0.0,"[[0.7105393409729004, 3.0521984100341797, 3.2047698497772217, 4.393263816833496, 1.4828521013259888, 3.0459890365600586]]",3.299065351486206,0.013763241469860077,2.4614734649658203,2.4614734649658203,26.014083609999943
Separate,1,25,100,15,0.0,"[[3.6653614044189453, 4.032339096069336, 3.446202278137207, 3.5280065536499023, 1.822030782699585, 4.245993614196777]]",3.5937182903289795,0.006506829988211393,2.4614734649658203,2.4614734649658203,26.062392750998697
Separate,1,26,100,15,0.0,"[[2.1546266078948975, 2.2159290313720703, 2.9858932495117188, 2.165144205093384, 4.027465343475342, 1.6525747776031494]]",4.570870399475098,0.012169224210083485,2.4614734649658203,2.4614734649658203,26.202254444000573
Separate,1,27,100,15,0.0,"[[4.319241046905518, 4.262879848480225, 4.38783073425293, 5.560909271240234, 1.2403861284255981, 2.301436185836792]]",3.09761905670166,0.011115102097392082,2.4614734649658203,2.4614734649658203,26.20502085100088
Separate,1,28,100,15,0.0,"[[5.2114033699035645, 4.2138166427612305, 2.74137020111084, 4.528599739074707, 2.663412094116211, 4.3253173828125]]",3.7432732582092285,0.016141334548592567,2.4614734649658203,2.4614734649658203,26.445918535999226
Separate,1,29,100,15,0.0,"[[1.81645929813385, 4.662057399749756, 1.4887537956237793, 2.7190654277801514, 1.5933469533920288, 3.9438130855560303]]",1.464536190032959,0.006116780918091536,2.4614734649658203,2.4614734649658203,28.32182975899923
Separate,1,30,100,15,0.0,"[[4.441512584686279, 4.953988075256348, 4.646944046020508, 3.1010923385620117, 4.7998223304748535, 5.601999282836914]]",3.4036381244659424,0.007690763566643,2.4614734649658203,2.4614734649658203,29.111274512997625
Separate,1,31,100,15,0.0,"[[4.11480712890625, 4.192888259887695, 5.121316909790039, 4.602926731109619, 6.0247392654418945, 5.924561500549316]]",4.676694393157959,0.0183920506387949,2.4614734649658203,2.4614734649658203,27.419657875998382
Separate,1,32,100,15,0.0,"[[5.801757335662842, 3.566892623901367, 4.892717361450195, 5.667142391204834, 6.979236125946045, 3.3921759128570557]]",3.6502716541290283,0.009305516257882118,2.4614734649658203,2.4614734649658203,34.35643814299692
Separate,1,33,100,15,0.0,"[[4.435939788818359, 2.3875694274902344, 2.5166335105895996, 5.4728522300720215, 1.9072186946868896, 2.6381123065948486]]",4.0880866050720215,0.016104932874441147,2.4614734649658203,2.4614734649658203,35.190595198000665
Separate,1,34,100,15,0.0,"[[3.486492156982422, 2.7055928707122803, 5.561608791351318, 3.412719488143921, 2.902430534362793, 2.727309226989746]]",3.71895432472229,0.02374185249209404,2.4614734649658203,2.4614734649658203,38.420002242997725
Separate,1,35,100,15,0.0,"[[2.821760416030884, 3.7701351642608643, 1.829089641571045, 2.5824735164642334, 3.0880589485168457, 1.5063459873199463]]",4.42872428894043,0.030279669910669327,2.4614734649658203,2.4614734649658203,28.900760888998775
Separate,1,36,100,15,0.0,"[[2.091402053833008, 2.4733805656433105, 2.2464394569396973, 3.0480809211730957, 2.8238601684570312, 4.21360969543457]]",4.8343095779418945,0.00550472317263484,2.4614734649658203,2.4614734649658203,29.351217891002307
Separate,1,37,100,15,0.0,"[[4.42217493057251, 2.681067943572998, 1.2500914335250854, 2.3078813552856445, 5.275097846984863, 2.5687522888183594]]",3.6231160163879395,0.025558609515428543,2.4614734649658203,2.4614734649658203,28.329778807001276
Separate,1,38,100,15,0.0,"[[4.188172340393066, 3.0347626209259033, 1.5099650621414185, 4.038296699523926, 3.111344337463379, 0.7858043909072876]]",3.1596150398254395,0.004239365458488464,2.4614734649658203,2.4614734649658203,29.824168176000967
Separate,1,39,100,15,0.0,"[[4.181065082550049, 3.5128536224365234, 1.2534817457199097, 2.8048696517944336, 4.761165618896484, 5.576193809509277]]",4.1562724113464355,0.007553065661340952,2.4614734649658203,2.4614734649658203,30.07796839599905
Separate,1,40,100,15,0.0,"[[2.932847499847412, 2.3452112674713135, 2.67551851272583, 2.2341091632843018, 3.32106351852417, 1.4476938247680664]]",1.552310585975647,0.018867969512939453,2.4614734649658203,2.4614734649658203,29.37043484899914
